Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa)
4033,262.29253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4448379,12.100448,3.2394958,0,0,0,0,0,0,0,15.652705,65.822957,262.29253,49.395381,4.5155218,0,0,0,0,0,0,33.959073,82.835083,211.09465,54.567207,2.4810554,0,0,0,0,0,0,0,0,41.156069,38.929764,9.77033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4034,262.28074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4444582,12.099904,3.2393501,0,0,0,0,0,0,0,15.652001,65.819998,262.28074,49.393161,4.5153188,0,0,0,0,0,0,33.957547,82.831359,211.08516,54.564753,2.4809439,0,0,0,0,0,0,0,0,41.154218,38.928014,9.7698907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4035,262.26895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4440785,12.09936,3.2392045,0,0,0,0,0,0,0,15.651297,65.817039,262.26895,49.39094,4.5151158,0,0,0,0,0,0,33.95602,82.827635,211.07567,54.5623,2.4808324,0,0,0,0,0,0,0,0,41.152368,38.926264,9.7694515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4036,262.25716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4436989,12.098816,3.2390588,0,0,0,0,0,0,0,15.650593,65.814079,262.25716,49.388719,4.5149128,0,0,0,0,0,0,33.954493,82.823911,211.06618,54.559847,2.4807208,0,0,0,0,0,0,0,0,41.150518,38.924514,9.7690122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4037,262.24536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4433192,12.098272,3.2389132,0,0,0,0,0,0,0,15.64989,65.81112,262.24536,49.386498,4.5147098,0,0,0,0,0,0,33.952966,82.820187,211.05669,54.557394,2.4806093,0,0,0,0,0,0,0,0,41.148667,38.922763,9.768573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4038,262.23357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4429395,12.097728,3.2387675,0,0,0,0,0,0,0,15.649186,65.808161,262.23357,49.384278,4.5145068,0,0,0,0,0,0,33.95144,82.816463,211.0472,54.55494,2.4804977,0,0,0,0,0,0,0,0,41.146817,38.921013,9.7681337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4039,262.22178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4425599,12.097184,3.2386219,0,0,0,0,0,0,0,15.648482,65.805202,262.22178,49.382057,4.5143037,0,0,0,0,0,0,33.949913,82.812739,211.03771,54.552487,2.4803862,0,0,0,0,0,0,0,0,41.144967,38.919263,9.7676944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4040,262.20999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4421802,12.09664,3.2384763,0,0,0,0,0,0,0,15.647779,65.802242,262.20999,49.379836,4.5141007,0,0,0,0,0,0,33.948386,82.809015,211.02822,54.550034,2.4802746,0,0,0,0,0,0,0,0,41.143116,38.917513,9.7672552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4041,262.1982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4418005,12.096096,3.2383306,0,0,0,0,0,0,0,15.647075,65.799283,262.1982,49.377616,4.5138977,0,0,0,0,0,0,33.94686,82.80529,211.01873,54.547581,2.4801631,0,0,0,0,0,0,0,0,41.141266,38.915762,9.7668159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4042,262.1864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4414209,12.095552,3.238185,0,0,0,0,0,0,0,15.646371,65.796324,262.1864,49.375395,4.5136947,0,0,0,0,0,0,33.945333,82.801566,211.00924,54.545128,2.4800516,0,0,0,0,0,0,0,0,41.139416,38.914012,9.7663767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4043,262.17461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4410412,12.095008,3.2380393,0,0,0,0,0,0,0,15.645667,65.793364,262.17461,49.373174,4.5134917,0,0,0,0,0,0,33.943806,82.797842,210.99975,54.542674,2.47994,0,0,0,0,0,0,0,0,41.137566,38.912262,9.7659374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4044,262.16282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4406615,12.094464,3.2378937,0,0,0,0,0,0,0,15.644964,65.790405,262.16282,49.370953,4.5132887,0,0,0,0,0,0,33.942279,82.794118,210.99026,54.540221,2.4798285,0,0,0,0,0,0,0,0,41.135715,38.910512,9.7654982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4045,262.15103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4402819,12.09392,3.2377481,0,0,0,0,0,0,0,15.64426,65.787446,262.15103,49.368733,4.5130857,0,0,0,0,0,0,33.940753,82.790394,210.98077,54.537768,2.4797169,0,0,0,0,0,0,0,0,41.133865,38.908762,9.7650589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4046,262.13923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4399022,12.093376,3.2376024,0,0,0,0,0,0,0,15.643556,65.784487,262.13923,49.366512,4.5128827,0,0,0,0,0,0,33.939226,82.78667,210.97127,54.535315,2.4796054,0,0,0,0,0,0,0,0,41.132015,38.907011,9.7646196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4047,262.12744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4395225,12.092832,3.2374568,0,0,0,0,0,0,0,15.642853,65.781527,262.12744,49.364291,4.5126797,0,0,0,0,0,0,33.937699,82.782946,210.96178,54.532861,2.4794938,0,0,0,0,0,0,0,0,41.130164,38.905261,9.7641804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4048,262.11565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4391429,12.092288,3.2373111,0,0,0,0,0,0,0,15.642149,65.778568,262.11565,49.36207,4.5124767,0,0,0,0,0,0,33.936172,82.779222,210.95229,54.530408,2.4793823,0,0,0,0,0,0,0,0,41.128314,38.903511,9.7637411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4049,262.10386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4387632,12.091743,3.2371655,0,0,0,0,0,0,0,15.641445,65.775609,262.10386,49.35985,4.5122736,0,0,0,0,0,0,33.934646,82.775497,210.9428,54.527955,2.4792707,0,0,0,0,0,0,0,0,41.126464,38.901761,9.7633019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,262.09207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4383835,12.091199,3.2370198,0,0,0,0,0,0,0,15.640741,65.772649,262.09207,49.357629,4.5120706,0,0,0,0,0,0,33.933119,82.771773,210.93331,54.525502,2.4791592,0,0,0,0,0,0,0,0,41.124613,38.900011,9.7628626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4051,262.08027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4380039,12.090655,3.2368742,0,0,0,0,0,0,0,15.640038,65.76969,262.08027,49.355408,4.5118676,0,0,0,0,0,0,33.931592,82.768049,210.92382,54.523048,2.4790477,0,0,0,0,0,0,0,0,41.122763,38.89826,9.7624234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4052,262.06848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4376242,12.090111,3.2367286,0,0,0,0,0,0,0,15.639334,65.766731,262.06848,49.353188,4.5116646,0,0,0,0,0,0,33.930065,82.764325,210.91433,54.520595,2.4789361,0,0,0,0,0,0,0,0,41.120913,38.89651,9.7619841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4053,262.05669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4372445,12.089567,3.2365829,0,0,0,0,0,0,0,15.63863,65.763772,262.05669,49.350967,4.5114616,0,0,0,0,0,0,33.928539,82.760601,210.90484,54.518142,2.4788246,0,0,0,0,0,0,0,0,41.119062,38.89476,9.7615448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4054,262.0449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4368649,12.089023,3.2364373,0,0,0,0,0,0,0,15.637927,65.760812,262.0449,49.348746,4.5112586,0,0,0,0,0,0,33.927012,82.756877,210.89535,54.515689,2.478713,0,0,0,0,0,0,0,0,41.117212,38.89301,9.7611056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4055,262.0331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4364852,12.088479,3.2362916,0,0,0,0,0,0,0,15.637223,65.757853,262.0331,49.346525,4.5110556,0,0,0,0,0,0,33.925485,82.753153,210.88586,54.513235,2.4786015,0,0,0,0,0,0,0,0,41.115362,38.891259,9.7606663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4056,262.02131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4361055,12.087935,3.236146,0,0,0,0,0,0,0,15.636519,65.754894,262.02131,49.344305,4.5108526,0,0,0,0,0,0,33.923958,82.749429,210.87637,54.510782,2.4784899,0,0,0,0,0,0,0,0,41.113512,38.889509,9.7602271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4057,262.00952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4357259,12.087391,3.2360003,0,0,0,0,0,0,0,15.635815,65.751934,262.00952,49.342084,4.5106496,0,0,0,0,0,0,33.922432,82.745704,210.86688,54.508329,2.4783784,0,0,0,0,0,0,0,0,41.111661,38.887759,9.7597878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4058,261.99773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4353462,12.086847,3.2358547,0,0,0,0,0,0,0,15.635112,65.748975,261.99773,49.339863,4.5104466,0,0,0,0,0,0,33.920905,82.74198,210.85739,54.505876,2.4782669,0,0,0,0,0,0,0,0,41.109811,38.886009,9.7593486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4059,261.98594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4349666,12.086303,3.2357091,0,0,0,0,0,0,0,15.634408,65.746016,261.98594,49.337642,4.5102435,0,0,0,0,0,0,33.919378,82.738256,210.8479,54.503422,2.4781553,0,0,0,0,0,0,0,0,41.107961,38.884259,9.7589093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4060,261.97414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4345869,12.085759,3.2355634,0,0,0,0,0,0,0,15.633704,65.743057,261.97414,49.335422,4.5100405,0,0,0,0,0,0,33.917851,82.734532,210.83841,54.500969,2.4780438,0,0,0,0,0,0,0,0,41.10611,38.882508,9.7584701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4061,261.96235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4342072,12.085215,3.2354178,0,0,0,0,0,0,0,15.633,65.740097,261.96235,49.333201,4.5098375,0,0,0,0,0,0,33.916325,82.730808,210.82892,54.498516,2.4779322,0,0,0,0,0,0,0,0,41.10426,38.880758,9.7580308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4062,261.95056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4338276,12.084671,3.2352721,0,0,0,0,0,0,0,15.632297,65.737138,261.95056,49.33098,4.5096345,0,0,0,0,0,0,33.914798,82.727084,210.81943,54.496063,2.4778207,0,0,0,0,0,0,0,0,41.10241,38.879008,9.7575915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4063,261.93877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4334479,12.084127,3.2351265,0,0,0,0,0,0,0,15.631593,65.734179,261.93877,49.328759,4.5094315,0,0,0,0,0,0,33.913271,82.72336,210.80994,54.493609,2.4777091,0,0,0,0,0,0,0,0,41.100559,38.877258,9.7571523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4064,261.92697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4330682,12.083583,3.2349808,0,0,0,0,0,0,0,15.630889,65.731219,261.92697,49.326539,4.5092285,0,0,0,0,0,0,33.911744,82.719636,210.80045,54.491156,2.4775976,0,0,0,0,0,0,0,0,41.098709,38.875508,9.756713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4065,261.91518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4326886,12.083039,3.2348352,0,0,0,0,0,0,0,15.630186,65.72826,261.91518,49.324318,4.5090255,0,0,0,0,0,0,33.910218,82.715911,210.79096,54.488703,2.477486,0,0,0,0,0,0,0,0,41.096859,38.873757,9.7562738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4066,261.90339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4323089,12.082495,3.2346896,0,0,0,0,0,0,0,15.629482,65.725301,261.90339,49.322097,4.5088225,0,0,0,0,0,0,33.908691,82.712187,210.78147,54.48625,2.4773745,0,0,0,0,0,0,0,0,41.095009,38.872007,9.7558345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4067,261.8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4319292,12.081951,3.2345439,0,0,0,0,0,0,0,15.628778,65.722342,261.8916,49.319877,4.5086195,0,0,0,0,0,0,33.907164,82.708463,210.77198,54.483796,2.477263,0,0,0,0,0,0,0,0,41.093158,38.870257,9.7553953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4068,261.87981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4315496,12.081407,3.2343983,0,0,0,0,0,0,0,15.628074,65.719382,261.87981,49.317656,4.5084165,0,0,0,0,0,0,33.905638,82.704739,210.76249,54.481343,2.4771514,0,0,0,0,0,0,0,0,41.091308,38.868507,9.754956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4069,261.86801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4311699,12.080863,3.2342526,0,0,0,0,0,0,0,15.627371,65.716423,261.86801,49.315435,4.5082134,0,0,0,0,0,0,33.904111,82.701015,210.75299,54.47889,2.4770399,0,0,0,0,0,0,0,0,41.089458,38.866756,9.7545167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4070,261.85622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4307902,12.080319,3.234107,0,0,0,0,0,0,0,15.626667,65.713464,261.85622,49.313214,4.5080104,0,0,0,0,0,0,33.902584,82.697291,210.7435,54.476437,2.4769283,0,0,0,0,0,0,0,0,41.087607,38.865006,9.7540775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4071,261.84443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4304106,12.079775,3.2339614,0,0,0,0,0,0,0,15.625963,65.710504,261.84443,49.310994,4.5078074,0,0,0,0,0,0,33.901057,82.693567,210.73401,54.473983,2.4768168,0,0,0,0,0,0,0,0,41.085757,38.863256,9.7536382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4072,261.83264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4300309,12.079231,3.2338157,0,0,0,0,0,0,0,15.62526,65.707545,261.83264,49.308773,4.5076044,0,0,0,0,0,0,33.899531,82.689843,210.72452,54.47153,2.4767052,0,0,0,0,0,0,0,0,41.083907,38.861506,9.753199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4073,261.82084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4296512,12.078687,3.2336701,0,0,0,0,0,0,0,15.624556,65.704586,261.82084,49.306552,4.5074014,0,0,0,0,0,0,33.898004,82.686119,210.71503,54.469077,2.4765937,0,0,0,0,0,0,0,0,41.082056,38.859756,9.7527597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4074,261.80905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4292716,12.078143,3.2335244,0,0,0,0,0,0,0,15.623852,65.701627,261.80905,49.304331,4.5071984,0,0,0,0,0,0,33.896477,82.682394,210.70554,54.466624,2.4764821,0,0,0,0,0,0,0,0,41.080206,38.858005,9.7523205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4075,261.79726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4288919,12.077599,3.2333788,0,0,0,0,0,0,0,15.623148,65.698667,261.79726,49.302111,4.5069954,0,0,0,0,0,0,33.89495,82.67867,210.69605,54.46417,2.4763706,0,0,0,0,0,0,0,0,41.078356,38.856255,9.7518812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4076,261.78547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4285122,12.077055,3.2332331,0,0,0,0,0,0,0,15.622445,65.695708,261.78547,49.29989,4.5067924,0,0,0,0,0,0,33.893424,82.674946,210.68656,54.461717,2.4762591,0,0,0,0,0,0,0,0,41.076505,38.854505,9.7514419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4077,261.77368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4281326,12.076511,3.2330875,0,0,0,0,0,0,0,15.621741,65.692749,261.77368,49.297669,4.5065894,0,0,0,0,0,0,33.891897,82.671222,210.67707,54.459264,2.4761475,0,0,0,0,0,0,0,0,41.074655,38.852755,9.7510027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4078,261.76188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4277529,12.075967,3.2329419,0,0,0,0,0,0,0,15.621037,65.689789,261.76188,49.295449,4.5063864,0,0,0,0,0,0,33.89037,82.667498,210.66758,54.456811,2.476036,0,0,0,0,0,0,0,0,41.072805,38.851004,9.7505634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4079,261.75009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4273732,12.075423,3.2327962,0,0,0,0,0,0,0,15.620334,65.68683,261.75009,49.293228,4.5061833,0,0,0,0,0,0,33.888843,82.663774,210.65809,54.454357,2.4759244,0,0,0,0,0,0,0,0,41.070955,38.849254,9.7501242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4080,261.7383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4269936,12.074879,3.2326506,0,0,0,0,0,0,0,15.61963,65.683871,261.7383,49.291007,4.5059803,0,0,0,0,0,0,33.887317,82.66005,210.6486,54.451904,2.4758129,0,0,0,0,0,0,0,0,41.069104,38.847504,9.7496849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4081,261.72651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4266139,12.074335,3.2325049,0,0,0,0,0,0,0,15.618926,65.680912,261.72651,49.288786,4.5057773,0,0,0,0,0,0,33.88579,82.656326,210.63911,54.449451,2.4757013,0,0,0,0,0,0,0,0,41.067254,38.845754,9.7492457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4082,261.71471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4262343,12.073791,3.2323593,0,0,0,0,0,0,0,15.618222,65.677952,261.71471,49.286566,4.5055743,0,0,0,0,0,0,33.884263,82.652601,210.62962,54.446998,2.4755898,0,0,0,0,0,0,0,0,41.065404,38.844004,9.7488064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4083,261.70292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4258546,12.073247,3.2322136,0,0,0,0,0,0,0,15.617519,65.674993,261.70292,49.284345,4.5053713,0,0,0,0,0,0,33.882736,82.648877,210.62013,54.444544,2.4754783,0,0,0,0,0,0,0,0,41.063553,38.842253,9.7483671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4084,261.69113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4254749,12.072703,3.232068,0,0,0,0,0,0,0,15.616815,65.672034,261.69113,49.282124,4.5051683,0,0,0,0,0,0,33.88121,82.645153,210.61064,54.442091,2.4753667,0,0,0,0,0,0,0,0,41.061703,38.840503,9.7479279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
