Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa)
1452,137.5029,0,1.3954034,4.3966914,5.1038559,10.183967,7.8246957,0,0,1.8966276,7.477133,29.706254,47.945605,8.6803221,0,0,0.52595559,6.1085732,14.062939,19.121878,6.4523313,0,0,0,0,0.076473524,2.867863,1.102777,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1453,137.49754,0,1.3953491,4.3965202,5.1036572,10.183571,7.8243911,0,0,1.8965538,7.476842,29.705098,47.943738,8.6799842,0,0,0.52593512,6.1083354,14.062391,19.121134,6.4520801,0,0,0,0,0.076470547,2.8677514,1.102734,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,137.49219,0,1.3952948,4.3963491,5.1034585,10.183174,7.8240865,0,0,1.89648,7.4765509,29.703941,47.941872,8.6796463,0,0,0.52591465,6.1080977,14.061844,19.12039,6.4518289,0,0,0,0,0.07646757,2.8676398,1.1026911,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,137.48684,0,1.3952405,4.3961779,5.1032598,10.182778,7.8237819,0,0,1.8964061,7.4762598,29.702785,47.940005,8.6793084,0,0,0.52589417,6.1078599,14.061296,19.119645,6.4515777,0,0,0,0,0.076464594,2.8675281,1.1026482,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,137.48148,0,1.3951861,4.3960068,5.1030611,10.182381,7.8234773,0,0,1.8963323,7.4759688,29.701629,47.938139,8.6789705,0,0,0.5258737,6.1076221,14.060749,19.118901,6.4513266,0,0,0,0,0.076461617,2.8674165,1.1026053,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,137.47613,0,1.3951318,4.3958356,5.1028625,10.181985,7.8231727,0,0,1.8962585,7.4756777,29.700472,47.936273,8.6786326,0,0,0.52585322,6.1073843,14.060202,19.118156,6.4510754,0,0,0,0,0.07645864,2.8673048,1.1025623,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,137.47078,0,1.3950775,4.3956645,5.1026638,10.181588,7.8228681,0,0,1.8961846,7.4753866,29.699316,47.934406,8.6782947,0,0,0.52583275,6.1071465,14.059654,19.117412,6.4508242,0,0,0,0,0.076455663,2.8671932,1.1025194,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,137.46543,0,1.3950232,4.3954933,5.1024651,10.181192,7.8225636,0,0,1.8961108,7.4750956,29.698159,47.93254,8.6779568,0,0,0.52581228,6.1069087,14.059107,19.116668,6.4505731,0,0,0,0,0.076452686,2.8670816,1.1024765,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,137.46007,0,1.3949689,4.3953222,5.1022664,10.180795,7.822259,0,0,1.896037,7.4748045,29.697003,47.930673,8.6776189,0,0,0.5257918,6.1066709,14.058559,19.115923,6.4503219,0,0,0,0,0.076449709,2.8669699,1.1024335,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,137.45472,0,1.3949145,4.395151,5.1020677,10.180399,7.8219544,0,0,1.8959632,7.4745135,29.695847,47.928807,8.677281,0,0,0.52577133,6.1064331,14.058012,19.115179,6.4500707,0,0,0,0,0.076446732,2.8668583,1.1023906,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,137.44937,0,1.3948602,4.3949799,5.1018691,10.180003,7.8216498,0,0,1.8958893,7.4742224,29.69469,47.926941,8.6769431,0,0,0.52575085,6.1061953,14.057464,19.114435,6.4498195,0,0,0,0,0.076443755,2.8667467,1.1023477,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,137.44402,0,1.3948059,4.3948087,5.1016704,10.179606,7.8213452,0,0,1.8958155,7.4739313,29.693534,47.925074,8.6766052,0,0,0.52573038,6.1059575,14.056917,19.11369,6.4495684,0,0,0,0,0.076440778,2.866635,1.1023048,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1464,137.43866,0,1.3947516,4.3946376,5.1014717,10.17921,7.8210406,0,0,1.8957417,7.4736403,29.692378,47.923208,8.6762673,0,0,0.52570991,6.1057198,14.05637,19.112946,6.4493172,0,0,0,0,0.076437801,2.8665234,1.1022618,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,137.43331,0,1.3946973,4.3944664,5.101273,10.178813,7.820736,0,0,1.8956678,7.4733492,29.691221,47.921341,8.6759294,0,0,0.52568943,6.105482,14.055822,19.112202,6.449066,0,0,0,0,0.076434824,2.8664117,1.1022189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1466,137.42796,0,1.3946429,4.3942953,5.1010743,10.178417,7.8204314,0,0,1.895594,7.4730581,29.690065,47.919475,8.6755915,0,0,0.52566896,6.1052442,14.055275,19.111457,6.4488149,0,0,0,0,0.076431848,2.8663001,1.102176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1467,137.42261,0,1.3945886,4.3941241,5.1008757,10.17802,7.8201268,0,0,1.8955202,7.4727671,29.688908,47.917609,8.6752536,0,0,0.52564848,6.1050064,14.054727,19.110713,6.4485637,0,0,0,0,0.076428871,2.8661885,1.102133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,137.41725,0,1.3945343,4.393953,5.100677,10.177624,7.8198222,0,0,1.8954463,7.472476,29.687752,47.915742,8.6749157,0,0,0.52562801,6.1047686,14.05418,19.109968,6.4483125,0,0,0,0,0.076425894,2.8660768,1.1020901,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,137.4119,0,1.39448,4.3937818,5.1004783,10.177228,7.8195176,0,0,1.8953725,7.4721849,29.686596,47.913876,8.6745778,0,0,0.52560754,6.1045308,14.053632,19.109224,6.4480613,0,0,0,0,0.076422917,2.8659652,1.1020472,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,137.40655,0,1.3944257,4.3936107,5.1002796,10.176831,7.819213,0,0,1.8952987,7.4718939,29.685439,47.912009,8.6742399,0,0,0.52558706,6.104293,14.053085,19.10848,6.4478102,0,0,0,0,0.07641994,2.8658535,1.1020043,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,137.4012,0,1.3943713,4.3934395,5.1000809,10.176435,7.8189084,0,0,1.8952249,7.4716028,29.684283,47.910143,8.673902,0,0,0.52556659,6.1040552,14.052537,19.107735,6.447559,0,0,0,0,0.076416963,2.8657419,1.1019613,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1472,137.39584,0,1.394317,4.3932684,5.0998823,10.176038,7.8186038,0,0,1.895151,7.4713117,29.683127,47.908277,8.6735641,0,0,0.52554611,6.1038174,14.05199,19.106991,6.4473078,0,0,0,0,0.076413986,2.8656303,1.1019184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1473,137.39049,0,1.3942627,4.3930972,5.0996836,10.175642,7.8182992,0,0,1.8950772,7.4710207,29.68197,47.90641,8.6732262,0,0,0.52552564,6.1035796,14.051443,19.106247,6.4470567,0,0,0,0,0.076411009,2.8655186,1.1018755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1474,137.38514,0,1.3942084,4.392926,5.0994849,10.175245,7.8179946,0,0,1.8950034,7.4707296,29.680814,47.904544,8.6728883,0,0,0.52550517,6.1033419,14.050895,19.105502,6.4468055,0,0,0,0,0.076408032,2.865407,1.1018326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,137.37978,0,1.3941541,4.3927549,5.0992862,10.174849,7.81769,0,0,1.8949295,7.4704385,29.679657,47.902678,8.6725504,0,0,0.52548469,6.1031041,14.050348,19.104758,6.4465543,0,0,0,0,0.076405055,2.8652954,1.1017896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,137.37443,0,1.3940997,4.3925837,5.0990875,10.174453,7.8173855,0,0,1.8948557,7.4701475,29.678501,47.900811,8.6722125,0,0,0.52546422,6.1028663,14.0498,19.104014,6.4463031,0,0,0,0,0.076402079,2.8651837,1.1017467,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,137.36908,0,1.3940454,4.3924126,5.0988889,10.174056,7.8170809,0,0,1.8947819,7.4698564,29.677345,47.898945,8.6718746,0,0,0.52544374,6.1026285,14.049253,19.103269,6.446052,0,0,0,0,0.076399102,2.8650721,1.1017038,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1478,137.36373,0,1.3939911,4.3922414,5.0986902,10.17366,7.8167763,0,0,1.894708,7.4695654,29.676188,47.897078,8.6715367,0,0,0.52542327,6.1023907,14.048705,19.102525,6.4458008,0,0,0,0,0.076396125,2.8649604,1.1016608,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,137.35837,0,1.3939368,4.3920703,5.0984915,10.173263,7.8164717,0,0,1.8946342,7.4692743,29.675032,47.895212,8.6711988,0,0,0.52540279,6.1021529,14.048158,19.10178,6.4455496,0,0,0,0,0.076393148,2.8648488,1.1016179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1480,137.35302,0,1.3938825,4.3918991,5.0982928,10.172867,7.8161671,0,0,1.8945604,7.4689832,29.673875,47.893346,8.6708609,0,0,0.52538232,6.1019151,14.047611,19.101036,6.4452984,0,0,0,0,0.076390171,2.8647372,1.101575,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1481,137.34767,0,1.3938282,4.391728,5.0980942,10.17247,7.8158625,0,0,1.8944865,7.4686922,29.672719,47.891479,8.670523,0,0,0.52536185,6.1016773,14.047063,19.100292,6.4450473,0,0,0,0,0.076387194,2.8646255,1.1015321,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1482,137.34232,0,1.3937738,4.3915568,5.0978955,10.172074,7.8155579,0,0,1.8944127,7.4684011,29.671563,47.889613,8.6701851,0,0,0.52534137,6.1014395,14.046516,19.099547,6.4447961,0,0,0,0,0.076384217,2.8645139,1.1014891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1483,137.33696,0,1.3937195,4.3913857,5.0976968,10.171677,7.8152533,0,0,1.8943389,7.46811,29.670406,47.887746,8.6698472,0,0,0.5253209,6.1012017,14.045968,19.098803,6.4445449,0,0,0,0,0.07638124,2.8644023,1.1014462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,137.33161,0,1.3936652,4.3912145,5.0974981,10.171281,7.8149487,0,0,1.8942651,7.467819,29.66925,47.88588,8.6695093,0,0,0.52530042,6.1009639,14.045421,19.098059,6.4442938,0,0,0,0,0.076378263,2.8642906,1.1014033,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1485,137.32509,0,1.393599,4.391006,5.0972561,10.170798,7.8145777,0,0,1.8941751,7.4674644,29.667841,47.883606,8.6690977,0,0,0.52527548,6.1006743,14.044754,19.097152,6.4439878,0,0,0,0,0.076374637,2.8641546,1.101351,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1486,137.31857,0,1.3935329,4.3907976,5.0970141,10.170315,7.8142066,0,0,1.8940852,7.4671099,29.666433,47.881333,8.6686861,0,0,0.52525054,6.1003846,14.044087,19.096245,6.4436818,0,0,0,0,0.076371011,2.8640186,1.1012987,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1487,137.31205,0,1.3934667,4.3905891,5.0967721,10.169832,7.8138356,0,0,1.8939952,7.4667553,29.665024,47.879059,8.6682745,0,0,0.5252256,6.100095,14.04342,19.095338,6.4433759,0,0,0,0,0.076367384,2.8638826,1.1012464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1488,137.30553,0,1.3934005,4.3903806,5.09653,10.169349,7.8134646,0,0,1.8939053,7.4664008,29.663615,47.876786,8.6678629,0,0,0.52520066,6.0998053,14.042753,19.094432,6.4430699,0,0,0,0,0.076363758,2.8637467,1.1011941,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1489,137.29901,0,1.3933344,4.3901721,5.096288,10.168867,7.8130935,0,0,1.8938154,7.4660462,29.662207,47.874512,8.6674513,0,0,0.52517572,6.0995157,14.042087,19.093525,6.442764,0,0,0,0,0.076360132,2.8636107,1.1011418,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1490,137.29249,0,1.3932682,4.3899636,5.096046,10.168384,7.8127225,0,0,1.8937254,7.4656916,29.660798,47.872239,8.6670397,0,0,0.52515078,6.099226,14.04142,19.092618,6.442458,0,0,0,0,0.076356506,2.8634747,1.1010895,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1491,137.28597,0,1.393202,4.3897551,5.095804,10.167901,7.8123515,0,0,1.8936355,7.4653371,29.65939,47.869965,8.666628,0,0,0.52512585,6.0989363,14.040753,19.091712,6.442152,0,0,0,0,0.076352879,2.8633387,1.1010372,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1492,137.27945,0,1.3931359,4.3895467,5.095562,10.167418,7.8119804,0,0,1.8935456,7.4649825,29.657981,47.867692,8.6662164,0,0,0.52510091,6.0986467,14.040086,19.090805,6.4418461,0,0,0,0,0.076349253,2.8632027,1.1009849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493,137.27293,0,1.3930697,4.3893382,5.09532,10.166935,7.8116094,0,0,1.8934556,7.464628,29.656572,47.865418,8.6658048,0,0,0.52507597,6.098357,14.039419,19.089898,6.4415401,0,0,0,0,0.076345627,2.8630667,1.1009326,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1494,137.26641,0,1.3930035,4.3891297,5.0950779,10.166452,7.8112384,0,0,1.8933657,7.4642734,29.655164,47.863145,8.6653932,0,0,0.52505103,6.0980674,14.038752,19.088991,6.4412342,0,0,0,0,0.076342001,2.8629307,1.1008804,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1495,137.25989,0,1.3929373,4.3889212,5.0948359,10.165969,7.8108673,0,0,1.8932758,7.4639189,29.653755,47.860871,8.6649816,0,0,0.52502609,6.0977777,14.038086,19.088085,6.4409282,0,0,0,0,0.076338374,2.8627947,1.1008281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1496,137.25337,0,1.3928712,4.3887127,5.0945939,10.165486,7.8104963,0,0,1.8931858,7.4635643,29.652346,47.858598,8.66457,0,0,0.52500115,6.097488,14.037419,19.087178,6.4406223,0,0,0,0,0.076334748,2.8626587,1.1007758,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,137.24685,0,1.392805,4.3885042,5.0943519,10.165003,7.8101253,0,0,1.8930959,7.4632098,29.650938,47.856324,8.6641584,0,0,0.52497621,6.0971984,14.036752,19.086271,6.4403163,0,0,0,0,0.076331122,2.8625228,1.1007235,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1498,137.24033,0,1.3927388,4.3882958,5.0941099,10.16452,7.8097542,0,0,1.893006,7.4628552,29.649529,47.854051,8.6637468,0,0,0.52495127,6.0969087,14.036085,19.085364,6.4400103,0,0,0,0,0.076327496,2.8623868,1.1006712,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1499,137.23381,0,1.3926727,4.3880873,5.0938679,10.164037,7.8093832,0,0,1.892916,7.4625007,29.648121,47.851777,8.6633352,0,0,0.52492633,6.0966191,14.035418,19.084458,6.4397044,0,0,0,0,0.07632387,2.8622508,1.1006189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1500,137.22729,0,1.3926065,4.3878788,5.0936258,10.163555,7.8090121,0,0,1.8928261,7.4621461,29.646712,47.849504,8.6629236,0,0,0.52490139,6.0963294,14.034751,19.083551,6.4393984,0,0,0,0,0.076320243,2.8621148,1.1005666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1501,137.22077,0,1.3925403,4.3876703,5.0933838,10.163072,7.8086411,0,0,1.8927362,7.4617916,29.645303,47.84723,8.662512,0,0,0.52487645,6.0960398,14.034085,19.082644,6.4390925,0,0,0,0,0.076316617,2.8619788,1.1005143,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1502,137.21425,0,1.3924742,4.3874618,5.0931418,10.162589,7.8082701,0,0,1.8926462,7.461437,29.643895,47.844957,8.6621004,0,0,0.52485151,6.0957501,14.033418,19.081738,6.4387865,0,0,0,0,0.076312991,2.8618428,1.100462,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1503,137.20773,0,1.392408,4.3872533,5.0928998,10.162106,7.807899,0,0,1.8925563,7.4610825,29.642486,47.842683,8.6616888,0,0,0.52482657,6.0954604,14.032751,19.080831,6.4384805,0,0,0,0,0.076309365,2.8617068,1.1004097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,137.20121,0,1.3923418,4.3870449,5.0926578,10.161623,7.807528,0,0,1.8924664,7.4607279,29.641077,47.84041,8.6612772,0,0,0.52480163,6.0951708,14.032084,19.079924,6.4381746,0,0,0,0,0.076305738,2.8615708,1.1003574,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,137.19469,0,1.3922757,4.3868364,5.0924158,10.16114,7.807157,0,0,1.8923764,7.4603733,29.639669,47.838136,8.6608656,0,0,0.52477669,6.0948811,14.031417,19.079017,6.4378686,0,0,0,0,0.076302112,2.8614348,1.1003051,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,137.18817,0,1.3922095,4.3866279,5.0921738,10.160657,7.8067859,0,0,1.8922865,7.4600188,29.63826,47.835863,8.660454,0,0,0.52475175,6.0945915,14.03075,19.078111,6.4375627,0,0,0,0,0.076298486,2.8612988,1.1002528,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,137.18165,0,1.3921433,4.3864194,5.0919317,10.160174,7.8064149,0,0,1.8921965,7.4596642,29.636852,47.833589,8.6600423,0,0,0.52472681,6.0943018,14.030084,19.077204,6.4372567,0,0,0,0,0.07629486,2.8611629,1.1002006,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1508,137.17513,0,1.3920772,4.3862109,5.0916897,10.159691,7.8060439,0,0,1.8921066,7.4593097,29.635443,47.831316,8.6596307,0,0,0.52470187,6.0940121,14.029417,19.076297,6.4369507,0,0,0,0,0.076291233,2.8610269,1.1001483,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1509,137.16861,0,1.392011,4.3860024,5.0914477,10.159208,7.8056728,0,0,1.8920167,7.4589551,29.634034,47.829042,8.6592191,0,0,0.52467693,6.0937225,14.02875,19.07539,6.4366448,0,0,0,0,0.076287607,2.8608909,1.100096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1510,137.16209,0,1.3919448,4.385794,5.0912057,10.158725,7.8053018,0,0,1.8919267,7.4586006,29.632626,47.826769,8.6588075,0,0,0.52465199,6.0934328,14.028083,19.074484,6.4363388,0,0,0,0,0.076283981,2.8607549,1.1000437,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,137.15557,0,1.3918787,4.3855855,5.0909637,10.158243,7.8049308,0,0,1.8918368,7.458246,29.631217,47.824495,8.6583959,0,0,0.52462705,6.0931432,14.027416,19.073577,6.4360329,0,0,0,0,0.076280355,2.8606189,1.0999914,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1512,137.14905,0,1.3918125,4.385377,5.0907217,10.15776,7.8045597,0,0,1.8917469,7.4578915,29.629808,47.822222,8.6579843,0,0,0.52460211,6.0928535,14.026749,19.07267,6.4357269,0,0,0,0,0.076276728,2.8604829,1.0999391,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,137.14253,0,1.3917463,4.3851685,5.0904796,10.157277,7.8041887,0,0,1.8916569,7.4575369,29.6284,47.819948,8.6575727,0,0,0.52457717,6.0925639,14.026082,19.071764,6.435421,0,0,0,0,0.076273102,2.8603469,1.0998868,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1514,137.13601,0,1.3916802,4.38496,5.0902376,10.156794,7.8038177,0,0,1.891567,7.4571824,29.626991,47.817675,8.6571611,0,0,0.52455223,6.0922742,14.025416,19.070857,6.435115,0,0,0,0,0.076269476,2.8602109,1.0998345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1515,137.12949,0,1.391614,4.3847515,5.0899956,10.156311,7.8034466,0,0,1.8914771,7.4568278,29.625583,47.815401,8.6567495,0,0,0.52452729,6.0919845,14.024749,19.06995,6.434809,0,0,0,0,0.07626585,2.8600749,1.0997822,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1516,137.12297,0,1.3915478,4.3845431,5.0897536,10.155828,7.8030756,0,0,1.8913871,7.4564733,29.624174,47.813128,8.6563379,0,0,0.52450235,6.0916949,14.024082,19.069043,6.4345031,0,0,0,0,0.076262223,2.859939,1.0997299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1517,137.11645,0,1.3914817,4.3843346,5.0895116,10.155345,7.8027046,0,0,1.8912972,7.4561187,29.622765,47.810854,8.6559263,0,0,0.52447741,6.0914052,14.023415,19.068137,6.4341971,0,0,0,0,0.076258597,2.859803,1.0996776,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1518,137.10993,0,1.3914155,4.3841261,5.0892696,10.154862,7.8023335,0,0,1.8912073,7.4557642,29.621357,47.808581,8.6555147,0,0,0.52445247,6.0911156,14.022748,19.06723,6.4338912,0,0,0,0,0.076254971,2.859667,1.0996253,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1519,137.10341,0,1.3913493,4.3839176,5.0890275,10.154379,7.8019625,0,0,1.8911173,7.4554096,29.619948,47.806307,8.6551031,0,0,0.52442753,6.0908259,14.022081,19.066323,6.4335852,0,0,0,0,0.076251345,2.859531,1.0995731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1520,137.09689,0,1.3912832,4.3837091,5.0887855,10.153896,7.8015915,0,0,1.8910274,7.455055,29.61854,47.804034,8.6546915,0,0,0.52440259,6.0905362,14.021415,19.065416,6.4332792,0,0,0,0,0.076247718,2.859395,1.0995208,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1521,137.09037,0,1.391217,4.3835006,5.0885435,10.153414,7.8012204,0,0,1.8909375,7.4547005,29.617131,47.80176,8.6542799,0,0,0.52437765,6.0902466,14.020748,19.06451,6.4329733,0,0,0,0,0.076244092,2.859259,1.0994685,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1522,137.08385,0,1.3911508,4.3832921,5.0883015,10.152931,7.8008494,0,0,1.8908475,7.4543459,29.615722,47.799487,8.6538682,0,0,0.52435271,6.0899569,14.020081,19.063603,6.4326673,0,0,0,0,0.076240466,2.859123,1.0994162,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1523,137.07733,0,1.3910847,4.3830837,5.0880595,10.152448,7.8004784,0,0,1.8907576,7.4539914,29.614314,47.797213,8.6534566,0,0,0.52432777,6.0896673,14.019414,19.062696,6.4323614,0,0,0,0,0.07623684,2.858987,1.0993639,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1524,137.0708,0,1.3910185,4.3828752,5.0878175,10.151965,7.8001073,0,0,1.8906677,7.4536368,29.612905,47.79494,8.653045,0,0,0.52430283,6.0893776,14.018747,19.06179,6.4320554,0,0,0,0,0.076233213,2.858851,1.0993116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1525,137.06428,0,1.3909523,4.3826667,5.0875754,10.151482,7.7997363,0,0,1.8905777,7.4532823,29.611496,47.792666,8.6526334,0,0,0.52427789,6.089088,14.01808,19.060883,6.4317494,0,0,0,0,0.076229587,2.8587151,1.0992593,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1526,137.05776,0,1.3908862,4.3824582,5.0873334,10.150999,7.7993653,0,0,1.8904878,7.4529277,29.610088,47.790393,8.6522218,0,0,0.52425295,6.0887983,14.017414,19.059976,6.4314435,0,0,0,0,0.076225961,2.8585791,1.099207,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,137.05124,0,1.39082,4.3822497,5.0870914,10.150516,7.7989942,0,0,1.8903979,7.4525732,29.608679,47.788119,8.6518102,0,0,0.52422801,6.0885086,14.016747,19.059069,6.4311375,0,0,0,0,0.076222335,2.8584431,1.0991547,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1528,137.04472,0,1.3907538,4.3820412,5.0868494,10.150033,7.7986232,0,0,1.8903079,7.4522186,29.607271,47.785846,8.6513986,0,0,0.52420307,6.088219,14.01608,19.058163,6.4308316,0,0,0,0,0.076218708,2.8583071,1.0991024,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1529,137.0382,0,1.3906876,4.3818328,5.0866074,10.14955,7.7982522,0,0,1.890218,7.4518641,29.605862,47.783572,8.650987,0,0,0.52417813,6.0879293,14.015413,19.057256,6.4305256,0,0,0,0,0.076215082,2.8581711,1.0990501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1530,137.03168,0,1.3906215,4.3816243,5.0863654,10.149067,7.7978811,0,0,1.890128,7.4515095,29.604453,47.781299,8.6505754,0,0,0.52415319,6.0876397,14.014746,19.056349,6.4302197,0,0,0,0,0.076211456,2.8580351,1.0989978,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531,137.02516,0,1.3905553,4.3814158,5.0861233,10.148584,7.7975101,0,0,1.8900381,7.451155,29.603045,47.779025,8.6501638,0,0,0.52412825,6.08735,14.014079,19.055442,6.4299137,0,0,0,0,0.07620783,2.8578991,1.0989456,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1532,137.01864,0,1.3904891,4.3812073,5.0858813,10.148102,7.7971391,0,0,1.8899482,7.4508004,29.601636,47.776752,8.6497522,0,0,0.52410331,6.0870603,14.013412,19.054536,6.4296077,0,0,0,0,0.076204203,2.8577631,1.0988933,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1533,137.01212,0,1.390423,4.3809988,5.0856393,10.147619,7.796768,0,0,1.8898582,7.4504459,29.600227,47.774478,8.6493406,0,0,0.52407837,6.0867707,14.012746,19.053629,6.4293018,0,0,0,0,0.076200577,2.8576271,1.098841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1534,137.0056,0,1.3903568,4.3807903,5.0853973,10.147136,7.796397,0,0,1.8897683,7.4500913,29.598819,47.772205,8.648929,0,0,0.52405343,6.086481,14.012079,19.052722,6.4289958,0,0,0,0,0.076196951,2.8574911,1.0987887,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1535,136.99908,0,1.3902906,4.3805819,5.0851553,10.146653,7.796026,0,0,1.8896784,7.4497367,29.59741,47.769931,8.6485174,0,0,0.52402849,6.0861914,14.011412,19.051816,6.4286899,0,0,0,0,0.076193325,2.8573552,1.0987364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1536,136.99256,0,1.3902245,4.3803734,5.0849133,10.14617,7.7956549,0,0,1.8895884,7.4493822,29.596002,47.767658,8.6481058,0,0,0.52400355,6.0859017,14.010745,19.050909,6.4283839,0,0,0,0,0.076189698,2.8572192,1.0986841,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,136.98604,0,1.3901583,4.3801649,5.0846712,10.145687,7.7952839,0,0,1.8894985,7.4490276,29.594593,47.765384,8.6476941,0,0,0.52397861,6.0856121,14.010078,19.050002,6.4280779,0,0,0,0,0.076186072,2.8570832,1.0986318,0,0,0,0,0,0,0,0,0,0,0,0,0,0
