Time (ms),Stress at 0.00 mm (kPa),Stress at 0.22 mm (kPa),Stress at 0.42 mm (kPa),Stress at 0.62 mm (kPa),Stress at 0.81 mm (kPa),Stress at 1.02 mm (kPa),Stress at 1.23 mm (kPa),Stress at 1.42 mm (kPa),Stress at 1.62 mm (kPa),Stress at 1.82 mm (kPa),Stress at 2.02 mm (kPa),Stress at 2.23 mm (kPa),Stress at 2.42 mm (kPa),Stress at 2.62 mm (kPa),Stress at 2.83 mm (kPa),Stress at 3.02 mm (kPa),Stress at 3.22 mm (kPa),Stress at 3.42 mm (kPa),Stress at 3.63 mm (kPa)
119,-3.2692861,-2.7812601,-2.3174182,-2.1125812,-1.7107413,-1.3598326,-1.0216813,-0.83586034,-0.58587944,-0.46878306,-0.28391672,-0.22966672,-0.12155422,-0.092948982,-0.01661591,0,0,0,0
120,-3.2789062,-2.7894441,-2.3242373,-2.1187976,-1.7157752,-1.363834,-1.0246877,-0.83831991,-0.58760343,-0.47016248,-0.28475216,-0.23034253,-0.1219119,-0.09322249,-0.016664803,0,0,0,0
121,-3.2885263,-2.7976282,-2.3310565,-2.125014,-1.7208092,-1.3678354,-1.027694,-0.84077948,-0.58932742,-0.47154191,-0.2855876,-0.23101834,-0.12226958,-0.093495998,-0.016713697,0,0,0,0
122,-3.2981464,-2.8058122,-2.3378756,-2.1312304,-1.7258432,-1.3718368,-1.0307004,-0.84323905,-0.5910514,-0.47292133,-0.28642305,-0.23169415,-0.12262726,-0.093769507,-0.01676259,0,0,0,0
123,-3.3077665,-2.8139963,-2.3446948,-2.1374468,-1.7308771,-1.3758382,-1.0337068,-0.84569863,-0.59277539,-0.47430075,-0.28725849,-0.23236995,-0.12298494,-0.094043015,-0.016811484,0,0,0,0
124,-3.3173866,-2.8221803,-2.3515139,-2.1436632,-1.7359111,-1.3798396,-1.0367131,-0.8481582,-0.59449938,-0.47568018,-0.28809393,-0.23304576,-0.12334262,-0.094316523,-0.016860377,0,0,0,0
125,-3.3270066,-2.8303643,-2.3583331,-2.1498796,-1.7409451,-1.383841,-1.0397195,-0.85061777,-0.59622337,-0.4770596,-0.28892938,-0.23372157,-0.1237003,-0.094590032,-0.01690927,0,0,0,0
126,-3.3249451,-2.8286106,-2.3568718,-2.1485475,-1.7398663,-1.3829835,-1.0390752,-0.8500907,-0.59585393,-0.476764,-0.28875035,-0.23357675,-0.12362365,-0.094531421,-0.016898793,0,0,0,0
127,-3.3228836,-2.8268568,-2.3554105,-2.1472153,-1.7387876,-1.382126,-1.038431,-0.84956364,-0.59548449,-0.4764684,-0.28857132,-0.23343193,-0.12354701,-0.09447281,-0.016888315,0,0,0,0
128,-3.3208221,-2.825103,-2.3539492,-2.1458832,-1.7377088,-1.3812686,-1.0377868,-0.84903657,-0.59511505,-0.4761728,-0.28839229,-0.23328711,-0.12347036,-0.094414199,-0.016877838,0,0,0,0
129,-3.3187606,-2.8233492,-2.3524879,-2.1445511,-1.7366301,-1.3804111,-1.0371425,-0.8485095,-0.59474562,-0.4758772,-0.28821326,-0.23314229,-0.12339371,-0.094355588,-0.01686736,0,0,0,0
130,-3.3166991,-2.8215954,-2.3510266,-2.143219,-1.7355514,-1.3795536,-1.0364983,-0.84798243,-0.59437618,-0.4755816,-0.28803423,-0.23299747,-0.12331706,-0.094296978,-0.016856883,0,0,0,0
131,-3.3146376,-2.8198417,-2.3495653,-2.1418868,-1.7344726,-1.3786962,-1.035854,-0.84745536,-0.59400674,-0.475286,-0.2878552,-0.23285265,-0.12324041,-0.094238367,-0.016846405,0,0,0,0
132,-3.312576,-2.8180879,-2.348104,-2.1405547,-1.7333939,-1.3778387,-1.0352098,-0.84692829,-0.5936373,-0.4749904,-0.28767617,-0.23270783,-0.12316376,-0.094179756,-0.016835928,0,0,0,0
133,-3.3105145,-2.8163341,-2.3466427,-2.1392226,-1.7323151,-1.3769812,-1.0345656,-0.84640122,-0.59326786,-0.4746948,-0.28749714,-0.23256301,-0.12308711,-0.094121145,-0.01682545,0,0,0,0
134,-3.308453,-2.8145803,-2.3451814,-2.1378904,-1.7312364,-1.3761238,-1.0339213,-0.84587416,-0.59289843,-0.4743992,-0.28731811,-0.23241818,-0.12301047,-0.094062534,-0.016814973,0,0,0,0
135,-3.3063915,-2.8128265,-2.3437201,-2.1365583,-1.7301576,-1.3752663,-1.0332771,-0.84534709,-0.59252899,-0.4741036,-0.28713908,-0.23227336,-0.12293382,-0.094003923,-0.016804495,0,0,0,0
136,-3.30433,-2.8110728,-2.3422589,-2.1352262,-1.7290789,-1.3744088,-1.0326328,-0.84482002,-0.59215955,-0.473808,-0.28696005,-0.23212854,-0.12285717,-0.093945313,-0.016794018,0,0,0,0
137,-3.3022685,-2.809319,-2.3407976,-2.133894,-1.7280002,-1.3735513,-1.0319886,-0.84429295,-0.59179011,-0.4735124,-0.28678102,-0.23198372,-0.12278052,-0.093886702,-0.01678354,0,0,0,0
138,-3.300207,-2.8075652,-2.3393363,-2.1325619,-1.7269214,-1.3726939,-1.0313443,-0.84376588,-0.59142067,-0.4732168,-0.28660199,-0.2318389,-0.12270387,-0.093828091,-0.016773063,0,0,0,0
139,-3.2981455,-2.8058114,-2.337875,-2.1312298,-1.7258427,-1.3718364,-1.0307001,-0.84323881,-0.59105124,-0.4729212,-0.28642297,-0.23169408,-0.12262722,-0.09376948,-0.016762585,0,0,0,0
140,-3.2960839,-2.8040576,-2.3364137,-2.1298977,-1.7247639,-1.3709789,-1.0300559,-0.84271175,-0.5906818,-0.4726256,-0.28624394,-0.23154926,-0.12255058,-0.093710869,-0.016752108,0,0,0,0
141,-3.2940224,-2.8023039,-2.3349524,-2.1285655,-1.7236852,-1.3701215,-1.0294116,-0.84218468,-0.59031236,-0.47233,-0.28606491,-0.23140444,-0.12247393,-0.093652258,-0.01674163,0,0,0,0
142,-3.2919609,-2.8005501,-2.3334911,-2.1272334,-1.7226064,-1.369264,-1.0287674,-0.84165761,-0.58994292,-0.47203439,-0.28588588,-0.23125962,-0.12239728,-0.093593648,-0.016731153,0,0,0,0
143,-3.2898994,-2.7987963,-2.3320298,-2.1259013,-1.7215277,-1.3684065,-1.0281231,-0.84113054,-0.58957348,-0.47173879,-0.28570685,-0.2311148,-0.12232063,-0.093535037,-0.016720675,0,0,0,0
144,-3.2878379,-2.7970425,-2.3305685,-2.1245691,-1.720449,-1.3675491,-1.0274789,-0.84060347,-0.58920405,-0.47144319,-0.28552782,-0.23096998,-0.12224398,-0.093476426,-0.016710198,0,0,0,0
145,-3.2857764,-2.7952888,-2.3291072,-2.123237,-1.7193702,-1.3666916,-1.0268347,-0.8400764,-0.58883461,-0.47114759,-0.28534879,-0.23082515,-0.12216733,-0.093417815,-0.01669972,0,0,0,0
146,-3.2837149,-2.793535,-2.3276459,-2.1219049,-1.7182915,-1.3658341,-1.0261904,-0.83954934,-0.58846517,-0.47085199,-0.28516976,-0.23068033,-0.12209068,-0.093359204,-0.016689243,0,0,0,0
147,-3.2816533,-2.7917812,-2.3261846,-2.1205727,-1.7172127,-1.3649766,-1.0255462,-0.83902227,-0.58809573,-0.47055639,-0.28499073,-0.23053551,-0.12201404,-0.093300593,-0.016678765,0,0,0,0
148,-3.2795918,-2.7900274,-2.3247233,-2.1192406,-1.716134,-1.3641192,-1.0249019,-0.8384952,-0.58772629,-0.47026079,-0.2848117,-0.23039069,-0.12193739,-0.093241983,-0.016668288,0,0,0,0
149,-3.2775303,-2.7882736,-2.323262,-2.1179085,-1.7150553,-1.3632617,-1.0242577,-0.83796813,-0.58735686,-0.46996519,-0.28463267,-0.23024587,-0.12186074,-0.093183372,-0.016657811,0,0,0,0
150,-3.2754688,-2.7865199,-2.3218007,-2.1165764,-1.7139765,-1.3624042,-1.0236134,-0.83744106,-0.58698742,-0.46966959,-0.28445364,-0.23010105,-0.12178409,-0.093124761,-0.016647333,0,0,0,0
151,-3.2734073,-2.7847661,-2.3203394,-2.1152442,-1.7128978,-1.3615468,-1.0229692,-0.83691399,-0.58661798,-0.46937399,-0.28427461,-0.22995623,-0.12170744,-0.09306615,-0.016636856,0,0,0,0
152,-3.2713458,-2.7830123,-2.3188781,-2.1139121,-1.711819,-1.3606893,-1.022325,-0.83638693,-0.58624854,-0.46907839,-0.28409558,-0.22981141,-0.12163079,-0.093007539,-0.016626378,0,0,0,0
153,-3.2692843,-2.7812585,-2.3174168,-2.11258,-1.7107403,-1.3598318,-1.0216807,-0.83585986,-0.5858791,-0.46878279,-0.28391655,-0.22966659,-0.12155415,-0.092948928,-0.016615901,0,0,0,0
154,-3.2672228,-2.7795047,-2.3159556,-2.1112478,-1.7096615,-1.3589744,-1.0210365,-0.83533279,-0.58550967,-0.46848719,-0.28373752,-0.22952177,-0.1214775,-0.092890318,-0.016605423,0,0,0,0
155,-3.2651612,-2.777751,-2.3144943,-2.1099157,-1.7085828,-1.3581169,-1.0203922,-0.83480572,-0.58514023,-0.46819159,-0.2835585,-0.22937695,-0.12140085,-0.092831707,-0.016594946,0,0,0,0
156,-3.2630997,-2.7759972,-2.313033,-2.1085836,-1.7075041,-1.3572594,-1.019748,-0.83427865,-0.58477079,-0.46789599,-0.28337947,-0.22923212,-0.1213242,-0.092773096,-0.016584468,0,0,0,0
157,-3.2610382,-2.7742434,-2.3115717,-2.1072514,-1.7064253,-1.356402,-1.0191038,-0.83375158,-0.58440135,-0.46760039,-0.28320044,-0.2290873,-0.12124755,-0.092714485,-0.016573991,0,0,0,0
158,-3.2589767,-2.7724896,-2.3101104,-2.1059193,-1.7053466,-1.3555445,-1.0184595,-0.83322451,-0.58403191,-0.46730479,-0.28302141,-0.22894248,-0.1211709,-0.092655874,-0.016563513,0,0,0,0
159,-3.2569152,-2.7707358,-2.3086491,-2.1045872,-1.7042678,-1.354687,-1.0178153,-0.83269745,-0.58366248,-0.46700919,-0.28284238,-0.22879766,-0.12109426,-0.092597263,-0.016553036,0,0,0,0
160,-3.2548537,-2.7689821,-2.3071878,-2.103255,-1.7031891,-1.3538295,-1.017171,-0.83217038,-0.58329304,-0.46671359,-0.28266335,-0.22865284,-0.12101761,-0.092538653,-0.016542558,0,0,0,0
161,-3.2527922,-2.7672283,-2.3057265,-2.1019229,-1.7021103,-1.3529721,-1.0165268,-0.83164331,-0.5829236,-0.46641799,-0.28248432,-0.22850802,-0.12094096,-0.092480042,-0.016532081,0,0,0,0
162,-3.2507306,-2.7654745,-2.3042652,-2.1005908,-1.7010316,-1.3521146,-1.0158825,-0.83111624,-0.58255416,-0.46612238,-0.28230529,-0.2283632,-0.12086431,-0.092421431,-0.016521603,0,0,0,0
163,-3.2486691,-2.7637207,-2.3028039,-2.0992587,-1.6999529,-1.3512571,-1.0152383,-0.83058917,-0.58218472,-0.46582678,-0.28212626,-0.22821838,-0.12078766,-0.09236282,-0.016511126,0,0,0,0
164,-3.2466076,-2.761967,-2.3013426,-2.0979265,-1.6988741,-1.3503997,-1.0145941,-0.8300621,-0.58181529,-0.46553118,-0.28194723,-0.22807356,-0.12071101,-0.092304209,-0.016500648,0,0,0,0
165,-3.2445461,-2.7602132,-2.2998813,-2.0965944,-1.6977954,-1.3495422,-1.0139498,-0.82953504,-0.58144585,-0.46523558,-0.2817682,-0.22792874,-0.12063436,-0.092245598,-0.016490171,0,0,0,0
166,-3.2424846,-2.7584594,-2.29842,-2.0952623,-1.6967166,-1.3486847,-1.0133056,-0.82900797,-0.58107641,-0.46493998,-0.28158917,-0.22778391,-0.12055772,-0.092186988,-0.016479693,0,0,0,0
167,-3.2404231,-2.7567056,-2.2969587,-2.0939301,-1.6956379,-1.3478273,-1.0126613,-0.8284809,-0.58070697,-0.46464438,-0.28141014,-0.22763909,-0.12048107,-0.092128377,-0.016469216,0,0,0,0
168,-3.2383616,-2.7549518,-2.2954974,-2.092598,-1.6945592,-1.3469698,-1.0120171,-0.82795383,-0.58033753,-0.46434878,-0.28123111,-0.22749427,-0.12040442,-0.092069766,-0.016458738,0,0,0,0
169,-3.2363,-2.7531981,-2.2940361,-2.0912659,-1.6934804,-1.3461123,-1.0113729,-0.82742676,-0.5799681,-0.46405318,-0.28105208,-0.22734945,-0.12032777,-0.092011155,-0.016448261,0,0,0,0
170,-3.2342385,-2.7514443,-2.2925748,-2.0899337,-1.6924017,-1.3452548,-1.0107286,-0.82689969,-0.57959866,-0.46375758,-0.28087306,-0.22720463,-0.12025112,-0.091952544,-0.016437783,0,0,0,0
171,-3.232177,-2.7496905,-2.2911136,-2.0886016,-1.6913229,-1.3443974,-1.0100844,-0.82637263,-0.57922922,-0.46346198,-0.28069403,-0.22705981,-0.12017447,-0.091893933,-0.016427306,0,0,0,0
172,-3.2301155,-2.7479367,-2.2896523,-2.0872695,-1.6902442,-1.3435399,-1.0094401,-0.82584556,-0.57885978,-0.46316638,-0.280515,-0.22691499,-0.12009783,-0.091835323,-0.016416828,0,0,0,0
173,-3.228054,-2.7461829,-2.288191,-2.0859374,-1.6891654,-1.3426824,-1.0087959,-0.82531849,-0.57849034,-0.46287078,-0.28033597,-0.22677017,-0.12002118,-0.091776712,-0.016406351,0,0,0,0
174,-3.2259925,-2.7444292,-2.2867297,-2.0846052,-1.6880867,-1.341825,-1.0081517,-0.82479142,-0.57812091,-0.46257518,-0.28015694,-0.22662535,-0.11994453,-0.091718101,-0.016395873,0,0,0,0
175,-3.223931,-2.7426754,-2.2852684,-2.0832731,-1.687008,-1.3409675,-1.0075074,-0.82426435,-0.57775147,-0.46227958,-0.27997791,-0.22648053,-0.11986788,-0.09165949,-0.016385396,0,0,0,0
176,-3.2218695,-2.7409216,-2.2838071,-2.081941,-1.6859292,-1.34011,-1.0068632,-0.82373728,-0.57738203,-0.46198398,-0.27979888,-0.22633571,-0.11979123,-0.091600879,-0.016374918,0,0,0,0
177,-3.2198079,-2.7391678,-2.2823458,-2.0806088,-1.6848505,-1.3392526,-1.0062189,-0.82321022,-0.57701259,-0.46168838,-0.27961985,-0.22619088,-0.11971458,-0.091542268,-0.016364441,0,0,0,0
178,-3.2177464,-2.737414,-2.2808845,-2.0792767,-1.6837717,-1.3383951,-1.0055747,-0.82268315,-0.57664315,-0.46139278,-0.27944082,-0.22604606,-0.11963794,-0.091483658,-0.016353963,0,0,0,0
179,-3.2156849,-2.7356603,-2.2794232,-2.0779446,-1.682693,-1.3375376,-1.0049304,-0.82215608,-0.57627372,-0.46109718,-0.27926179,-0.22590124,-0.11956129,-0.091425047,-0.016343486,0,0,0,0
180,-3.2136234,-2.7339065,-2.2779619,-2.0766124,-1.6816143,-1.3366802,-1.0042862,-0.82162901,-0.57590428,-0.46080158,-0.27908276,-0.22575642,-0.11948464,-0.091366436,-0.016333008,0,0,0,0
181,-3.2115619,-2.7321527,-2.2765006,-2.0752803,-1.6805355,-1.3358227,-1.003642,-0.82110194,-0.57553484,-0.46050597,-0.27890373,-0.2256116,-0.11940799,-0.091307825,-0.016322531,0,0,0,0
182,-3.2095004,-2.7303989,-2.2750393,-2.0739482,-1.6794568,-1.3349652,-1.0029977,-0.82057487,-0.5751654,-0.46021037,-0.2787247,-0.22546678,-0.11933134,-0.091249214,-0.016312053,0,0,0,0
183,-3.2074389,-2.7286451,-2.273578,-2.0726161,-1.678378,-1.3341077,-1.0023535,-0.8200478,-0.57479597,-0.45991477,-0.27854567,-0.22532196,-0.11925469,-0.091190603,-0.016301576,0,0,0,0
184,-3.2053773,-2.7268914,-2.2721167,-2.0712839,-1.6772993,-1.3332503,-1.0017092,-0.81952074,-0.57442653,-0.45961917,-0.27836664,-0.22517714,-0.11917804,-0.091131993,-0.016291098,0,0,0,0
185,-3.2033158,-2.7251376,-2.2706554,-2.0699518,-1.6762205,-1.3323928,-1.001065,-0.81899367,-0.57405709,-0.45932357,-0.27818762,-0.22503232,-0.1191014,-0.091073382,-0.016280621,0,0,0,0
186,-3.2012543,-2.7233838,-2.2691941,-2.0686197,-1.6751418,-1.3315353,-1.0004208,-0.8184666,-0.57368765,-0.45902797,-0.27800859,-0.2248875,-0.11902475,-0.091014771,-0.016270143,0,0,0,0
187,-3.1991928,-2.72163,-2.2677328,-2.0672875,-1.6740631,-1.3306779,-0.99977651,-0.81793953,-0.57331821,-0.45873237,-0.27782956,-0.22474268,-0.1189481,-0.09095616,-0.016259666,0,0,0,0
188,-3.1971313,-2.7198763,-2.2662715,-2.0659554,-1.6729843,-1.3298204,-0.99913227,-0.81741246,-0.57294878,-0.45843677,-0.27765053,-0.22459785,-0.11887145,-0.090897549,-0.016249188,0,0,0,0
189,-3.1950698,-2.7181225,-2.2648103,-2.0646233,-1.6719056,-1.3289629,-0.99848803,-0.81688539,-0.57257934,-0.45814117,-0.2774715,-0.22445303,-0.1187948,-0.090838938,-0.016238711,0,0,0,0
190,-3.1930083,-2.7163687,-2.263349,-2.0632911,-1.6708268,-1.3281055,-0.99784379,-0.81635833,-0.5722099,-0.45784557,-0.27729247,-0.22430821,-0.11871815,-0.090780328,-0.016228233,0,0,0,0
191,-3.1909467,-2.7146149,-2.2618877,-2.061959,-1.6697481,-1.327248,-0.99719954,-0.81583126,-0.57184046,-0.45754997,-0.27711344,-0.22416339,-0.11864151,-0.090721717,-0.016217756,0,0,0,0
192,-3.1888852,-2.7128611,-2.2604264,-2.0606269,-1.6686693,-1.3263905,-0.9965553,-0.81530419,-0.57147102,-0.45725437,-0.27693441,-0.22401857,-0.11856486,-0.090663106,-0.016207278,0,0,0,0
193,-3.1868237,-2.7111074,-2.2589651,-2.0592948,-1.6675906,-1.325533,-0.99591106,-0.81477712,-0.57110159,-0.45695877,-0.27675538,-0.22387375,-0.11848821,-0.090604495,-0.016196801,0,0,0,0
194,-3.1847622,-2.7093536,-2.2575038,-2.0579626,-1.6665119,-1.3246756,-0.99526682,-0.81425005,-0.57073215,-0.45666317,-0.27657635,-0.22372893,-0.11841156,-0.090545884,-0.016186323,0,0,0,0
195,-3.1827007,-2.7075998,-2.2560425,-2.0566305,-1.6654331,-1.3238181,-0.99462258,-0.81372298,-0.57036271,-0.45636757,-0.27639732,-0.22358411,-0.11833491,-0.090487273,-0.016175846,0,0,0,0
196,-3.1806392,-2.705846,-2.2545812,-2.0552984,-1.6643544,-1.3229606,-0.99397834,-0.81319592,-0.56999327,-0.45607197,-0.27621829,-0.22343929,-0.11825826,-0.090428663,-0.016165368,0,0,0,0
197,-3.1785777,-2.7040922,-2.2531199,-2.0539662,-1.6632756,-1.3221032,-0.9933341,-0.81266885,-0.56962383,-0.45577637,-0.27603926,-0.22329447,-0.11818161,-0.090370052,-0.016154891,0,0,0,0
198,-3.1765162,-2.7023385,-2.2516586,-2.0526341,-1.6621969,-1.3212457,-0.99268985,-0.81214178,-0.5692544,-0.45548077,-0.27586023,-0.22314965,-0.11810497,-0.090311441,-0.016144413,0,0,0,0
199,-3.1744546,-2.7005847,-2.2501973,-2.051302,-1.6611182,-1.3203882,-0.99204561,-0.81161471,-0.56888496,-0.45518517,-0.2756812,-0.22300482,-0.11802832,-0.09025283,-0.016133936,0,0,0,0
200,-3.1723931,-2.6988309,-2.248736,-2.0499698,-1.6600394,-1.3195308,-0.99140137,-0.81108764,-0.56851552,-0.45488957,-0.27550217,-0.22286,-0.11795167,-0.090194219,-0.016123458,0,0,0,0
201,-3.1703316,-2.6970771,-2.2472747,-2.0486377,-1.6589607,-1.3186733,-0.99075713,-0.81056057,-0.56814608,-0.45459396,-0.27532315,-0.22271518,-0.11787502,-0.090135608,-0.016112981,0,0,0,0
202,-3.1682701,-2.6953233,-2.2458134,-2.0473056,-1.6578819,-1.3178158,-0.99011289,-0.8100335,-0.56777664,-0.45429836,-0.27514412,-0.22257036,-0.11779837,-0.090076997,-0.016102503,0,0,0,0
203,-3.1662086,-2.6935696,-2.2443521,-2.0459735,-1.6568032,-1.3169584,-0.98946865,-0.80950644,-0.56740721,-0.45400276,-0.27496509,-0.22242554,-0.11772172,-0.090018387,-0.016092026,0,0,0,0
204,-3.1641471,-2.6918158,-2.2428908,-2.0446413,-1.6557244,-1.3161009,-0.98882441,-0.80897937,-0.56703777,-0.45370716,-0.27478606,-0.22228072,-0.11764508,-0.089959776,-0.016081548,0,0,0,0
205,-3.1620856,-2.690062,-2.2414295,-2.0433092,-1.6546457,-1.3152434,-0.98818016,-0.8084523,-0.56666833,-0.45341156,-0.27460703,-0.2221359,-0.11756843,-0.089901165,-0.016071071,0,0,0,0
206,-3.160024,-2.6883082,-2.2399683,-2.0419771,-1.653567,-1.3143859,-0.98753592,-0.80792523,-0.56629889,-0.45311596,-0.274428,-0.22199108,-0.11749178,-0.089842554,-0.016060593,0,0,0,0
207,-3.1579625,-2.6865545,-2.238507,-2.0406449,-1.6524882,-1.3135285,-0.98689168,-0.80739816,-0.56592945,-0.45282036,-0.27424897,-0.22184626,-0.11741513,-0.089783943,-0.016050116,0,0,0,0
208,-3.155901,-2.6848007,-2.2370457,-2.0393128,-1.6514095,-1.312671,-0.98624744,-0.80687109,-0.56556002,-0.45252476,-0.27406994,-0.22170144,-0.11733848,-0.089725332,-0.016039638,0,0,0,0
209,-3.1538395,-2.6830469,-2.2355844,-2.0379807,-1.6503307,-1.3118135,-0.9856032,-0.80634403,-0.56519058,-0.45222916,-0.27389091,-0.22155661,-0.11726183,-0.089666722,-0.016029161,0,0,0,0
210,-3.151778,-2.6812931,-2.2341231,-2.0366485,-1.649252,-1.3109561,-0.98495896,-0.80581696,-0.56482114,-0.45193356,-0.27371188,-0.22141179,-0.11718519,-0.089608111,-0.016018683,0,0,0,0
211,-3.1497165,-2.6795393,-2.2326618,-2.0353164,-1.6481732,-1.3100986,-0.98431471,-0.80528989,-0.5644517,-0.45163796,-0.27353285,-0.22126697,-0.11710854,-0.0895495,-0.016008206,0,0,0,0
212,-3.147655,-2.6777856,-2.2312005,-2.0339843,-1.6470945,-1.3092411,-0.98367047,-0.80476282,-0.56408226,-0.45134236,-0.27335382,-0.22112215,-0.11703189,-0.089490889,-0.015997728,0,0,0,0
213,-3.1455934,-2.6760318,-2.2297392,-2.0326521,-1.6460158,-1.3083837,-0.98302623,-0.80423575,-0.56371283,-0.45104676,-0.27317479,-0.22097733,-0.11695524,-0.089432278,-0.015987251,0,0,0,0
214,-3.1435319,-2.674278,-2.2282779,-2.03132,-1.644937,-1.3075262,-0.98238199,-0.80370868,-0.56334339,-0.45075116,-0.27299576,-0.22083251,-0.11687859,-0.089373667,-0.015976773,0,0,0,0
215,-3.1414704,-2.6725242,-2.2268166,-2.0299879,-1.6438583,-1.3066687,-0.98173775,-0.80318162,-0.56297395,-0.45045556,-0.27281673,-0.22068769,-0.11680194,-0.089315057,-0.015966296,0,0,0,0
216,-3.1394089,-2.6707704,-2.2253553,-2.0286558,-1.6427795,-1.3058112,-0.98109351,-0.80265455,-0.56260451,-0.45015996,-0.27263771,-0.22054287,-0.11672529,-0.089256446,-0.015955818,0,0,0,0
217,-3.1373474,-2.6690167,-2.223894,-2.0273236,-1.6417008,-1.3049538,-0.98044927,-0.80212748,-0.56223507,-0.44986436,-0.27245868,-0.22039805,-0.11664865,-0.089197835,-0.015945341,0,0,0,0
218,-3.1352859,-2.6672629,-2.2224327,-2.0259915,-1.6406221,-1.3040963,-0.97980502,-0.80160041,-0.56186564,-0.44956876,-0.27227965,-0.22025323,-0.116572,-0.089139224,-0.015934863,0,0,0,0
219,-3.1332244,-2.6655091,-2.2209714,-2.0246594,-1.6395433,-1.3032388,-0.97916078,-0.80107334,-0.5614962,-0.44927316,-0.27210062,-0.22010841,-0.11649535,-0.089080613,-0.015924386,0,0,0,0
220,-3.1311629,-2.6637553,-2.2195101,-2.0233272,-1.6384646,-1.3023814,-0.97851654,-0.80054627,-0.56112676,-0.44897756,-0.27192159,-0.21996358,-0.1164187,-0.089022002,-0.015913908,0,0,0,0
221,-3.1291013,-2.6620015,-2.2180488,-2.0219951,-1.6373858,-1.3015239,-0.9778723,-0.80001921,-0.56075732,-0.44868195,-0.27174256,-0.21981876,-0.11634205,-0.088963392,-0.015903431,0,0,0,0
222,-3.1270398,-2.6602478,-2.2165875,-2.020663,-1.6363071,-1.3006664,-0.97722806,-0.79949214,-0.56038788,-0.44838635,-0.27156353,-0.21967394,-0.1162654,-0.088904781,-0.015892953,0,0,0,0
223,-3.1249783,-2.658494,-2.2151263,-2.0193308,-1.6352283,-1.299809,-0.97658382,-0.79896507,-0.56001845,-0.44809075,-0.2713845,-0.21952912,-0.11618876,-0.08884617,-0.015882476,0,0,0,0
224,-3.1229168,-2.6567402,-2.213665,-2.0179987,-1.6341496,-1.2989515,-0.97593957,-0.798438,-0.55964901,-0.44779515,-0.27120547,-0.2193843,-0.11611211,-0.088787559,-0.015871998,0,0,0,0
225,-3.1208553,-2.6549864,-2.2122037,-2.0166666,-1.6330709,-1.298094,-0.97529533,-0.79791093,-0.55927957,-0.44749955,-0.27102644,-0.21923948,-0.11603546,-0.088728948,-0.015861521,0,0,0,0
226,-3.1187938,-2.6532327,-2.2107424,-2.0153345,-1.6319921,-1.2972366,-0.97465109,-0.79738386,-0.55891013,-0.44720395,-0.27084741,-0.21909466,-0.11595881,-0.088670337,-0.015851044,0,0,0,0
227,-3.1167323,-2.6514789,-2.2092811,-2.0140023,-1.6309134,-1.2963791,-0.97400685,-0.79685679,-0.55854069,-0.44690835,-0.27066838,-0.21894984,-0.11588216,-0.088611727,-0.015840566,0,0,0,0
228,-3.1146707,-2.6497251,-2.2078198,-2.0126702,-1.6298346,-1.2955216,-0.97336261,-0.79632973,-0.55817126,-0.44661275,-0.27048935,-0.21880502,-0.11580551,-0.088553116,-0.015830089,0,0,0,0
229,-3.1126092,-2.6479713,-2.2063585,-2.0113381,-1.6287559,-1.2946641,-0.97271837,-0.79580266,-0.55780182,-0.44631715,-0.27031032,-0.2186602,-0.11572886,-0.088494505,-0.015819611,0,0,0,0
230,-3.1105477,-2.6462175,-2.2048972,-2.0100059,-1.6276771,-1.2938067,-0.97207413,-0.79527559,-0.55743238,-0.44602155,-0.27013129,-0.21851538,-0.11565222,-0.088435894,-0.015809134,0,0,0,0
231,-3.1084862,-2.6444638,-2.2034359,-2.0086738,-1.6265984,-1.2929492,-0.97142988,-0.79474852,-0.55706294,-0.44572595,-0.26995227,-0.21837055,-0.11557557,-0.088377283,-0.015798656,0,0,0,0
232,-3.1064247,-2.64271,-2.2019746,-2.0073417,-1.6255197,-1.2920917,-0.97078564,-0.79422145,-0.5566935,-0.44543035,-0.26977324,-0.21822573,-0.11549892,-0.088318672,-0.015788179,0,0,0,0
233,-3.1043632,-2.6409562,-2.2005133,-2.0060095,-1.6244409,-1.2912343,-0.9701414,-0.79369438,-0.55632407,-0.44513475,-0.26959421,-0.21808091,-0.11542227,-0.088260062,-0.015777701,0,0,0,0
234,-3.1022981,-2.6391994,-2.1990495,-2.0046751,-1.6233603,-1.2903753,-0.96949603,-0.7931664,-0.55595398,-0.44483863,-0.26941486,-0.21793584,-0.11534549,-0.088201348,-0.015767205,0,0,0,0
235,-2.9892088,-2.5429916,-2.1188867,-1.9315979,-1.5641833,-1.2433367,-0.93415462,-0.76425279,-0.53568758,-0.42862276,-0.25959378,-0.20999134,-0.11114075,-0.08498611,-0.015192437,0,0,0,0
236,-2.8761195,-2.4467838,-2.0387238,-1.8585207,-1.5050063,-1.1962982,-0.8988132,-0.73533919,-0.51542117,-0.41240688,-0.24977269,-0.20204684,-0.10693602,-0.081770872,-0.014617669,0,0,0,0
237,-2.7630302,-2.3505761,-1.958561,-1.7854435,-1.4458293,-1.1492596,-0.86347178,-0.70642558,-0.49515476,-0.396191,-0.23995161,-0.19410234,-0.10273129,-0.078555634,-0.014042901,0,0,0,0
