Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa)
177,-3.2198079,0,0,0,0,-0.15726619,-0.020895325,0,0,0,-1.1920374,-0.22367229,0,0,0,0,0,0,-0.022040459
178,-3.2177464,0,0,0,0,-0.1571655,-0.020881946,0,0,0,-1.1912742,-0.22352908,0,0,0,0,0,0,-0.022026348
179,-3.2156849,0,0,0,0,-0.15706481,-0.020868568,0,0,0,-1.1905109,-0.22338588,0,0,0,0,0,0,-0.022012236
180,-3.2136234,0,0,0,0,-0.15696411,-0.020855189,0,0,0,-1.1897477,-0.22324267,0,0,0,0,0,0,-0.021998124
181,-3.2115619,0,0,0,0,-0.15686342,-0.020841811,0,0,0,-1.1889845,-0.22309946,0,0,0,0,0,0,-0.021984013
182,-3.2095004,0,0,0,0,-0.15676273,-0.020828433,0,0,0,-1.1882213,-0.22295625,0,0,0,0,0,0,-0.021969901
183,-3.2074389,0,0,0,0,-0.15666204,-0.020815054,0,0,0,-1.1874581,-0.22281304,0,0,0,0,0,0,-0.021955789
184,-3.2053773,0,0,0,0,-0.15656135,-0.020801676,0,0,0,-1.1866949,-0.22266983,0,0,0,0,0,0,-0.021941678
185,-3.2033158,0,0,0,0,-0.15646066,-0.020788297,0,0,0,-1.1859317,-0.22252663,0,0,0,0,0,0,-0.021927566
186,-3.2012543,0,0,0,0,-0.15635997,-0.020774919,0,0,0,-1.1851684,-0.22238342,0,0,0,0,0,0,-0.021913455
187,-3.1991928,0,0,0,0,-0.15625928,-0.02076154,0,0,0,-1.1844052,-0.22224021,0,0,0,0,0,0,-0.021899343
188,-3.1971313,0,0,0,0,-0.15615858,-0.020748162,0,0,0,-1.183642,-0.222097,0,0,0,0,0,0,-0.021885231
189,-3.1950698,0,0,0,0,-0.15605789,-0.020734784,0,0,0,-1.1828788,-0.22195379,0,0,0,0,0,0,-0.02187112
190,-3.1930083,0,0,0,0,-0.1559572,-0.020721405,0,0,0,-1.1821156,-0.22181058,0,0,0,0,0,0,-0.021857008
191,-3.1909467,0,0,0,0,-0.15585651,-0.020708027,0,0,0,-1.1813524,-0.22166738,0,0,0,0,0,0,-0.021842896
192,-3.1888852,0,0,0,0,-0.15575582,-0.020694648,0,0,0,-1.1805892,-0.22152417,0,0,0,0,0,0,-0.021828785
193,-3.1868237,0,0,0,0,-0.15565513,-0.02068127,0,0,0,-1.179826,-0.22138096,0,0,0,0,0,0,-0.021814673
194,-3.1847622,0,0,0,0,-0.15555444,-0.020667891,0,0,0,-1.1790627,-0.22123775,0,0,0,0,0,0,-0.021800562
195,-3.1827007,0,0,0,0,-0.15545375,-0.020654513,0,0,0,-1.1782995,-0.22109454,0,0,0,0,0,0,-0.02178645
196,-3.1806392,0,0,0,0,-0.15535306,-0.020641134,0,0,0,-1.1775363,-0.22095133,0,0,0,0,0,0,-0.021772338
197,-3.1785777,0,0,0,0,-0.15525236,-0.020627756,0,0,0,-1.1767731,-0.22080813,0,0,0,0,0,0,-0.021758227
198,-3.1765162,0,0,0,0,-0.15515167,-0.020614378,0,0,0,-1.1760099,-0.22066492,0,0,0,0,0,0,-0.021744115
199,-3.1744546,0,0,0,0,-0.15505098,-0.020600999,0,0,0,-1.1752467,-0.22052171,0,0,0,0,0,0,-0.021730004
200,-3.1723931,0,0,0,0,-0.15495029,-0.020587621,0,0,0,-1.1744835,-0.2203785,0,0,0,0,0,0,-0.021715892
201,-3.1703316,0,0,0,0,-0.1548496,-0.020574242,0,0,0,-1.1737202,-0.22023529,0,0,0,0,0,0,-0.02170178
202,-3.1682701,0,0,0,0,-0.15474891,-0.020560864,0,0,0,-1.172957,-0.22009208,0,0,0,0,0,0,-0.021687669
203,-3.1662086,0,0,0,0,-0.15464822,-0.020547485,0,0,0,-1.1721938,-0.21994887,0,0,0,0,0,0,-0.021673557
204,-3.1641471,0,0,0,0,-0.15454753,-0.020534107,0,0,0,-1.1714306,-0.21980567,0,0,0,0,0,0,-0.021659445
205,-3.1620856,0,0,0,0,-0.15444683,-0.020520729,0,0,0,-1.1706674,-0.21966246,0,0,0,0,0,0,-0.021645334
206,-3.160024,0,0,0,0,-0.15434614,-0.02050735,0,0,0,-1.1699042,-0.21951925,0,0,0,0,0,0,-0.021631222
207,-3.1579625,0,0,0,0,-0.15424545,-0.020493972,0,0,0,-1.169141,-0.21937604,0,0,0,0,0,0,-0.021617111
208,-3.155901,0,0,0,0,-0.15414476,-0.020480593,0,0,0,-1.1683777,-0.21923283,0,0,0,0,0,0,-0.021602999
209,-3.1538395,0,0,0,0,-0.15404407,-0.020467215,0,0,0,-1.1676145,-0.21908962,0,0,0,0,0,0,-0.021588887
210,-3.151778,0,0,0,0,-0.15394338,-0.020453836,0,0,0,-1.1668513,-0.21894642,0,0,0,0,0,0,-0.021574776
211,-3.1497165,0,0,0,0,-0.15384269,-0.020440458,0,0,0,-1.1660881,-0.21880321,0,0,0,0,0,0,-0.021560664
212,-3.147655,0,0,0,0,-0.153742,-0.02042708,0,0,0,-1.1653249,-0.21866,0,0,0,0,0,0,-0.021546552
213,-3.1455934,0,0,0,0,-0.1536413,-0.020413701,0,0,0,-1.1645617,-0.21851679,0,0,0,0,0,0,-0.021532441
214,-3.1435319,0,0,0,0,-0.15354061,-0.020400323,0,0,0,-1.1637985,-0.21837358,0,0,0,0,0,0,-0.021518329
215,-3.1414704,0,0,0,0,-0.15343992,-0.020386944,0,0,0,-1.1630353,-0.21823037,0,0,0,0,0,0,-0.021504218
216,-3.1394089,0,0,0,0,-0.15333923,-0.020373566,0,0,0,-1.162272,-0.21808717,0,0,0,0,0,0,-0.021490106
217,-3.1373474,0,0,0,0,-0.15323854,-0.020360187,0,0,0,-1.1615088,-0.21794396,0,0,0,0,0,0,-0.021475994
218,-3.1352859,0,0,0,0,-0.15313785,-0.020346809,0,0,0,-1.1607456,-0.21780075,0,0,0,0,0,0,-0.021461883
219,-3.1332244,0,0,0,0,-0.15303716,-0.02033343,0,0,0,-1.1599824,-0.21765754,0,0,0,0,0,0,-0.021447771
220,-3.1311629,0,0,0,0,-0.15293647,-0.020320052,0,0,0,-1.1592192,-0.21751433,0,0,0,0,0,0,-0.02143366
221,-3.1291013,0,0,0,0,-0.15283577,-0.020306674,0,0,0,-1.158456,-0.21737112,0,0,0,0,0,0,-0.021419548
222,-3.1270398,0,0,0,0,-0.15273508,-0.020293295,0,0,0,-1.1576928,-0.21722792,0,0,0,0,0,0,-0.021405436
223,-3.1249783,0,0,0,0,-0.15263439,-0.020279917,0,0,0,-1.1569295,-0.21708471,0,0,0,0,0,0,-0.021391325
224,-3.1229168,0,0,0,0,-0.1525337,-0.020266538,0,0,0,-1.1561663,-0.2169415,0,0,0,0,0,0,-0.021377213
225,-3.1208553,0,0,0,0,-0.15243301,-0.02025316,0,0,0,-1.1554031,-0.21679829,0,0,0,0,0,0,-0.021363101
226,-3.1187938,0,0,0,0,-0.15233232,-0.020239781,0,0,0,-1.1546399,-0.21665508,0,0,0,0,0,0,-0.02134899
227,-3.1167323,0,0,0,0,-0.15223163,-0.020226403,0,0,0,-1.1538767,-0.21651187,0,0,0,0,0,0,-0.021334878
228,-3.1146707,0,0,0,0,-0.15213094,-0.020213025,0,0,0,-1.1531135,-0.21636867,0,0,0,0,0,0,-0.021320767
229,-3.1126092,0,0,0,0,-0.15203024,-0.020199646,0,0,0,-1.1523503,-0.21622546,0,0,0,0,0,0,-0.021306655
230,-3.1105477,0,0,0,0,-0.15192955,-0.020186268,0,0,0,-1.1515871,-0.21608225,0,0,0,0,0,0,-0.021292543
231,-3.1084862,0,0,0,0,-0.15182886,-0.020172889,0,0,0,-1.1508238,-0.21593904,0,0,0,0,0,0,-0.021278432
232,-3.1064247,0,0,0,0,-0.15172817,-0.020159511,0,0,0,-1.1500606,-0.21579583,0,0,0,0,0,0,-0.02126432
233,-3.1043632,0,0,0,0,-0.15162748,-0.020146132,0,0,0,-1.1492974,-0.21565262,0,0,0,0,0,0,-0.021250208
234,-3.1022981,0,0,0,0,-0.15152661,-0.020132731,0,0,0,-1.1485329,-0.21550917,0,0,0,0,0,0,-0.021236072
235,-2.9892088,0,0,0,0,-0.14600295,-0.019398824,0,0,0,-1.1066649,-0.20765313,0,0,0,0,0,0,-0.020461945
236,-2.8761195,0,0,0,0,-0.1404793,-0.018664918,0,0,0,-1.064797,-0.19979709,0,0,0,0,0,0,-0.019687818
237,-2.7630302,0,0,0,0,-0.13495564,-0.017931012,0,0,0,-1.0229291,-0.19194105,0,0,0,0,0,0,-0.018913692
238,-2.6499409,0,0,0,0,-0.12943198,-0.017197105,0,0,0,-0.98106119,-0.18408501,0,0,0,0,0,0,-0.018139565
239,-2.5368516,0,0,0,0,-0.12390832,-0.016463199,0,0,0,-0.93919327,-0.17622897,0,0,0,0,0,0,-0.017365438
240,-2.4237623,0,0,0,0,-0.11838466,-0.015729293,0,0,0,-0.89732535,-0.16837293,0,0,0,0,0,0,-0.016591311
241,-2.3106731,0,0,0,0,-0.112861,-0.014995386,0,0,0,-0.85545744,-0.16051689,0,0,0,0,0,0,-0.015817184
242,-2.1975838,0,0,0,0,-0.10733734,-0.01426148,0,0,0,-0.81358952,-0.15266085,0,0,0,0,0,0,-0.015043057
243,-2.0844945,0,0,0,0,-0.10181368,-0.013527574,0,0,0,-0.7717216,-0.14480481,0,0,0,0,0,0,-0.014268931
244,-1.9714052,0,0,0,0,-0.096290023,-0.012793667,0,0,0,-0.72985368,-0.13694877,0,0,0,0,0,0,-0.013494804
245,-1.8583159,0,0,0,0,-0.090766365,-0.012059761,0,0,0,-0.68798576,-0.12909273,0,0,0,0,0,0,-0.012720677
246,-1.7452266,0,0,0,0,-0.085242706,-0.011325855,0,0,0,-0.64611785,-0.12123669,0,0,0,0,0,0,-0.01194655
247,-1.6321373,0,0,0,0,-0.079719047,-0.010591949,0,0,0,-0.60424993,-0.11338065,0,0,0,0,0,0,-0.011172423
248,-1.5190481,0,0,0,0,-0.074195388,-0.0098580422,0,0,0,-0.56238201,-0.10552461,0,0,0,0,0,0,-0.010398296
249,-1.4059588,0,0,0,0,-0.068671729,-0.0091241359,0,0,0,-0.52051409,-0.097668565,0,0,0,0,0,0,-0.0096241694
250,-1.2928695,0,0,0,0,-0.06314807,-0.0083902296,0,0,0,-0.47864617,-0.089812525,0,0,0,0,0,0,-0.0088500425
251,-1.1797802,0,0,0,0,-0.057624411,-0.0076563233,0,0,0,-0.43677825,-0.081956485,0,0,0,0,0,0,-0.0080759157
252,-1.0666909,0,0,0,0,-0.052100752,-0.006922417,0,0,0,-0.39491034,-0.074100446,0,0,0,0,0,0,-0.0073017888
253,-0.95360163,0,0,0,0,-0.046577093,-0.0061885107,0,0,0,-0.35304242,-0.066244406,0,0,0,0,0,0,-0.006527662
254,-0.84051234,0,0,0,0,-0.041053434,-0.0054546044,0,0,0,-0.3111745,-0.058388366,0,0,0,0,0,0,-0.0057535351
255,-0.72742306,0,0,0,0,-0.035529775,-0.004720698,0,0,0,-0.26930658,-0.050532326,0,0,0,0,0,0,-0.0049794083
256,-0.61433377,0,0,0,0,-0.030006116,-0.0039867917,0,0,0,-0.22743866,-0.042676286,0,0,0,0,0,0,-0.0042052814
257,-0.50124449,0,0,0,0,-0.024482457,-0.0032528854,0,0,0,-0.18557075,-0.034820246,0,0,0,0,0,0,-0.0034311545
258,-0.3881552,0,0,0,0,-0.018958798,-0.0025189791,0,0,0,-0.14370283,-0.026964206,0,0,0,0,0,0,-0.0026570277
259,-0.27506591,0,0,0,0,-0.013435139,-0.0017850728,0,0,0,-0.10183491,-0.019108166,0,0,0,0,0,0,-0.0018829008
260,-0.16197663,0,0,0,0,-0.0079114802,-0.0010511665,0,0,0,-0.059966991,-0.011252126,0,0,0,0,0,0,-0.001108774
261,-0.048887342,0,0,0,0,-0.0023878213,-0.00031726019,0,0,0,-0.018099073,-0.0033960857,0,0,0,0,0,0,-0.00033464712
262,0.064201944,0,0,0,0,0.0031358377,0.00041664612,0,0,0,0.023768845,0.0044599542,0,0,0,0,0,0,0.00043947973
263,0.17729123,0,0,0,0,0.0086594966,0.0011505524,0,0,0,0.065636763,0.012315994,0,0,0,0,0,0,0.0012136066
264,0.29038052,0,0,0,0,0.014183156,0.0018844587,0,0,0,0.10750468,0.020172034,0,0,0,0,0,0,0.0019877334
265,0.4034698,0,0,0,0,0.019706815,0.002618365,0,0,0,0.1493726,0.028028074,0,0,0,0,0,0,0.0027618603
266,0.51655909,0,0,0,0,0.025230473,0.0033522714,0,0,0,0.19124052,0.035884114,0,0,0,0,0,0,0.0035359871
267,0.62964837,0,0,0,0,0.030754132,0.0040861777,0,0,0,0.23310844,0.043740154,0,0,0,0,0,0,0.004310114
268,0.74273766,0,0,0,0,0.036277791,0.004820084,0,0,0,0.27497635,0.051596194,0,0,0,0,0,0,0.0050842409
269,0.85582695,0,0,0,0,0.04180145,0.0055539903,0,0,0,0.31684427,0.059452234,0,0,0,0,0,0,0.0058583677
270,0.96891623,0,0,0,0,0.047325109,0.0062878966,0,0,0,0.35871219,0.067308274,0,0,0,0,0,0,0.0066324946
271,1.0820055,0,0,0,0,0.052848768,0.0070218029,0,0,0,0.40058011,0.075164314,0,0,0,0,0,0,0.0074066214
272,1.1950948,0,0,0,0,0.058372427,0.0077557092,0,0,0,0.44244803,0.083020354,0,0,0,0,0,0,0.0081807483
273,1.3081841,0,0,0,0,0.063896086,0.0084896155,0,0,0,0.48431595,0.090876394,0,0,0,0,0,0,0.0089548751
274,1.4212734,0,0,0,0,0.069419745,0.0092235218,0,0,0,0.52618386,0.098732434,0,0,0,0,0,0,0.009729002
275,1.5343627,0,0,0,0,0.074943404,0.0099574281,0,0,0,0.56805178,0.10658847,0,0,0,0,0,0,0.010503129
276,1.6474519,0,0,0,0,0.080467063,0.010691334,0,0,0,0.6099197,0.11444451,0,0,0,0,0,0,0.011277256
277,1.7605412,0,0,0,0,0.085990722,0.011425241,0,0,0,0.65178762,0.12230055,0,0,0,0,0,0,0.012051383
278,1.8736305,0,0,0,0,0.091514381,0.012159147,0,0,0,0.69365554,0.13015659,0,0,0,0,0,0,0.012825509
279,1.9867198,0,0,0,0,0.09703804,0.012893053,0,0,0,0.73552345,0.13801263,0,0,0,0,0,0,0.013599636
280,2.0998091,0,0,0,0,0.1025617,0.01362696,0,0,0,0.77739137,0.14586867,0,0,0,0,0,0,0.014373763
281,2.2128984,0,0,0,0,0.10808536,0.014360866,0,0,0,0.81925929,0.15372471,0,0,0,0,0,0,0.01514789
282,2.3259877,0,0,0,0,0.11360902,0.015094772,0,0,0,0.86112721,0.16158075,0,0,0,0,0,0,0.015922017
283,2.439077,0,0,0,0,0.11913268,0.015828679,0,0,0,0.90299513,0.16943679,0,0,0,0,0,0,0.016696144
284,2.5521662,0,0,0,0,0.12465633,0.016562585,0,0,0,0.94486304,0.17729283,0,0,0,0,0,0,0.017470271
285,2.6652555,0,0,0,0,0.13017999,0.017296491,0,0,0,0.98673096,0.18514887,0,0,0,0,0,0,0.018244397
286,2.7783448,0,0,0,0,0.13570365,0.018030398,0,0,0,1.0285989,0.19300491,0,0,0,0,0,0,0.019018524
287,2.8914341,0,0,0,0,0.14122731,0.018764304,0,0,0,1.0704668,0.20086095,0,0,0,0,0,0,0.019792651
288,3.0045234,0,0,0,0,0.14675097,0.01949821,0,0,0,1.1123347,0.20871699,0,0,0,0,0,0,0.020566778
289,3.1176127,0,0,0,0,0.15227463,0.020232116,0,0,0,1.1542026,0.21657303,0,0,0,0,0,0,0.021340905
290,3.230702,0,0,0,0,0.15779829,0.020966023,0,0,0,1.1960706,0.22442907,0,0,0,0,0,0,0.022115032
291,3.3437912,0,0,0,0,0.16332195,0.021699929,0,0,0,1.2379385,0.23228511,0,0,0,0,0,0,0.022889159
292,3.4568805,0,0,0,0,0.16884561,0.022433835,0,0,0,1.2798064,0.24014115,0,0,0,0,0,0,0.023663285
293,3.5699698,0,0,0,0,0.17436927,0.023167742,0,0,0,1.3216743,0.24799719,0,0,0,0,0,0,0.024437412
294,3.6830591,0,0,0,0,0.17989292,0.023901648,0,0,0,1.3635422,0.25585323,0,0,0,0,0,0,0.025211539
295,3.7961484,0,0,0,0,0.18541658,0.024635554,0,0,0,1.4054101,0.26370927,0,0,0,0,0,0,0.025985666
296,3.9092377,0,0,0,0,0.19094024,0.025369461,0,0,0,1.4472781,0.27156531,0,0,0,0,0,0,0.026759793
297,4.022327,0,0,0,0,0.1964639,0.026103367,0,0,0,1.489146,0.27942135,0,0,0,0,0,0,0.02753392
298,4.1354162,0,0,0,0,0.20198756,0.026837273,0,0,0,1.5310139,0.28727739,0,0,0,0,0,0,0.028308046
299,4.2485055,0,0,0,0,0.20751122,0.02757118,0,0,0,1.5728818,0.29513343,0,0,0,0,0,0,0.029082173
300,4.3615948,0,0,0,0,0.21303488,0.028305086,0,0,0,1.6147497,0.30298947,0,0,0,0,0,0,0.0298563
301,4.4746841,0,0,0,0,0.21855854,0.029038992,0,0,0,1.6566177,0.31084551,0,0,0,0,0,0,0.030630427
302,4.5877734,0,0,0,0,0.2240822,0.029772898,0,0,0,1.6984856,0.31870155,0,0,0,0,0,0,0.031404554
303,4.7008627,0,0,0,0,0.22960585,0.030506805,0,0,0,1.7403535,0.32655759,0,0,0,0,0,0,0.032178681
304,4.813952,0,0,0,0,0.23512951,0.031240711,0,0,0,1.7822214,0.33441363,0,0,0,0,0,0,0.032952808
305,4.9270412,0,0,0,0,0.24065317,0.031974617,0,0,0,1.8240893,0.34226967,0,0,0,0,0,0,0.033726934
306,5.0401305,0,0,0,0,0.24617683,0.032708524,0,0,0,1.8659572,0.35012571,0,0,0,0,0,0,0.034501061
307,5.1532198,0,0,0,0,0.25170049,0.03344243,0,0,0,1.9078252,0.35798175,0,0,0,0,0,0,0.035275188
308,5.2663091,0,0,0,0,0.25722415,0.034176336,0,0,0,1.9496931,0.36583779,0,0,0,0,0,0,0.036049315
309,5.3793984,0,0,0,0,0.26274781,0.034910243,0,0,0,1.991561,0.37369383,0,0,0,0,0,0,0.036823442
310,5.4924877,0,0,0,0,0.26827147,0.035644149,0,0,0,2.0334289,0.38154987,0,0,0,0,0,0,0.037597569
311,5.605577,0,0,0,0,0.27379513,0.036378055,0,0,0,2.0752968,0.38940591,0,0,0,0,0,0,0.038371696
312,5.7186662,0,0,0,0,0.27931879,0.037111962,0,0,0,2.1171648,0.39726195,0,0,0,0,0,0,0.039145822
313,5.8317555,0,0,0,0,0.28484244,0.037845868,0,0,0,2.1590327,0.40511799,0,0,0,0,0,0,0.039919949
314,5.9448448,0,0,0,0,0.2903661,0.038579774,0,0,0,2.2009006,0.41297403,0,0,0,0,0,0,0.040694076
315,6.0579341,0,0,0,0,0.29588976,0.039313681,0,0,0,2.2427685,0.42083007,0,0,0,0,0,0,0.041468203
316,6.1710234,0,0,0,0,0.30141342,0.040047587,0,0,0,2.2846364,0.42868611,0,0,0,0,0,0,0.04224233
317,6.2841127,0,0,0,0,0.30693708,0.040781493,0,0,0,2.3265043,0.43654215,0,0,0,0,0,0,0.043016457
318,6.397202,0,0,0,0,0.31246074,0.041515399,0,0,0,2.3683723,0.44439819,0,0,0,0,0,0,0.043790584
319,6.5102912,0,0,0,0,0.3179844,0.042249306,0,0,0,2.4102402,0.45225423,0,0,0,0,0,0,0.04456471
320,6.6233805,0,0,0,0,0.32350806,0.042983212,0,0,0,2.4521081,0.46011027,0,0,0,0,0,0,0.045338837
321,6.7364698,0,0,0,0,0.32903172,0.043717118,0,0,0,2.493976,0.46796631,0,0,0,0,0,0,0.046112964
322,6.8495591,0,0,0,0,0.33455537,0.044451025,0,0,0,2.5358439,0.47582235,0,0,0,0,0,0,0.046887091
323,6.9626484,0,0,0,0,0.34007903,0.045184931,0,0,0,2.5777119,0.48367839,0,0,0,0,0,0,0.047661218
324,7.0757377,0,0,0,0,0.34560269,0.045918837,0,0,0,2.6195798,0.49153443,0,0,0,0,0,0,0.048435345
325,7.188827,0,0,0,0,0.35112635,0.046652744,0,0,0,2.6614477,0.49939047,0,0,0,0,0,0,0.049209472
326,7.3019162,0,0,0,0,0.35665001,0.04738665,0,0,0,2.7033156,0.50724651,0,0,0,0,0,0,0.049983598
327,7.4150055,0,0,0,0,0.36217367,0.048120556,0,0,0,2.7451835,0.51510255,0,0,0,0,0,0,0.050757725
328,7.5280948,0,0,0,0,0.36769733,0.048854463,0,0,0,2.7870514,0.52295859,0,0,0,0,0,0,0.051531852
329,7.6411841,0,0,0,0,0.37322099,0.049588369,0,0,0,2.8289194,0.53081463,0,0,0,0,0,0,0.052305979
330,7.7542734,0,0,0,0,0.37874465,0.050322275,0,0,0,2.8707873,0.53867067,0,0,0,0,0,0,0.053080106
331,7.8673627,0,0,0,0,0.38426831,0.051056181,0,0,0,2.9126552,0.54652671,0,0,0,0,0,0,0.053854233
332,7.980452,0,0,0,0,0.38979196,0.051790088,0,0,0,2.9545231,0.55438275,0,0,0,0,0,0,0.05462836
333,8.0935412,0,0,0,0,0.39531562,0.052523994,0,0,0,2.996391,0.56223879,0,0,0,0,0,0,0.055402486
334,8.2066305,0,0,0,0,0.40083928,0.0532579,0,0,0,3.038259,0.57009483,0,0,0,0,0,0,0.056176613
335,8.3197198,0,0,0,0,0.40636294,0.053991807,0,0,0,3.0801269,0.57795087,0,0,0,0,0,0,0.05695074
336,8.4328091,0,0,0,0,0.4118866,0.054725713,0,0,0,3.1219948,0.58580691,0,0,0,0,0,0,0.057724867
337,8.5458984,0,0,0,0,0.41741026,0.055459619,0,0,0,3.1638627,0.59366295,0,0,0,0,0,0,0.058498994
338,8.6589877,0,0,0,0,0.42293392,0.056193526,0,0,0,3.2057306,0.60151899,0,0,0,0,0,0,0.059273121
339,8.772077,0,0,0,0,0.42845758,0.056927432,0,0,0,3.2475985,0.60937503,0,0,0,0,0,0,0.060047248
340,8.8851663,0,0,0,0,0.43398124,0.057661338,0,0,0,3.2894665,0.61723107,0,0,0,0,0,0,0.060821374
341,8.9982555,0,0,0,0,0.43950489,0.058395245,0,0,0,3.3313344,0.62508711,0,0,0,0,0,0,0.061595501
342,9.1113448,0,0,0,0,0.44502855,0.059129151,0,0,0,3.3732023,0.63294315,0,0,0,0,0,0,0.062369628
343,9.2244341,0,0,0,0,0.45055221,0.059863057,0,0,0,3.4150702,0.64079919,0,0,0,0,0,0,0.063143755
344,9.3375497,0,0,0,0,0.45607716,0.060597134,0,0,0,3.4569479,0.64865706,0,0,0,0,0,0,0.063918062
345,9.6420133,0,0,0,0,0.47094818,0.062572987,0,0,0,3.5696664,0.66980741,0,0,0,0,0,0,0.066002198
346,9.9464769,0,0,0,0,0.4858192,0.06454884,0,0,0,3.6823849,0.69095777,0,0,0,0,0,0,0.068086334
347,10.250941,0,0,0,0,0.50069022,0.066524692,0,0,0,3.7951035,0.71210812,0,0,0,0,0,0,0.07017047
348,10.555404,0,0,0,0,0.51556124,0.068500545,0,0,0,3.907822,0.73325847,0,0,0,0,0,0,0.072254606
349,10.859868,0,0,0,0,0.53043226,0.070476398,0,0,0,4.0205405,0.75440883,0,0,0,0,0,0,0.074338743
350,11.164331,0,0,0,0,0.54530329,0.072452251,0,0,0,4.1332591,0.77555918,0,0,0,0,0,0,0.076422879
351,11.468795,0,0,0,0,0.56017431,0.074428103,0,0,0,4.2459776,0.79670954,0,0,0,0,0,0,0.078507015
352,11.773259,0,0,0,0,0.57504533,0.076403956,0,0,0,4.3586961,0.81785989,0,0,0,0,0,0,0.080591151
353,12.077722,0,0,0,0,0.58991635,0.078379809,0,0,0,4.4714147,0.83901024,0,0,0,0,0,0,0.082675287
354,12.382186,0,0,0,0,0.60478737,0.080355662,0,0,0,4.5841332,0.8601606,0,0,0,0,0,0,0.084759423
355,12.68665,0,0,0,0,0.6196584,0.082331514,0,0,0,4.6968517,0.88131095,0,0,0,0,0,0,0.08684356
356,12.991113,0,0,0,0,0.63452942,0.084307367,0,0,0,4.8095702,0.90246131,0,0,0,0,0,0,0.088927696
357,13.295577,0,0,0,0,0.64940044,0.08628322,0,0,0,4.9222888,0.92361166,0,0,0,0,0,0,0.091011832
358,13.60004,0,0,0,0,0.66427146,0.088259073,0,0,0,5.0350073,0.94476201,0,0,0,0,0,0,0.093095968
359,13.904504,0,0,0,0,0.67914248,0.090234925,0,0,0,5.1477258,0.96591237,0,0,0,0,0,0,0.095180104
360,14.208968,0,0,0,0,0.69401351,0.092210778,0,0,0,5.2604444,0.98706272,0,0,0,0,0,0,0.09726424
361,14.513431,0,0,0,0,0.70888453,0.094186631,0,0,0,5.3731629,1.0082131,0,0,0,0,0,0,0.099348377
362,14.817895,0,0,0,0,0.72375555,0.096162484,0,0,0,5.4858814,1.0293634,0,0,0,0,0,0,0.10143251
363,15.122359,0,0,0,0,0.73862657,0.098138337,0,0,0,5.5986,1.0505138,0,0,0,0,0,0,0.10351665
364,15.426822,0,0,0,0,0.75349759,0.10011419,0,0,0,5.7113185,1.0716641,0,0,0,0,0,0,0.10560079
365,15.731286,0,0,0,0,0.76836862,0.10209004,0,0,0,5.824037,1.0928145,0,0,0,0,0,0,0.10768492
366,16.03575,0,0,0,0,0.78323964,0.10406589,0,0,0,5.9367556,1.1139648,0,0,0,0,0,0,0.10976906
367,16.340213,0,0,0,0,0.79811066,0.10604175,0,0,0,6.0494741,1.1351152,0,0,0,0,0,0,0.11185319
368,16.644677,0,0,0,0,0.81298168,0.1080176,0,0,0,6.1621926,1.1562656,0,0,0,0,0,0,0.11393733
369,16.94914,0,0,0,0,0.8278527,0.10999345,0,0,0,6.2749112,1.1774159,0,0,0,0,0,0,0.11602147
370,17.253604,0,0,0,0,0.84272372,0.11196931,0,0,0,6.3876297,1.1985663,0,0,0,0,0,0,0.1181056
371,17.558068,0,0,0,0,0.85759475,0.11394516,0,0,0,6.5003482,1.2197166,0,0,0,0,0,0,0.12018974
372,17.862531,0,0,0,0,0.87246577,0.11592101,0,0,0,6.6130668,1.240867,0,0,0,0,0,0,0.12227387
373,18.166995,0,0,0,0,0.88733679,0.11789686,0,0,0,6.7257853,1.2620173,0,0,0,0,0,0,0.12435801
374,18.471459,0,0,0,0,0.90220781,0.11987272,0,0,0,6.8385038,1.2831677,0,0,0,0,0,0,0.12644215
375,18.775922,0,0,0,0,0.91707883,0.12184857,0,0,0,6.9512224,1.304318,0,0,0,0,0,0,0.12852628
376,19.080386,0,0,0,0,0.93194986,0.12382442,0,0,0,7.0639409,1.3254684,0,0,0,0,0,0,0.13061042
377,19.384849,0,0,0,0,0.94682088,0.12580028,0,0,0,7.1766594,1.3466187,0,0,0,0,0,0,0.13269456
378,19.689313,0,0,0,0,0.9616919,0.12777613,0,0,0,7.2893779,1.3677691,0,0,0,0,0,0,0.13477869
379,19.993777,0,0,0,0,0.97656292,0.12975198,0,0,0,7.4020965,1.3889194,0,0,0,0,0,0,0.13686283
380,20.29824,0,0,0,0,0.99143394,0.13172783,0,0,0,7.514815,1.4100698,0,0,0,0,0,0,0.13894696
381,20.602704,0,0,0,0,1.006305,0.13370369,0,0,0,7.6275335,1.4312202,0,0,0,0,0,0,0.1410311
382,20.907168,0,0,0,0,1.021176,0.13567954,0,0,0,7.7402521,1.4523705,0,0,0,0,0,0,0.14311524
