Time (ms),Stress at 0.00 mm (kPa),Stress at 0.25 mm (kPa),Stress at 0.46 mm (kPa),Stress at 0.64 mm (kPa),Stress at 0.85 mm (kPa),Stress at 1.06 mm (kPa),Stress at 1.25 mm (kPa),Stress at 1.46 mm (kPa),Stress at 1.65 mm (kPa),Stress at 1.85 mm (kPa),Stress at 2.05 mm (kPa),Stress at 2.25 mm (kPa)
2924,281.09494,240.55316,218.00504,193.61044,161.48948,130.89184,106.4527,80.94633,59.817888,40.640303,27.293811,19.128832
2925,281.09298,240.55148,218.00353,193.60909,161.48835,130.89093,106.45196,80.945767,59.817472,40.64002,27.293621,19.128699
2926,281.09103,240.54981,218.00201,193.60774,161.48723,130.89002,106.45122,80.945204,59.817056,40.639737,27.293432,19.128566
2927,281.08907,240.54813,218.00049,193.60639,161.48611,130.88911,106.45048,80.94464,59.816639,40.639455,27.293242,19.128433
2928,281.08711,240.54646,217.99898,193.60505,161.48498,130.8882,106.44973,80.944077,59.816223,40.639172,27.293052,19.1283
2929,281.08516,240.54479,217.99746,193.6037,161.48386,130.88729,106.44899,80.943514,59.815807,40.638889,27.292862,19.128167
2930,281.0832,240.54311,217.99594,193.60235,161.48274,130.88638,106.44825,80.942951,59.815391,40.638606,27.292672,19.128034
2931,281.08125,240.54144,217.99443,193.60101,161.48161,130.88547,106.44751,80.942388,59.814975,40.638323,27.292482,19.127901
2932,281.07929,240.53977,217.99291,193.59966,161.48049,130.88456,106.44677,80.941824,59.814558,40.638041,27.292292,19.127768
2933,281.07734,240.53809,217.99139,193.59831,161.47937,130.88364,106.44603,80.941261,59.814142,40.637758,27.292102,19.127635
2934,281.07538,240.53642,217.98987,193.59696,161.47824,130.88273,106.44529,80.940698,59.813726,40.637475,27.291912,19.127501
2935,281.07342,240.53474,217.98836,193.59562,161.47712,130.88182,106.44455,80.940135,59.81331,40.637192,27.291722,19.127368
2936,281.07147,240.53307,217.98684,193.59427,161.476,130.88091,106.44381,80.939572,59.812894,40.63691,27.291533,19.127235
2937,281.06951,240.5314,217.98532,193.59292,161.47487,130.88,106.44307,80.939008,59.812478,40.636627,27.291343,19.127102
2938,281.06756,240.52972,217.98381,193.59158,161.47375,130.87909,106.44233,80.938445,59.812061,40.636344,27.291153,19.126969
2939,281.0656,240.52805,217.98229,193.59023,161.47262,130.87818,106.44159,80.937882,59.811645,40.636061,27.290963,19.126836
2940,281.06365,240.52638,217.98077,193.58888,161.4715,130.87727,106.44085,80.937319,59.811229,40.635779,27.290773,19.126703
2941,281.06169,240.5247,217.97926,193.58753,161.47038,130.87636,106.44011,80.936756,59.810813,40.635496,27.290583,19.12657
2942,281.05973,240.52303,217.97774,193.58619,161.46925,130.87545,106.43937,80.936192,59.810397,40.635213,27.290393,19.126437
2943,281.05778,240.52136,217.97622,193.58484,161.46813,130.87454,106.43862,80.935629,59.80998,40.63493,27.290203,19.126304
2944,281.05582,240.51968,217.97471,193.58349,161.46701,130.87363,106.43788,80.935066,59.809564,40.634648,27.290013,19.126171
2945,281.05387,240.51801,217.97319,193.58215,161.46588,130.87272,106.43714,80.934503,59.809148,40.634365,27.289823,19.126037
2946,281.05191,240.51633,217.97167,193.5808,161.46476,130.87181,106.4364,80.93394,59.808732,40.634082,27.289633,19.125904
2947,281.04995,240.51466,217.97016,193.57945,161.46364,130.87089,106.43566,80.933376,59.808316,40.633799,27.289444,19.125771
2948,281.048,240.51299,217.96864,193.57811,161.46251,130.86998,106.43492,80.932813,59.807899,40.633516,27.289254,19.125638
2949,281.04604,240.51131,217.96712,193.57676,161.46139,130.86907,106.43418,80.93225,59.807483,40.633234,27.289064,19.125505
2950,281.04409,240.50964,217.96561,193.57541,161.46026,130.86816,106.43344,80.931687,59.807067,40.632951,27.288874,19.125372
2951,281.04213,240.50797,217.96409,193.57406,161.45914,130.86725,106.4327,80.931123,59.806651,40.632668,27.288684,19.125239
2952,281.04018,240.50629,217.96257,193.57272,161.45802,130.86634,106.43196,80.93056,59.806235,40.632385,27.288494,19.125106
2953,281.03822,240.50462,217.96106,193.57137,161.45689,130.86543,106.43122,80.929997,59.805818,40.632103,27.288304,19.124973
2954,281.03626,240.50294,217.95954,193.57002,161.45577,130.86452,106.43048,80.929434,59.805402,40.63182,27.288114,19.12484
2955,281.03431,240.50127,217.95802,193.56868,161.45465,130.86361,106.42974,80.928871,59.804986,40.631537,27.287924,19.124707
2956,281.03235,240.4996,217.9565,193.56733,161.45352,130.8627,106.429,80.928307,59.80457,40.631254,27.287734,19.124573
2957,281.0304,240.49792,217.95499,193.56598,161.4524,130.86179,106.42826,80.927744,59.804154,40.630972,27.287545,19.12444
2958,281.02844,240.49625,217.95347,193.56463,161.45128,130.86088,106.42751,80.927181,59.803737,40.630689,27.287355,19.124307
2959,281.02649,240.49458,217.95195,193.56329,161.45015,130.85997,106.42677,80.926618,59.803321,40.630406,27.287165,19.124174
2960,281.02453,240.4929,217.95044,193.56194,161.44903,130.85906,106.42603,80.926055,59.802905,40.630123,27.286975,19.124041
2961,281.02257,240.49123,217.94892,193.56059,161.44791,130.85814,106.42529,80.925491,59.802489,40.629841,27.286785,19.123908
2962,281.02062,240.48955,217.9474,193.55925,161.44678,130.85723,106.42455,80.924928,59.802073,40.629558,27.286595,19.123775
2963,281.01866,240.48788,217.94589,193.5579,161.44566,130.85632,106.42381,80.924365,59.801656,40.629275,27.286405,19.123642
2964,281.01671,240.48621,217.94437,193.55655,161.44453,130.85541,106.42307,80.923802,59.80124,40.628992,27.286215,19.123509
2965,281.01475,240.48453,217.94285,193.5552,161.44341,130.8545,106.42233,80.923239,59.800824,40.628709,27.286025,19.123376
2966,281.01279,240.48286,217.94134,193.55386,161.44229,130.85359,106.42159,80.922675,59.800408,40.628427,27.285835,19.123242
2967,281.01084,240.48119,217.93982,193.55251,161.44116,130.85268,106.42085,80.922112,59.799992,40.628144,27.285646,19.123109
2968,281.00888,240.47951,217.9383,193.55116,161.44004,130.85177,106.42011,80.921549,59.799575,40.627861,27.285456,19.122976
2969,281.00693,240.47784,217.93679,193.54982,161.43892,130.85086,106.41937,80.920986,59.799159,40.627578,27.285266,19.122843
2970,281.00497,240.47616,217.93527,193.54847,161.43779,130.84995,106.41863,80.920423,59.798743,40.627296,27.285076,19.12271
2971,281.00302,240.47449,217.93375,193.54712,161.43667,130.84904,106.41789,80.919859,59.798327,40.627013,27.284886,19.122577
2972,281.00106,240.47282,217.93224,193.54577,161.43555,130.84813,106.41714,80.919296,59.797911,40.62673,27.284696,19.122444
2973,280.9991,240.47114,217.93072,193.54443,161.43442,130.84722,106.4164,80.918733,59.797494,40.626447,27.284506,19.122311
2974,280.99715,240.46947,217.9292,193.54308,161.4333,130.84631,106.41566,80.91817,59.797078,40.626165,27.284316,19.122178
2975,280.99519,240.4678,217.92768,193.54173,161.43217,130.84539,106.41492,80.917607,59.796662,40.625882,27.284126,19.122045
2976,280.99324,240.46612,217.92617,193.54039,161.43105,130.84448,106.41418,80.917043,59.796246,40.625599,27.283936,19.121912
2977,280.99128,240.46445,217.92465,193.53904,161.42993,130.84357,106.41344,80.91648,59.79583,40.625316,27.283746,19.121778
2978,280.98933,240.46278,217.92313,193.53769,161.4288,130.84266,106.4127,80.915917,59.795413,40.625033,27.283557,19.121645
2979,280.98737,240.4611,217.92162,193.53635,161.42768,130.84175,106.41196,80.915354,59.794997,40.624751,27.283367,19.121512
2980,280.98541,240.45943,217.9201,193.535,161.42656,130.84084,106.41122,80.914791,59.794581,40.624468,27.283177,19.121379
2981,280.98346,240.45775,217.91858,193.53365,161.42543,130.83993,106.41048,80.914227,59.794165,40.624185,27.282987,19.121246
2982,280.9815,240.45608,217.91707,193.5323,161.42431,130.83902,106.40974,80.913664,59.793749,40.623902,27.282797,19.121113
2983,280.97955,240.45441,217.91555,193.53096,161.42319,130.83811,106.409,80.913101,59.793332,40.62362,27.282607,19.12098
2984,280.97759,240.45273,217.91403,193.52961,161.42206,130.8372,106.40826,80.912538,59.792916,40.623337,27.282417,19.120847
2985,280.97563,240.45106,217.91252,193.52826,161.42094,130.83629,106.40752,80.911975,59.7925,40.623054,27.282227,19.120714
2986,280.97368,240.44939,217.911,193.52692,161.41982,130.83538,106.40678,80.911411,59.792084,40.622771,27.282037,19.120581
2987,280.97172,240.44771,217.90948,193.52557,161.41869,130.83447,106.40603,80.910848,59.791668,40.622489,27.281847,19.120448
2988,280.96977,240.44604,217.90797,193.52422,161.41757,130.83356,106.40529,80.910285,59.791251,40.622206,27.281658,19.120314
2989,280.96781,240.44436,217.90645,193.52287,161.41644,130.83264,106.40455,80.909722,59.790835,40.621923,27.281468,19.120181
2990,280.96586,240.44269,217.90493,193.52153,161.41532,130.83173,106.40381,80.909158,59.790419,40.62164,27.281278,19.120048
2991,280.9639,240.44102,217.90342,193.52018,161.4142,130.83082,106.40307,80.908595,59.790003,40.621358,27.281088,19.119915
2992,280.96194,240.43934,217.9019,193.51883,161.41307,130.82991,106.40233,80.908032,59.789587,40.621075,27.280898,19.119782
2993,280.95999,240.43767,217.90038,193.51749,161.41195,130.829,106.40159,80.907469,59.78917,40.620792,27.280708,19.119649
2994,280.95803,240.436,217.89887,193.51614,161.41083,130.82809,106.40085,80.906906,59.788754,40.620509,27.280518,19.119516
2995,280.95608,240.43432,217.89735,193.51479,161.4097,130.82718,106.40011,80.906342,59.788338,40.620226,27.280328,19.119383
2996,280.95412,240.43265,217.89583,193.51344,161.40858,130.82627,106.39937,80.905779,59.787922,40.619944,27.280138,19.11925
2997,280.95217,240.43097,217.89431,193.5121,161.40746,130.82536,106.39863,80.905216,59.787506,40.619661,27.279948,19.119117
2998,280.95021,240.4293,217.8928,193.51075,161.40633,130.82445,106.39789,80.904653,59.787089,40.619378,27.279758,19.118983
2999,280.94825,240.42763,217.89128,193.5094,161.40521,130.82354,106.39715,80.90409,59.786673,40.619095,27.279569,19.11885
3000,280.9463,240.42595,217.88976,193.50806,161.40408,130.82263,106.39641,80.903526,59.786257,40.618813,27.279379,19.118717
3001,280.94434,240.42428,217.88825,193.50671,161.40296,130.82172,106.39567,80.902963,59.785841,40.61853,27.279189,19.118584
3002,280.94239,240.42261,217.88673,193.50536,161.40184,130.82081,106.39492,80.9024,59.785425,40.618247,27.278999,19.118451
3003,280.94043,240.42093,217.88521,193.50401,161.40071,130.81989,106.39418,80.901837,59.785008,40.617964,27.278809,19.118318
3004,280.93847,240.41926,217.8837,193.50267,161.39959,130.81898,106.39344,80.901274,59.784592,40.617682,27.278619,19.118185
3005,280.93652,240.41758,217.88218,193.50132,161.39847,130.81807,106.3927,80.90071,59.784176,40.617399,27.278429,19.118052
3006,280.93456,240.41591,217.88066,193.49997,161.39734,130.81716,106.39196,80.900147,59.78376,40.617116,27.278239,19.117919
3007,280.93261,240.41424,217.87915,193.49863,161.39622,130.81625,106.39122,80.899584,59.783344,40.616833,27.278049,19.117786
3008,280.93065,240.41256,217.87763,193.49728,161.3951,130.81534,106.39048,80.899021,59.782927,40.616551,27.277859,19.117653
3009,280.9287,240.41089,217.87611,193.49593,161.39397,130.81443,106.38974,80.898458,59.782511,40.616268,27.27767,19.117519
3010,280.92674,240.40922,217.8746,193.49459,161.39285,130.81352,106.389,80.897894,59.782095,40.615985,27.27748,19.117386
3011,280.92478,240.40754,217.87308,193.49324,161.39172,130.81261,106.38826,80.897331,59.781679,40.615702,27.27729,19.117253
3012,280.92283,240.40587,217.87156,193.49189,161.3906,130.8117,106.38752,80.896768,59.781263,40.615419,27.2771,19.11712
3013,280.92087,240.4042,217.87005,193.49054,161.38948,130.81079,106.38678,80.896205,59.780846,40.615137,27.27691,19.116987
3014,280.91892,240.40252,217.86853,193.4892,161.38835,130.80988,106.38604,80.895642,59.78043,40.614854,27.27672,19.116854
3015,280.91696,240.40085,217.86701,193.48785,161.38723,130.80897,106.3853,80.895078,59.780014,40.614571,27.27653,19.116721
3016,280.91501,240.39917,217.8655,193.4865,161.38611,130.80806,106.38456,80.894515,59.779598,40.614288,27.27634,19.116588
3017,280.90904,240.39407,217.86087,193.48239,161.38268,130.80528,106.38229,80.892796,59.778328,40.613425,27.275761,19.116182
3018,280.90307,240.38896,217.85624,193.47828,161.37925,130.8025,106.38003,80.891077,59.777057,40.612562,27.275181,19.115775
3019,280.8971,240.38385,217.85161,193.47417,161.37582,130.79972,106.37777,80.889358,59.775787,40.611699,27.274601,19.115369
3020,280.89113,240.37874,217.84698,193.47006,161.37239,130.79694,106.37551,80.88764,59.774517,40.610836,27.274022,19.114963
3021,280.88516,240.37363,217.84235,193.46595,161.36896,130.79416,106.37325,80.885921,59.773247,40.609973,27.273442,19.114557
3022,280.87919,240.36853,217.83772,193.46183,161.36553,130.79138,106.37099,80.884202,59.771976,40.60911,27.272863,19.114151
3023,280.87322,240.36342,217.83309,193.45772,161.3621,130.7886,106.36873,80.882483,59.770706,40.608247,27.272283,19.113744
3024,280.86725,240.35831,217.82846,193.45361,161.35867,130.78582,106.36647,80.880764,59.769436,40.607384,27.271704,19.113338
3025,280.86128,240.3532,217.82383,193.4495,161.35524,130.78304,106.36421,80.879045,59.768166,40.606521,27.271124,19.112932
3026,280.85531,240.34809,217.8192,193.44539,161.35181,130.78026,106.36195,80.877326,59.766895,40.605658,27.270544,19.112526
3027,280.84935,240.34298,217.81457,193.44128,161.34839,130.77748,106.35969,80.875607,59.765625,40.604795,27.269965,19.11212
3028,280.84338,240.33788,217.80994,193.43717,161.34496,130.7747,106.35743,80.873888,59.764355,40.603932,27.269385,19.111713
3029,280.83741,240.33277,217.80531,193.43306,161.34153,130.77192,106.35517,80.872169,59.763085,40.603069,27.268806,19.111307
3030,280.83144,240.32766,217.80068,193.42894,161.3381,130.76914,106.35291,80.870451,59.761814,40.602206,27.268226,19.110901
3031,280.82547,240.32255,217.79605,193.42483,161.33467,130.76636,106.35065,80.868732,59.760544,40.601343,27.267646,19.110495
3032,280.8195,240.31744,217.79143,193.42072,161.33124,130.76358,106.34839,80.867013,59.759274,40.60048,27.267067,19.110089
3033,280.81353,240.31234,217.7868,193.41661,161.32781,130.7608,106.34613,80.865294,59.758004,40.599617,27.266487,19.109682
3034,280.80756,240.30723,217.78217,193.4125,161.32438,130.75802,106.34387,80.863575,59.756734,40.598754,27.265908,19.109276
3035,280.80159,240.30212,217.77754,193.40839,161.32095,130.75524,106.34161,80.861856,59.755463,40.597891,27.265328,19.10887
3036,280.79562,240.29701,217.77291,193.40428,161.31752,130.75247,106.33934,80.860137,59.754193,40.597028,27.264748,19.108464
3037,280.78965,240.2919,217.76828,193.40016,161.31409,130.74969,106.33708,80.858418,59.752923,40.596165,27.264169,19.108058
3038,280.78369,240.28679,217.76365,193.39605,161.31066,130.74691,106.33482,80.856699,59.751653,40.595302,27.263589,19.107651
3039,280.77772,240.28169,217.75902,193.39194,161.30723,130.74413,106.33256,80.85498,59.750382,40.594439,27.26301,19.107245
3040,280.77175,240.27658,217.75439,193.38783,161.30381,130.74135,106.3303,80.853261,59.749112,40.593576,27.26243,19.106839
3041,280.76578,240.27147,217.74976,193.38372,161.30038,130.73857,106.32804,80.851543,59.747842,40.592713,27.261851,19.106433
3042,280.75981,240.26636,217.74513,193.37961,161.29695,130.73579,106.32578,80.849824,59.746572,40.59185,27.261271,19.106027
3043,280.75384,240.26125,217.7405,193.3755,161.29352,130.73301,106.32352,80.848105,59.745301,40.590987,27.260691,19.10562
3044,280.74787,240.25615,217.73587,193.37139,161.29009,130.73023,106.32126,80.846386,59.744031,40.590124,27.260112,19.105214
3045,280.7419,240.25104,217.73124,193.36727,161.28666,130.72745,106.319,80.844667,59.742761,40.589261,27.259532,19.104808
3046,280.73593,240.24593,217.72661,193.36316,161.28323,130.72467,106.31674,80.842948,59.741491,40.588398,27.258953,19.104402
3047,280.72996,240.24082,217.72198,193.35905,161.2798,130.72189,106.31448,80.841229,59.74022,40.587535,27.258373,19.103996
3048,280.72399,240.23571,217.71736,193.35494,161.27637,130.71911,106.31222,80.83951,59.73895,40.586672,27.257793,19.103589
3049,280.71803,240.2306,217.71273,193.35083,161.27294,130.71633,106.30996,80.837791,59.73768,40.585809,27.257214,19.103183
3050,280.71206,240.2255,217.7081,193.34672,161.26951,130.71355,106.3077,80.836072,59.73641,40.584946,27.256634,19.102777
3051,280.70609,240.22039,217.70347,193.34261,161.26608,130.71077,106.30544,80.834354,59.735139,40.584083,27.256055,19.102371
3052,280.70012,240.21528,217.69884,193.33849,161.26265,130.70799,106.30318,80.832635,59.733869,40.58322,27.255475,19.101965
3053,280.69415,240.21017,217.69421,193.33438,161.25922,130.70521,106.30092,80.830916,59.732599,40.582357,27.254896,19.101558
3054,280.68818,240.20506,217.68958,193.33027,161.2558,130.70243,106.29866,80.829197,59.731329,40.581494,27.254316,19.101152
3055,280.68221,240.19996,217.68495,193.32616,161.25237,130.69965,106.29639,80.827478,59.730059,40.580631,27.253736,19.100746
3056,280.67624,240.19485,217.68032,193.32205,161.24894,130.69688,106.29413,80.825759,59.728788,40.579768,27.253157,19.10034
3057,280.67027,240.18974,217.67569,193.31794,161.24551,130.6941,106.29187,80.82404,59.727518,40.578905,27.252577,19.099933
3058,280.6643,240.18463,217.67106,193.31383,161.24208,130.69132,106.28961,80.822321,59.726248,40.578042,27.251998,19.099527
3059,280.65833,240.17952,217.66643,193.30972,161.23865,130.68854,106.28735,80.820602,59.724978,40.577179,27.251418,19.099121
3060,280.65237,240.17441,217.6618,193.3056,161.23522,130.68576,106.28509,80.818883,59.723707,40.576316,27.250838,19.098715
3061,280.6464,240.16931,217.65717,193.30149,161.23179,130.68298,106.28283,80.817165,59.722437,40.575453,27.250259,19.098309
3062,280.64043,240.1642,217.65254,193.29738,161.22836,130.6802,106.28057,80.815446,59.721167,40.57459,27.249679,19.097902
3063,280.63446,240.15909,217.64792,193.29327,161.22493,130.67742,106.27831,80.813727,59.719897,40.573727,27.2491,19.097496
3064,280.62849,240.15398,217.64329,193.28916,161.2215,130.67464,106.27605,80.812008,59.718626,40.572864,27.24852,19.09709
3065,280.62252,240.14887,217.63866,193.28505,161.21807,130.67186,106.27379,80.810289,59.717356,40.572001,27.24794,19.096684
3066,280.61655,240.14377,217.63403,193.28094,161.21464,130.66908,106.27153,80.80857,59.716086,40.571138,27.247361,19.096278
3067,280.61058,240.13866,217.6294,193.27682,161.21122,130.6663,106.26927,80.806851,59.714816,40.570275,27.246781,19.095871
3068,280.60461,240.13355,217.62477,193.27271,161.20779,130.66352,106.26701,80.805132,59.713545,40.569412,27.246202,19.095465
3069,280.59864,240.12844,217.62014,193.2686,161.20436,130.66074,106.26475,80.803413,59.712275,40.568549,27.245622,19.095059
3070,280.59268,240.12333,217.61551,193.26449,161.20093,130.65796,106.26249,80.801694,59.711005,40.567686,27.245043,19.094653
3071,280.58671,240.11822,217.61088,193.26038,161.1975,130.65518,106.26023,80.799975,59.709735,40.566823,27.244463,19.094247
3072,280.58074,240.11312,217.60625,193.25627,161.19407,130.6524,106.25797,80.798257,59.708464,40.56596,27.243883,19.09384
3073,280.57477,240.10801,217.60162,193.25216,161.19064,130.64962,106.2557,80.796538,59.707194,40.565097,27.243304,19.093434
3074,280.5688,240.1029,217.59699,193.24805,161.18721,130.64684,106.25344,80.794819,59.705924,40.564234,27.242724,19.093028
3075,280.56283,240.09779,217.59236,193.24393,161.18378,130.64406,106.25118,80.7931,59.704654,40.563371,27.242145,19.092622
3076,280.55686,240.09268,217.58773,193.23982,161.18035,130.64129,106.24892,80.791381,59.703383,40.562508,27.241565,19.092216
3077,280.55089,240.08758,217.5831,193.23571,161.17692,130.63851,106.24666,80.789662,59.702113,40.561645,27.240985,19.091809
3078,280.54492,240.08247,217.57847,193.2316,161.17349,130.63573,106.2444,80.787943,59.700843,40.560782,27.240406,19.091403
3079,280.53895,240.07736,217.57385,193.22749,161.17006,130.63295,106.24214,80.786224,59.699573,40.559919,27.239826,19.090997
3080,280.53298,240.07225,217.56922,193.22338,161.16664,130.63017,106.23988,80.784505,59.698303,40.559056,27.239247,19.090591
3081,280.52702,240.06714,217.56459,193.21927,161.16321,130.62739,106.23762,80.782786,59.697032,40.558193,27.238667,19.090185
3082,280.52105,240.06203,217.55996,193.21515,161.15978,130.62461,106.23536,80.781068,59.695762,40.55733,27.238087,19.089778
3083,280.51508,240.05693,217.55533,193.21104,161.15635,130.62183,106.2331,80.779349,59.694492,40.556467,27.237508,19.089372
3084,280.50911,240.05182,217.5507,193.20693,161.15292,130.61905,106.23084,80.77763,59.693222,40.555604,27.236928,19.088966
3085,280.50314,240.04671,217.54607,193.20282,161.14949,130.61627,106.22858,80.775911,59.691951,40.554741,27.236349,19.08856
3086,280.49717,240.0416,217.54144,193.19871,161.14606,130.61349,106.22632,80.774192,59.690681,40.553878,27.235769,19.088154
3087,280.4912,240.03649,217.53681,193.1946,161.14263,130.61071,106.22406,80.772473,59.689411,40.553015,27.23519,19.087747
3088,280.48523,240.03139,217.53218,193.19049,161.1392,130.60793,106.2218,80.770754,59.688141,40.552152,27.23461,19.087341
3089,280.47926,240.02628,217.52755,193.18637,161.13577,130.60515,106.21954,80.769035,59.68687,40.551289,27.23403,19.086935
3090,280.47329,240.02117,217.52292,193.18226,161.13234,130.60237,106.21728,80.767316,59.6856,40.550426,27.233451,19.086529
3091,280.46732,240.01606,217.51829,193.17815,161.12891,130.59959,106.21502,80.765597,59.68433,40.549563,27.232871,19.086123
3092,280.46136,240.01095,217.51366,193.17404,161.12548,130.59681,106.21275,80.763878,59.68306,40.5487,27.232292,19.085716
3093,280.45539,240.00584,217.50903,193.16993,161.12205,130.59403,106.21049,80.76216,59.681789,40.547837,27.231712,19.08531
3094,280.44942,240.00074,217.50441,193.16582,161.11863,130.59125,106.20823,80.760441,59.680519,40.546974,27.231132,19.084904
3095,280.44345,239.99563,217.49978,193.16171,161.1152,130.58847,106.20597,80.758722,59.679249,40.546111,27.230553,19.084498
3096,280.43748,239.99052,217.49515,193.1576,161.11177,130.5857,106.20371,80.757003,59.677979,40.545248,27.229973,19.084092
3097,280.43151,239.98541,217.49052,193.15348,161.10834,130.58292,106.20145,80.755284,59.676708,40.544385,27.229394,19.083685
3098,280.42554,239.9803,217.48589,193.14937,161.10491,130.58014,106.19919,80.753565,59.675438,40.543522,27.228814,19.083279
3099,280.41957,239.9752,217.48126,193.14526,161.10148,130.57736,106.19693,80.751846,59.674168,40.542659,27.228235,19.082873
3100,280.4136,239.97009,217.47663,193.14115,161.09805,130.57458,106.19467,80.750127,59.672898,40.541796,27.227655,19.082467
3101,280.40763,239.96498,217.472,193.13704,161.09462,130.5718,106.19241,80.748408,59.671628,40.540933,27.227075,19.082061
3102,280.40166,239.95987,217.46737,193.13293,161.09119,130.56902,106.19015,80.746689,59.670357,40.54007,27.226496,19.081654
3103,280.3957,239.95476,217.46274,193.12882,161.08776,130.56624,106.18789,80.744971,59.669087,40.539207,27.225916,19.081248
3104,280.38973,239.94966,217.45811,193.1247,161.08433,130.56346,106.18563,80.743252,59.667817,40.538344,27.225337,19.080842
3105,280.38376,239.94455,217.45348,193.12059,161.0809,130.56068,106.18337,80.741533,59.666547,40.537481,27.224757,19.080436
3106,280.37779,239.93944,217.44885,193.11648,161.07747,130.5579,106.18111,80.739814,59.665276,40.536618,27.224177,19.08003
3107,280.37182,239.93433,217.44422,193.11237,161.07405,130.55512,106.17885,80.738095,59.664006,40.535755,27.223598,19.079623
3108,280.36585,239.92922,217.43959,193.10826,161.07062,130.55234,106.17659,80.736376,59.662736,40.534892,27.223018,19.079217
3109,280.35988,239.92411,217.43496,193.10415,161.06719,130.54956,106.17433,80.734657,59.661466,40.534029,27.222439,19.078811
3110,280.35391,239.91901,217.43034,193.10004,161.06376,130.54678,106.17207,80.732938,59.660195,40.533166,27.221859,19.078405
3111,280.34794,239.9139,217.42571,193.09593,161.06033,130.544,106.1698,80.731219,59.658925,40.532303,27.221279,19.077999
3112,280.34197,239.90879,217.42108,193.09181,161.0569,130.54122,106.16754,80.7295,59.657655,40.53144,27.2207,19.077592
3113,280.336,239.90368,217.41645,193.0877,161.05347,130.53844,106.16528,80.727782,59.656385,40.530577,27.22012,19.077186
3114,280.33004,239.89857,217.41182,193.08359,161.05004,130.53566,106.16302,80.726063,59.655114,40.529714,27.219541,19.07678
3115,280.32407,239.89347,217.40719,193.07948,161.04661,130.53288,106.16076,80.724344,59.653844,40.528851,27.218961,19.076374
3116,280.3181,239.88836,217.40256,193.07537,161.04318,130.53011,106.1585,80.722625,59.652574,40.527988,27.218382,19.075968
3117,280.31213,239.88325,217.39793,193.07126,161.03975,130.52733,106.15624,80.720906,59.651304,40.527125,27.217802,19.075561
3118,280.30616,239.87814,217.3933,193.06715,161.03632,130.52455,106.15398,80.719187,59.650033,40.526262,27.217222,19.075155
3119,280.30019,239.87303,217.38867,193.06303,161.03289,130.52177,106.15172,80.717468,59.648763,40.525399,27.216643,19.074749
3120,280.29422,239.86792,217.38404,193.05892,161.02947,130.51899,106.14946,80.715749,59.647493,40.524536,27.216063,19.074343
3121,280.28825,239.86282,217.37941,193.05481,161.02604,130.51621,106.1472,80.71403,59.646223,40.523673,27.215484,19.073937
3122,280.28228,239.85771,217.37478,193.0507,161.02261,130.51343,106.14494,80.712311,59.644952,40.52281,27.214904,19.07353
3123,280.27631,239.8526,217.37015,193.04659,161.01918,130.51065,106.14268,80.710592,59.643682,40.521947,27.214324,19.073124
3124,280.27034,239.84749,217.36552,193.04248,161.01575,130.50787,106.14042,80.708874,59.642412,40.521084,27.213745,19.072718
3125,280.26438,239.84238,217.36089,193.03837,161.01232,130.50509,106.13816,80.707155,59.641142,40.520221,27.213165,19.072312
3126,280.25949,239.8382,217.3571,193.035,161.00951,130.50281,106.13631,80.705747,59.640102,40.519515,27.212691,19.071979
3127,280.2546,239.83402,217.35331,193.03163,161.0067,130.50054,106.13445,80.704339,59.639061,40.518808,27.212216,19.071646
3128,280.24971,239.82983,217.34952,193.02827,161.00389,130.49826,106.1326,80.702932,59.638021,40.518101,27.211741,19.071314
3129,280.24482,239.82565,217.34573,193.0249,161.00109,130.49599,106.13075,80.701524,59.636981,40.517394,27.211267,19.070981
3130,280.23994,239.82147,217.34194,193.02153,160.99828,130.49371,106.1289,80.700117,59.635941,40.516688,27.210792,19.070649
3131,280.23505,239.81729,217.33815,193.01817,160.99547,130.49143,106.12705,80.698709,59.634901,40.515981,27.210318,19.070316
3132,280.23016,239.8131,217.33436,193.0148,160.99266,130.48916,106.1252,80.697302,59.63386,40.515274,27.209843,19.069983
3133,280.22527,239.80892,217.33057,193.01143,160.98985,130.48688,106.12335,80.695894,59.63282,40.514568,27.209368,19.069651
3134,280.22038,239.80474,217.32678,193.00807,160.98705,130.4846,106.1215,80.694486,59.63178,40.513861,27.208894,19.069318
3135,280.2155,239.80055,217.32299,193.0047,160.98424,130.48233,106.11965,80.693079,59.63074,40.513154,27.208419,19.068985
3136,280.21061,239.79637,217.31919,193.00133,160.98143,130.48005,106.11779,80.691671,59.6297,40.512448,27.207944,19.068653
3137,280.20572,239.79219,217.3154,192.99797,160.97862,130.47778,106.11594,80.690264,59.62866,40.511741,27.20747,19.06832
3138,280.20083,239.788,217.31161,192.9946,160.97581,130.4755,106.11409,80.688856,59.627619,40.511034,27.206995,19.067987
3139,280.19594,239.78382,217.30782,192.99123,160.973,130.47322,106.11224,80.687448,59.626579,40.510327,27.206521,19.067655
3140,280.19106,239.77964,217.30403,192.98787,160.9702,130.47095,106.11039,80.686041,59.625539,40.509621,27.206046,19.067322
3141,280.18617,239.77546,217.30024,192.9845,160.96739,130.46867,106.10854,80.684633,59.624499,40.508914,27.205571,19.06699
3142,280.18128,239.77127,217.29645,192.98113,160.96458,130.4664,106.10669,80.683226,59.623459,40.508207,27.205097,19.066657
