Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa),Coord 49 Stress (kPa),Coord 50 Stress (kPa),Coord 51 Stress (kPa),Coord 52 Stress (kPa),Coord 53 Stress (kPa),Coord 54 Stress (kPa),Coord 55 Stress (kPa),Coord 56 Stress (kPa),Coord 57 Stress (kPa),Coord 58 Stress (kPa),Coord 59 Stress (kPa),Coord 60 Stress (kPa),Coord 61 Stress (kPa),Coord 62 Stress (kPa),Coord 63 Stress (kPa),Coord 64 Stress (kPa),Coord 65 Stress (kPa),Coord 66 Stress (kPa),Coord 67 Stress (kPa),Coord 68 Stress (kPa),Coord 69 Stress (kPa),Coord 70 Stress (kPa),Coord 71 Stress (kPa),Coord 72 Stress (kPa),Coord 73 Stress (kPa),Coord 74 Stress (kPa),Coord 75 Stress (kPa),Coord 76 Stress (kPa),Coord 77 Stress (kPa),Coord 78 Stress (kPa),Coord 79 Stress (kPa),Coord 80 Stress (kPa),Coord 81 Stress (kPa),Coord 82 Stress (kPa),Coord 83 Stress (kPa),Coord 84 Stress (kPa),Coord 85 Stress (kPa),Coord 86 Stress (kPa),Coord 87 Stress (kPa),Coord 88 Stress (kPa),Coord 89 Stress (kPa),Coord 90 Stress (kPa),Coord 91 Stress (kPa),Coord 92 Stress (kPa),Coord 93 Stress (kPa),Coord 94 Stress (kPa),Coord 95 Stress (kPa),Coord 96 Stress (kPa),Coord 97 Stress (kPa),Coord 98 Stress (kPa),Coord 99 Stress (kPa),Coord 100 Stress (kPa),Coord 101 Stress (kPa),Coord 102 Stress (kPa),Coord 103 Stress (kPa)
33,5.5135296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45679391,0.30931852,0,0,0,0,0,0,0,0,0,0,0.72703109,2.2840887,2.1526983,0.79170864,0,0,0,0,0,0,0,0,1.7546593,3.5332521,4.5457556,0.94579687,0,0,0,0,0,0,0,0,1.2151399,3.0956464,1.6510664,0.2481852,0,0,0,0,0,0,0,0,0,0.15760281,0.3902904,0.019614352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,5.702647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47246222,0.31992833,0,0,0,0,0,0,0,0,0,0,0.7519687,2.3624344,2.2265371,0.81886473,0,0,0,0,0,0,0,0,1.8148451,3.6544448,4.7016777,0.97823827,0,0,0,0,0,0,0,0,1.2568199,3.2018289,1.707699,0.2566981,0,0,0,0,0,0,0,0,0,0.16300869,0.4036776,0.020287136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,5.8917644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48813053,0.33053814,0,0,0,0,0,0,0,0,0,0,0.7769063,2.44078,2.300376,0.84602081,0,0,0,0,0,0,0,0,1.875031,3.7756375,4.8575999,1.0106797,0,0,0,0,0,0,0,0,1.2984999,3.3080115,1.7643316,0.26521101,0,0,0,0,0,0,0,0,0,0.16841456,0.4170648,0.02095992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,6.0808818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.50379884,0.34114795,0,0,0,0,0,0,0,0,0,0,0.80184391,2.5191256,2.3742148,0.87317689,0,0,0,0,0,0,0,0,1.9352169,3.8968302,5.013522,1.0431211,0,0,0,0,0,0,0,0,1.34018,3.414194,1.8209642,0.27372391,0,0,0,0,0,0,0,0,0,0.17382043,0.43045199,0.021632704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,6.2699992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51946714,0.35175777,0,0,0,0,0,0,0,0,0,0,0.82678151,2.5974712,2.4480537,0.90033298,0,0,0,0,0,0,0,0,1.9954028,4.0180228,5.1694442,1.0755625,0,0,0,0,0,0,0,0,1.38186,3.5203766,1.8775967,0.28223681,0,0,0,0,0,0,0,0,0,0.1792263,0.44383919,0.022305488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,6.4591166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53513545,0.36236758,0,0,0,0,0,0,0,0,0,0,0.85171912,2.6758168,2.5218925,0.92748906,0,0,0,0,0,0,0,0,2.0555886,4.1392155,5.3253664,1.1080039,0,0,0,0,0,0,0,0,1.42354,3.6265591,1.9342293,0.29074971,0,0,0,0,0,0,0,0,0,0.18463217,0.45722639,0.022978272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,6.648234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55080376,0.37297739,0,0,0,0,0,0,0,0,0,0,0.87665672,2.7541625,2.5957314,0.95464515,0,0,0,0,0,0,0,0,2.1157745,4.2604082,5.4812885,1.1404453,0,0,0,0,0,0,0,0,1.46522,3.7327416,1.9908619,0.29926262,0,0,0,0,0,0,0,0,0,0.19003804,0.47061358,0.023651056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,6.8373513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56647206,0.3835872,0,0,0,0,0,0,0,0,0,0,0.90159433,2.8325081,2.6695702,0.98180123,0,0,0,0,0,0,0,0,2.1759604,4.3816009,5.6372107,1.1728867,0,0,0,0,0,0,0,0,1.5069001,3.8389242,2.0474945,0.30777552,0,0,0,0,0,0,0,0,0,0.19544391,0.48400078,0.02432384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,7.0264687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58214037,0.39419701,0,0,0,0,0,0,0,0,0,0,0.92653194,2.9108537,2.7434091,1.0089573,0,0,0,0,0,0,0,0,2.2361462,4.5027936,5.7931328,1.2053281,0,0,0,0,0,0,0,0,1.5485801,3.9451067,2.104127,0.31628842,0,0,0,0,0,0,0,0,0,0.20084979,0.49738797,0.024996624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,7.2155861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59780868,0.40480683,0,0,0,0,0,0,0,0,0,0,0.95146954,2.9891993,2.8172479,1.0361134,0,0,0,0,0,0,0,0,2.2963321,4.6239862,5.949055,1.2377695,0,0,0,0,0,0,0,0,1.5902601,4.0512893,2.1607596,0.32480132,0,0,0,0,0,0,0,0,0,0.20625566,0.51077517,0.025669409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,7.4047035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61347698,0.41541664,0,0,0,0,0,0,0,0,0,0,0.97640715,3.0675449,2.8910868,1.0632695,0,0,0,0,0,0,0,0,2.356518,4.7451789,6.1049771,1.2702109,0,0,0,0,0,0,0,0,1.6319402,4.1574718,2.2173922,0.33331422,0,0,0,0,0,0,0,0,0,0.21166153,0.52416237,0.026342193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,7.5938209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62914529,0.42602645,0,0,0,0,0,0,0,0,0,0,1.0013448,3.1458906,2.9649256,1.0904256,0,0,0,0,0,0,0,0,2.4167039,4.8663716,6.2608993,1.3026523,0,0,0,0,0,0,0,0,1.6736202,4.2636543,2.2740248,0.34182713,0,0,0,0,0,0,0,0,0,0.2170674,0.53754956,0.027014977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,7.7829383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6448136,0.43663626,0,0,0,0,0,0,0,0,0,0,1.0262824,3.2242362,3.0387644,1.1175816,0,0,0,0,0,0,0,0,2.4768897,4.9875643,6.4168215,1.3350937,0,0,0,0,0,0,0,0,1.7153002,4.3698369,2.3306573,0.35034003,0,0,0,0,0,0,0,0,0,0.22247327,0.55093676,0.027687761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,7.9720557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6604819,0.44724607,0,0,0,0,0,0,0,0,0,0,1.05122,3.3025818,3.1126033,1.1447377,0,0,0,0,0,0,0,0,2.5370756,5.108757,6.5727436,1.3675351,0,0,0,0,0,0,0,0,1.7569803,4.4760194,2.3872899,0.35885293,0,0,0,0,0,0,0,0,0,0.22787914,0.56432396,0.028360545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,8.1611731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67615021,0.45785588,0,0,0,0,0,0,0,0,0,0,1.0761576,3.3809274,3.1864421,1.1718938,0,0,0,0,0,0,0,0,2.5972615,5.2299496,6.7286658,1.3999765,0,0,0,0,0,0,0,0,1.7986603,4.582202,2.4439225,0.36736583,0,0,0,0,0,0,0,0,0,0.23328502,0.57771115,0.029033329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,8.3502905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69181852,0.4684657,0,0,0,0,0,0,0,0,0,0,1.1010952,3.459273,3.260281,1.1990499,0,0,0,0,0,0,0,0,2.6574473,5.3511423,6.8845879,1.4324179,0,0,0,0,0,0,0,0,1.8403403,4.6883845,2.5005551,0.37587874,0,0,0,0,0,0,0,0,0,0.23869089,0.59109835,0.029706113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,8.5394079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70748682,0.47907551,0,0,0,0,0,0,0,0,0,0,1.1260328,3.5376187,3.3341198,1.226206,0,0,0,0,0,0,0,0,2.7176332,5.472335,7.0405101,1.4648593,0,0,0,0,0,0,0,0,1.8820204,4.794567,2.5571876,0.38439164,0,0,0,0,0,0,0,0,0,0.24409676,0.60448555,0.030378897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8.7285253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72315513,0.48968532,0,0,0,0,0,0,0,0,0,0,1.1509704,3.6159643,3.4079587,1.2533621,0,0,0,0,0,0,0,0,2.7778191,5.5935277,7.1964323,1.4973007,0,0,0,0,0,0,0,0,1.9237004,4.9007496,2.6138202,0.39290454,0,0,0,0,0,0,0,0,0,0.24950263,0.61787274,0.031051681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,8.9176426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73882344,0.50029513,0,0,0,0,0,0,0,0,0,0,1.175908,3.6943099,3.4817975,1.2805182,0,0,0,0,0,0,0,0,2.838005,5.7147203,7.3523544,1.5297421,0,0,0,0,0,0,0,0,1.9653804,5.0069321,2.6704528,0.40141744,0,0,0,0,0,0,0,0,0,0.2549085,0.63125994,0.031724465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,9.10676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75449174,0.51090494,0,0,0,0,0,0,0,0,0,0,1.2008456,3.7726555,3.5556364,1.3076742,0,0,0,0,0,0,0,0,2.8981908,5.835913,7.5082766,1.5621835,0,0,0,0,0,0,0,0,2.0070604,5.1131147,2.7270854,0.40993034,0,0,0,0,0,0,0,0,0,0.26031437,0.64464713,0.032397249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,9.2958774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77016005,0.52151476,0,0,0,0,0,0,0,0,0,0,1.2257832,3.8510012,3.6294752,1.3348303,0,0,0,0,0,0,0,0,2.9583767,5.9571057,7.6641987,1.5946249,0,0,0,0,0,0,0,0,2.0487405,5.2192972,2.7837179,0.41844325,0,0,0,0,0,0,0,0,0,0.26572024,0.65803433,0.033070034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,9.4849948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78582836,0.53212457,0,0,0,0,0,0,0,0,0,0,1.2507208,3.9293468,3.7033141,1.3619864,0,0,0,0,0,0,0,0,3.0185626,6.0782984,7.8201209,1.6270663,0,0,0,0,0,0,0,0,2.0904205,5.3254797,2.8403505,0.42695615,0,0,0,0,0,0,0,0,0,0.27112612,0.67142153,0.033742818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,9.6741122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80149666,0.54273438,0,0,0,0,0,0,0,0,0,0,1.2756584,4.0076924,3.7771529,1.3891425,0,0,0,0,0,0,0,0,3.0787484,6.1994911,7.976043,1.6595077,0,0,0,0,0,0,0,0,2.1321005,5.4316623,2.8969831,0.43546905,0,0,0,0,0,0,0,0,0,0.27653199,0.68480872,0.034415602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,9.8632296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81716497,0.55334419,0,0,0,0,0,0,0,0,0,0,1.300596,4.086038,3.8509918,1.4162986,0,0,0,0,0,0,0,0,3.1389343,6.3206837,8.1319652,1.6919491,0,0,0,0,0,0,0,0,2.1737806,5.5378448,2.9536157,0.44398195,0,0,0,0,0,0,0,0,0,0.28193786,0.69819592,0.035088386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,10.052347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83283328,0.563954,0,0,0,0,0,0,0,0,0,0,1.3255336,4.1643836,3.9248306,1.4434547,0,0,0,0,0,0,0,0,3.1991202,6.4418764,8.2878874,1.7243905,0,0,0,0,0,0,0,0,2.2154606,5.6440273,3.0102482,0.45249485,0,0,0,0,0,0,0,0,0,0.28734373,0.71158312,0.03576117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,10.241464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84850159,0.57456381,0,0,0,0,0,0,0,0,0,0,1.3504712,4.2427293,3.9986695,1.4706107,0,0,0,0,0,0,0,0,3.2593061,6.5630691,8.4438095,1.7568319,0,0,0,0,0,0,0,0,2.2571406,5.7502099,3.0668808,0.46100776,0,0,0,0,0,0,0,0,0,0.2927496,0.72497031,0.036433954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,10.430582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86416989,0.58517363,0,0,0,0,0,0,0,0,0,0,1.3754088,4.3210749,4.0725083,1.4977668,0,0,0,0,0,0,0,0,3.3194919,6.6842618,8.5997317,1.7892733,0,0,0,0,0,0,0,0,2.2988207,5.8563924,3.1235134,0.46952066,0,0,0,0,0,0,0,0,0,0.29815547,0.73835751,0.037106738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,10.619699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8798382,0.59578344,0,0,0,0,0,0,0,0,0,0,1.4003464,4.3994205,4.1463472,1.5249229,0,0,0,0,0,0,0,0,3.3796778,6.8054545,8.7556538,1.8217147,0,0,0,0,0,0,0,0,2.3405007,5.962575,3.180146,0.47803356,0,0,0,0,0,0,0,0,0,0.30356135,0.7517447,0.037779522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,10.808817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89550651,0.60639325,0,0,0,0,0,0,0,0,0,0,1.425284,4.4777661,4.220186,1.552079,0,0,0,0,0,0,0,0,3.4398637,6.9266471,8.911576,1.8541562,0,0,0,0,0,0,0,0,2.3821807,6.0687575,3.2367785,0.48654646,0,0,0,0,0,0,0,0,0,0.30896722,0.7651319,0.038452306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,10.997934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91117481,0.61700306,0,0,0,0,0,0,0,0,0,0,1.4502216,4.5561117,4.2940249,1.5792351,0,0,0,0,0,0,0,0,3.5000495,7.0478398,9.0674981,1.8865976,0,0,0,0,0,0,0,0,2.4238607,6.17494,3.2934111,0.49505937,0,0,0,0,0,0,0,0,0,0.31437309,0.7785191,0.03912509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,11.187051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92684312,0.62761287,0,0,0,0,0,0,0,0,0,0,1.4751592,4.6344574,4.3678637,1.6063912,0,0,0,0,0,0,0,0,3.5602354,7.1690325,9.2234203,1.919039,0,0,0,0,0,0,0,0,2.4655408,6.2811226,3.3500437,0.50357227,0,0,0,0,0,0,0,0,0,0.31977896,0.79190629,0.039797874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,11.376169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94251143,0.63822268,0,0,0,0,0,0,0,0,0,0,1.5000969,4.712803,4.4417026,1.6335472,0,0,0,0,0,0,0,0,3.6204213,7.2902252,9.3793425,1.9514804,0,0,0,0,0,0,0,0,2.5072208,6.3873051,3.4066762,0.51208517,0,0,0,0,0,0,0,0,0,0.32518483,0.80529349,0.040470659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,11.565286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95817973,0.6488325,0,0,0,0,0,0,0,0,0,0,1.5250345,4.7911486,4.5155414,1.6607033,0,0,0,0,0,0,0,0,3.6806072,7.4114179,9.5352646,1.9839218,0,0,0,0,0,0,0,0,2.5489008,6.4934877,3.4633088,0.52059807,0,0,0,0,0,0,0,0,0,0.3305907,0.81868069,0.041143443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,11.754404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97384804,0.65944231,0,0,0,0,0,0,0,0,0,0,1.5499721,4.8694942,4.5893803,1.6878594,0,0,0,0,0,0,0,0,3.740793,7.5326105,9.6911868,2.0163632,0,0,0,0,0,0,0,0,2.5905809,6.5996702,3.5199414,0.52911097,0,0,0,0,0,0,0,0,0,0.33599658,0.83206788,0.041816227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,11.943521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98951635,0.67005212,0,0,0,0,0,0,0,0,0,0,1.5749097,4.9478399,4.6632191,1.7150155,0,0,0,0,0,0,0,0,3.8009789,7.6538032,9.8471089,2.0488046,0,0,0,0,0,0,0,0,2.6322609,6.7058527,3.576574,0.53762388,0,0,0,0,0,0,0,0,0,0.34140245,0.84545508,0.042489011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,12.132638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0051847,0.68066193,0,0,0,0,0,0,0,0,0,0,1.5998473,5.0261855,4.737058,1.7421716,0,0,0,0,0,0,0,0,3.8611648,7.7749959,10.003031,2.081246,0,0,0,0,0,0,0,0,2.6739409,6.8120353,3.6332065,0.54613678,0,0,0,0,0,0,0,0,0,0.34680832,0.85884227,0.043161795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,12.321756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.020853,0.69127174,0,0,0,0,0,0,0,0,0,0,1.6247849,5.1045311,4.8108968,1.7693277,0,0,0,0,0,0,0,0,3.9213506,7.8961886,10.158953,2.1136874,0,0,0,0,0,0,0,0,2.715621,6.9182178,3.6898391,0.55464968,0,0,0,0,0,0,0,0,0,0.35221419,0.87222947,0.043834579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,12.510873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0365213,0.70188156,0,0,0,0,0,0,0,0,0,0,1.6497225,5.1828767,4.8847357,1.7964837,0,0,0,0,0,0,0,0,3.9815365,8.0173813,10.314875,2.1461288,0,0,0,0,0,0,0,0,2.757301,7.0244004,3.7464717,0.56316258,0,0,0,0,0,0,0,0,0,0.35762006,0.88561667,0.044507363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,12.69999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0521896,0.71249137,0,0,0,0,0,0,0,0,0,0,1.6746601,5.2612223,4.9585745,1.8236398,0,0,0,0,0,0,0,0,4.0417224,8.1385739,10.470798,2.1785702,0,0,0,0,0,0,0,0,2.798981,7.1305829,3.8031043,0.57167548,0,0,0,0,0,0,0,0,0,0.36302593,0.89900386,0.045180147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,12.889108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0678579,0.72310118,0,0,0,0,0,0,0,0,0,0,1.6995977,5.339568,5.0324134,1.8507959,0,0,0,0,0,0,0,0,4.1019083,8.2597666,10.62672,2.2110116,0,0,0,0,0,0,0,0,2.840661,7.2367654,3.8597368,0.58018839,0,0,0,0,0,0,0,0,0,0.3684318,0.91239106,0.045852931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,13.078225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0835262,0.73371099,0,0,0,0,0,0,0,0,0,0,1.7245353,5.4179136,5.1062522,1.877952,0,0,0,0,0,0,0,0,4.1620941,8.3809593,10.782642,2.243453,0,0,0,0,0,0,0,0,2.8823411,7.342948,3.9163694,0.58870129,0,0,0,0,0,0,0,0,0,0.37383768,0.92577826,0.046525715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,13.267343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0991945,0.7443208,0,0,0,0,0,0,0,0,0,0,1.7494729,5.4962592,5.1800911,1.9051081,0,0,0,0,0,0,0,0,4.22228,8.502152,10.938564,2.2758944,0,0,0,0,0,0,0,0,2.9240211,7.4491305,3.973002,0.59721419,0,0,0,0,0,0,0,0,0,0.37924355,0.93916545,0.047198499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,13.45646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1148628,0.75493061,0,0,0,0,0,0,0,0,0,0,1.7744105,5.5746048,5.2539299,1.9322642,0,0,0,0,0,0,0,0,4.2824659,8.6233446,11.094486,2.3083358,0,0,0,0,0,0,0,0,2.9657011,7.5553131,4.0296346,0.60572709,0,0,0,0,0,0,0,0,0,0.38464942,0.95255265,0.047871284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,13.645577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1305311,0.76554043,0,0,0,0,0,0,0,0,0,0,1.7993481,5.6529504,5.3277688,1.9594203,0,0,0,0,0,0,0,0,4.3426517,8.7445373,11.250408,2.3407772,0,0,0,0,0,0,0,0,3.0073812,7.6614956,4.0862671,0.61424,0,0,0,0,0,0,0,0,0,0.39005529,0.96593985,0.048544068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,13.834695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1461994,0.77615024,0,0,0,0,0,0,0,0,0,0,1.8242857,5.7312961,5.4016076,1.9865763,0,0,0,0,0,0,0,0,4.4028376,8.86573,11.406331,2.3732186,0,0,0,0,0,0,0,0,3.0490612,7.7676781,4.1428997,0.6227529,0,0,0,0,0,0,0,0,0,0.39546116,0.97932704,0.049216852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
