Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa),Coord 41 Stress (kPa),Coord 42 Stress (kPa),Coord 43 Stress (kPa),Coord 44 Stress (kPa),Coord 45 Stress (kPa),Coord 46 Stress (kPa),Coord 47 Stress (kPa),Coord 48 Stress (kPa)
87.999899,7.6316672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64176061,2.153518,0.73374642,0,0,0,0,0,0.3204963,2.7867719,6.0935191,1.583126,0,0,0,0,0,0,0.14967966,0.34590215,0,0,0,0,0,0,0,0,0,0,0
88.999899,7.7457271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65135211,2.1857037,0.74471271,0,0,0,0,0,0.32528632,2.8284219,6.1845905,1.6067868,0,0,0,0,0,0,0.15191672,0.35107187,0,0,0,0,0,0,0,0,0,0,0
89.999899,7.859787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66094362,2.2178893,0.75567899,0,0,0,0,0,0.33007633,2.870072,6.2756619,1.6304476,0,0,0,0,0,0,0.15415377,0.35624159,0,0,0,0,0,0,0,0,0,0,0
90.999899,7.973847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67053512,2.250075,0.76664528,0,0,0,0,0,0.33486634,2.911722,6.3667332,1.6541084,0,0,0,0,0,0,0.15639083,0.36141131,0,0,0,0,0,0,0,0,0,0,0
91.999899,8.0879069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68012662,2.2822606,0.77761157,0,0,0,0,0,0.33965636,2.953372,6.4578046,1.6777692,0,0,0,0,0,0,0.15862788,0.36658103,0,0,0,0,0,0,0,0,0,0,0
92.999899,8.2019668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68971813,2.3144462,0.78857786,0,0,0,0,0,0.34444637,2.995022,6.548876,1.7014299,0,0,0,0,0,0,0.16086493,0.37175075,0,0,0,0,0,0,0,0,0,0,0
93.999899,8.3160268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69930963,2.3466319,0.79954415,0,0,0,0,0,0.34923638,3.036672,6.6399473,1.7250907,0,0,0,0,0,0,0.16310199,0.37692047,0,0,0,0,0,0,0,0,0,0,0
94.999899,8.4300867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70890114,2.3788175,0.81051044,0,0,0,0,0,0.3540264,3.078322,6.7310187,1.7487515,0,0,0,0,0,0,0.16533904,0.38209019,0,0,0,0,0,0,0,0,0,0,0
95.999899,8.5441466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71849264,2.4110032,0.82147673,0,0,0,0,0,0.35881641,3.119972,6.8220901,1.7724123,0,0,0,0,0,0,0.1675761,0.38725991,0,0,0,0,0,0,0,0,0,0,0
96.999899,8.6582066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72808415,2.4431888,0.83244301,0,0,0,0,0,0.36360642,3.161622,6.9131614,1.7960731,0,0,0,0,0,0,0.16981315,0.39242963,0,0,0,0,0,0,0,0,0,0,0
97.999899,8.7722665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73767565,2.4753745,0.8434093,0,0,0,0,0,0.36839644,3.203272,7.0042328,1.8197339,0,0,0,0,0,0,0.1720502,0.39759935,0,0,0,0,0,0,0,0,0,0,0
98.999899,8.8863264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74726716,2.5075601,0.85437559,0,0,0,0,0,0.37318645,3.244922,7.0953042,1.8433947,0,0,0,0,0,0,0.17428726,0.40276906,0,0,0,0,0,0,0,0,0,0,0
99.999899,9.0003863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75685866,2.5397457,0.86534188,0,0,0,0,0,0.37797646,3.2865721,7.1863755,1.8670554,0,0,0,0,0,0,0.17652431,0.40793878,0,0,0,0,0,0,0,0,0,0,0
