Time (ms),Coord 1 Stress (kPa),Coord 2 Stress (kPa),Coord 3 Stress (kPa),Coord 4 Stress (kPa),Coord 5 Stress (kPa),Coord 6 Stress (kPa),Coord 7 Stress (kPa),Coord 8 Stress (kPa),Coord 9 Stress (kPa),Coord 10 Stress (kPa),Coord 11 Stress (kPa),Coord 12 Stress (kPa),Coord 13 Stress (kPa),Coord 14 Stress (kPa),Coord 15 Stress (kPa),Coord 16 Stress (kPa),Coord 17 Stress (kPa),Coord 18 Stress (kPa),Coord 19 Stress (kPa),Coord 20 Stress (kPa),Coord 21 Stress (kPa),Coord 22 Stress (kPa),Coord 23 Stress (kPa),Coord 24 Stress (kPa),Coord 25 Stress (kPa),Coord 26 Stress (kPa),Coord 27 Stress (kPa),Coord 28 Stress (kPa),Coord 29 Stress (kPa),Coord 30 Stress (kPa),Coord 31 Stress (kPa),Coord 32 Stress (kPa),Coord 33 Stress (kPa),Coord 34 Stress (kPa),Coord 35 Stress (kPa),Coord 36 Stress (kPa),Coord 37 Stress (kPa),Coord 38 Stress (kPa),Coord 39 Stress (kPa),Coord 40 Stress (kPa)
718,268.20321,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0299375,56.121168,176.71075,21.606166,1.3764917,0,0,2.002715,40.369816,82.686228,15.07986,0.6167453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,268.30173,0,0,0,0,0,0,0,0,0,0,0,0,0,7.03252,56.141785,176.77567,21.614103,1.3769973,0,0,2.0034507,40.384646,82.716603,15.0854,0.61697187,0,0,0,0,0,0,0,0,0,0,0,0,0,0
720,268.40026,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0351025,56.162401,176.84059,21.622041,1.377503,0,0,2.0041864,40.399476,82.746979,15.09094,0.61719844,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721,268.49879,0,0,0,0,0,0,0,0,0,0,0,0,0,7.037685,56.183018,176.9055,21.629978,1.3780087,0,0,2.0049221,40.414307,82.777355,15.09648,0.61742501,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,268.59732,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0402676,56.203635,176.97042,21.637915,1.3785143,0,0,2.0056578,40.429137,82.80773,15.102019,0.61765158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723,268.69584,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0428501,56.224251,177.03534,21.645852,1.37902,0,0,2.0063936,40.443967,82.838106,15.107559,0.61787814,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,268.79437,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0454326,56.244868,177.10025,21.65379,1.3795257,0,0,2.0071293,40.458797,82.868482,15.113099,0.61810471,0,0,0,0,0,0,0,0,0,0,0,0,0,0
725,268.8929,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0480151,56.265485,177.16517,21.661727,1.3800314,0,0,2.007865,40.473628,82.898857,15.118639,0.61833128,0,0,0,0,0,0,0,0,0,0,0,0,0,0
726,268.99143,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0505977,56.286102,177.23009,21.669664,1.380537,0,0,2.0086007,40.488458,82.929233,15.124178,0.61855785,0,0,0,0,0,0,0,0,0,0,0,0,0,0
727,269.08995,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0531802,56.306718,177.295,21.677601,1.3810427,0,0,2.0093364,40.503288,82.959609,15.129718,0.61878441,0,0,0,0,0,0,0,0,0,0,0,0,0,0
728,269.18848,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0557627,56.327335,177.35992,21.685539,1.3815484,0,0,2.0100722,40.518119,82.989984,15.135258,0.61901098,0,0,0,0,0,0,0,0,0,0,0,0,0,0
729,269.28701,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0583452,56.347952,177.42484,21.693476,1.382054,0,0,2.0108079,40.532949,83.02036,15.140798,0.61923755,0,0,0,0,0,0,0,0,0,0,0,0,0,0
730,269.38554,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0609277,56.368568,177.48975,21.701413,1.3825597,0,0,2.0115436,40.547779,83.050736,15.146337,0.61946412,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,269.48406,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0635103,56.389185,177.55467,21.70935,1.3830654,0,0,2.0122793,40.562609,83.081111,15.151877,0.61969069,0,0,0,0,0,0,0,0,0,0,0,0,0,0
732,269.58259,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0660928,56.409802,177.61959,21.717288,1.383571,0,0,2.013015,40.57744,83.111487,15.157417,0.61991725,0,0,0,0,0,0,0,0,0,0,0,0,0,0
733,269.68112,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0686753,56.430419,177.6845,21.725225,1.3840767,0,0,2.0137507,40.59227,83.141863,15.162956,0.62014382,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,269.77964,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0712578,56.451035,177.74942,21.733162,1.3845824,0,0,2.0144865,40.6071,83.172238,15.168496,0.62037039,0,0,0,0,0,0,0,0,0,0,0,0,0,0
735,269.87817,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0738404,56.471652,177.81434,21.741099,1.385088,0,0,2.0152222,40.621931,83.202614,15.174036,0.62059696,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,269.9767,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0764229,56.492269,177.87925,21.749037,1.3855937,0,0,2.0159579,40.636761,83.23299,15.179576,0.62082353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
737,270.07523,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0790054,56.512885,177.94417,21.756974,1.3860994,0,0,2.0166936,40.651591,83.263365,15.185115,0.62105009,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738,270.17375,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0815879,56.533502,178.00909,21.764911,1.386605,0,0,2.0174293,40.666421,83.293741,15.190655,0.62127666,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,270.27228,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0841704,56.554119,178.074,21.772848,1.3871107,0,0,2.0181651,40.681252,83.324117,15.196195,0.62150323,0,0,0,0,0,0,0,0,0,0,0,0,0,0
740,270.37081,0,0,0,0,0,0,0,0,0,0,0,0,0,7.086753,56.574736,178.13892,21.780786,1.3876164,0,0,2.0189008,40.696082,83.354492,15.201735,0.6217298,0,0,0,0,0,0,0,0,0,0,0,0,0,0
741,270.46934,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0893355,56.595352,178.20384,21.788723,1.3881221,0,0,2.0196365,40.710912,83.384868,15.207274,0.62195637,0,0,0,0,0,0,0,0,0,0,0,0,0,0
742,270.56786,0,0,0,0,0,0,0,0,0,0,0,0,0,7.091918,56.615969,178.26875,21.79666,1.3886277,0,0,2.0203722,40.725742,83.415244,15.212814,0.62218293,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,270.66639,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0945005,56.636586,178.33367,21.804597,1.3891334,0,0,2.0211079,40.740573,83.445619,15.218354,0.6224095,0,0,0,0,0,0,0,0,0,0,0,0,0,0
744,270.76492,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0970831,56.657202,178.39859,21.812535,1.3896391,0,0,2.0218436,40.755403,83.475995,15.223894,0.62263607,0,0,0,0,0,0,0,0,0,0,0,0,0,0
745,270.86344,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0996656,56.677819,178.4635,21.820472,1.3901447,0,0,2.0225794,40.770233,83.506371,15.229433,0.62286264,0,0,0,0,0,0,0,0,0,0,0,0,0,0
746,270.96197,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1022481,56.698436,178.52842,21.828409,1.3906504,0,0,2.0233151,40.785064,83.536746,15.234973,0.62308921,0,0,0,0,0,0,0,0,0,0,0,0,0,0
747,271.0605,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1048306,56.719052,178.59333,21.836346,1.3911561,0,0,2.0240508,40.799894,83.567122,15.240513,0.62331577,0,0,0,0,0,0,0,0,0,0,0,0,0,0
748,271.15903,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1074131,56.739669,178.65825,21.844284,1.3916617,0,0,2.0247865,40.814724,83.597498,15.246053,0.62354234,0,0,0,0,0,0,0,0,0,0,0,0,0,0
749,271.25755,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1099957,56.760286,178.72317,21.852221,1.3921674,0,0,2.0255222,40.829554,83.627873,15.251592,0.62376891,0,0,0,0,0,0,0,0,0,0,0,0,0,0
750,271.35608,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1125782,56.780903,178.78808,21.860158,1.3926731,0,0,2.026258,40.844385,83.658249,15.257132,0.62399548,0,0,0,0,0,0,0,0,0,0,0,0,0,0
751,271.45461,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1151607,56.801519,178.853,21.868095,1.3931787,0,0,2.0269937,40.859215,83.688625,15.262672,0.62422205,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752,271.55314,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1177432,56.822136,178.91792,21.876033,1.3936844,0,0,2.0277294,40.874045,83.719,15.268212,0.62444861,0,0,0,0,0,0,0,0,0,0,0,0,0,0
753,271.65166,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1203258,56.842753,178.98283,21.88397,1.3941901,0,0,2.0284651,40.888876,83.749376,15.273751,0.62467518,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,271.75019,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1229083,56.863369,179.04775,21.891907,1.3946957,0,0,2.0292008,40.903706,83.779752,15.279291,0.62490175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,271.84872,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1254908,56.883986,179.11267,21.899844,1.3952014,0,0,2.0299366,40.918536,83.810127,15.284831,0.62512832,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,271.94725,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1280733,56.904603,179.17758,21.907782,1.3957071,0,0,2.0306723,40.933366,83.840503,15.290371,0.62535489,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,272.04577,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1306558,56.92522,179.2425,21.915719,1.3962128,0,0,2.031408,40.948197,83.870879,15.29591,0.62558145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,272.1443,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1332384,56.945836,179.30742,21.923656,1.3967184,0,0,2.0321437,40.963027,83.901254,15.30145,0.62580802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,272.24283,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1358209,56.966453,179.37233,21.931593,1.3972241,0,0,2.0328794,40.977857,83.93163,15.30699,0.62603459,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,272.34135,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1384034,56.98707,179.43725,21.939531,1.3977298,0,0,2.0336151,40.992688,83.962006,15.31253,0.62626116,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,272.43988,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1409859,57.007686,179.50217,21.947468,1.3982354,0,0,2.0343509,41.007518,83.992381,15.318069,0.62648773,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,272.53841,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1435685,57.028303,179.56708,21.955405,1.3987411,0,0,2.0350866,41.022348,84.022757,15.323609,0.62671429,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,272.63694,0,0,0,0,0,0,0,0,0,0,0,0,0,7.146151,57.04892,179.632,21.963343,1.3992468,0,0,2.0358223,41.037178,84.053133,15.329149,0.62694086,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,272.73546,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1487335,57.069537,179.69692,21.97128,1.3997524,0,0,2.036558,41.052009,84.083508,15.334689,0.62716743,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,272.83399,0,0,0,0,0,0,0,0,0,0,0,0,0,7.151316,57.090153,179.76183,21.979217,1.4002581,0,0,2.0372937,41.066839,84.113884,15.340228,0.627394,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,272.93252,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1538985,57.11077,179.82675,21.987154,1.4007638,0,0,2.0380295,41.081669,84.14426,15.345768,0.62762056,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,273.03105,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1564811,57.131387,179.89167,21.995092,1.4012694,0,0,2.0387652,41.0965,84.174635,15.351308,0.62784713,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,273.12957,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1590636,57.152003,179.95658,22.003029,1.4017751,0,0,2.0395009,41.11133,84.205011,15.356848,0.6280737,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,273.2281,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1616461,57.17262,180.0215,22.010966,1.4022808,0,0,2.0402366,41.12616,84.235387,15.362387,0.62830027,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,273.32663,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1642286,57.193237,180.08642,22.018903,1.4027865,0,0,2.0409723,41.14099,84.265762,15.367927,0.62852684,0,0,0,0,0,0,0,0,0,0,0,0,0,0
771,273.42515,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1668112,57.213853,180.15133,22.026841,1.4032921,0,0,2.0417081,41.155821,84.296138,15.373467,0.6287534,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,273.52368,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1693937,57.23447,180.21625,22.034778,1.4037978,0,0,2.0424438,41.170651,84.326514,15.379007,0.62897997,0,0,0,0,0,0,0,0,0,0,0,0,0,0
773,273.62221,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1719762,57.255087,180.28117,22.042715,1.4043035,0,0,2.0431795,41.185481,84.356889,15.384546,0.62920654,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,273.72074,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1745587,57.275704,180.34608,22.050652,1.4048091,0,0,2.0439152,41.200311,84.387265,15.390086,0.62943311,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,273.81926,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1771412,57.29632,180.411,22.05859,1.4053148,0,0,2.0446509,41.215142,84.417641,15.395626,0.62965968,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,273.91779,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1797238,57.316937,180.47592,22.066527,1.4058205,0,0,2.0453866,41.229972,84.448016,15.401166,0.62988624,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,274.01632,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1823063,57.337554,180.54083,22.074464,1.4063261,0,0,2.0461224,41.244802,84.478392,15.406705,0.63011281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
778,274.11485,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1848888,57.35817,180.60575,22.082401,1.4068318,0,0,2.0468581,41.259633,84.508768,15.412245,0.63033938,0,0,0,0,0,0,0,0,0,0,0,0,0,0
779,274.21337,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1874713,57.378787,180.67067,22.090339,1.4073375,0,0,2.0475938,41.274463,84.539143,15.417785,0.63056595,0,0,0,0,0,0,0,0,0,0,0,0,0,0
780,274.3119,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1900539,57.399404,180.73558,22.098276,1.4078431,0,0,2.0483295,41.289293,84.569519,15.423325,0.63079252,0,0,0,0,0,0,0,0,0,0,0,0,0,0
781,274.41043,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1926364,57.420021,180.8005,22.106213,1.4083488,0,0,2.0490652,41.304123,84.599895,15.428864,0.63101908,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,274.50895,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1952189,57.440637,180.86541,22.11415,1.4088545,0,0,2.049801,41.318954,84.63027,15.434404,0.63124565,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783,274.60748,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1978014,57.461254,180.93033,22.122088,1.4093601,0,0,2.0505367,41.333784,84.660646,15.439944,0.63147222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
784,274.70601,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2003839,57.481871,180.99525,22.130025,1.4098658,0,0,2.0512724,41.348614,84.691021,15.445484,0.63169879,0,0,0,0,0,0,0,0,0,0,0,0,0,0
785,274.80454,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2029665,57.502487,181.06016,22.137962,1.4103715,0,0,2.0520081,41.363445,84.721397,15.451023,0.63192536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
786,274.90306,0,0,0,0,0,0,0,0,0,0,0,0,0,7.205549,57.523104,181.12508,22.145899,1.4108772,0,0,2.0527438,41.378275,84.751773,15.456563,0.63215192,0,0,0,0,0,0,0,0,0,0,0,0,0,0
787,275.00159,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2081315,57.543721,181.19,22.153837,1.4113828,0,0,2.0534796,41.393105,84.782148,15.462103,0.63237849,0,0,0,0,0,0,0,0,0,0,0,0,0,0
788,275.10012,0,0,0,0,0,0,0,0,0,0,0,0,0,7.210714,57.564338,181.25491,22.161774,1.4118885,0,0,2.0542153,41.407935,84.812524,15.467643,0.63260506,0,0,0,0,0,0,0,0,0,0,0,0,0,0
789,275.19865,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2132966,57.584954,181.31983,22.169711,1.4123942,0,0,2.054951,41.422766,84.8429,15.473182,0.63283163,0,0,0,0,0,0,0,0,0,0,0,0,0,0
790,275.29717,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2158791,57.605571,181.38475,22.177648,1.4128998,0,0,2.0556867,41.437596,84.873275,15.478722,0.6330582,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,275.3957,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2184616,57.626188,181.44966,22.185586,1.4134055,0,0,2.0564224,41.452426,84.903651,15.484262,0.63328476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
792,275.49423,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2210441,57.646804,181.51458,22.193523,1.4139112,0,0,2.0571581,41.467257,84.934027,15.489802,0.63351133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
793,275.59276,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2236266,57.667421,181.5795,22.20146,1.4144168,0,0,2.0578939,41.482087,84.964402,15.495341,0.6337379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
794,275.69128,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2262092,57.688038,181.64441,22.209397,1.4149225,0,0,2.0586296,41.496917,84.994778,15.500881,0.63396447,0,0,0,0,0,0,0,0,0,0,0,0,0,0
795,275.78981,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2287917,57.708654,181.70933,22.217335,1.4154282,0,0,2.0593653,41.511747,85.025154,15.506421,0.63419104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
796,275.88834,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2313742,57.729271,181.77425,22.225272,1.4159338,0,0,2.060101,41.526578,85.055529,15.511961,0.6344176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
797,275.98686,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2339567,57.749888,181.83916,22.233209,1.4164395,0,0,2.0608367,41.541408,85.085905,15.5175,0.63464417,0,0,0,0,0,0,0,0,0,0,0,0,0,0
798,276.08539,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2365393,57.770505,181.90408,22.241146,1.4169452,0,0,2.0615725,41.556238,85.116281,15.52304,0.63487074,0,0,0,0,0,0,0,0,0,0,0,0,0,0
799,276.18392,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2391218,57.791121,181.969,22.249084,1.4174508,0,0,2.0623082,41.571069,85.146656,15.52858,0.63509731,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,276.28245,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2417043,57.811738,182.03391,22.257021,1.4179565,0,0,2.0630439,41.585899,85.177032,15.53412,0.63532388,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,276.38097,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2442868,57.832355,182.09883,22.264958,1.4184622,0,0,2.0637796,41.600729,85.207408,15.539659,0.63555044,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,276.4795,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2468693,57.852971,182.16375,22.272895,1.4189679,0,0,2.0645153,41.615559,85.237783,15.545199,0.63577701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
803,276.57803,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2494519,57.873588,182.22866,22.280833,1.4194735,0,0,2.065251,41.63039,85.268159,15.550739,0.63600358,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,276.67656,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2520344,57.894205,182.29358,22.28877,1.4199792,0,0,2.0659868,41.64522,85.298535,15.556279,0.63623015,0,0,0,0,0,0,0,0,0,0,0,0,0,0
805,276.77508,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2546169,57.914822,182.3585,22.296707,1.4204849,0,0,2.0667225,41.66005,85.32891,15.561818,0.63645671,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,276.87361,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2571994,57.935438,182.42341,22.304644,1.4209905,0,0,2.0674582,41.67488,85.359286,15.567358,0.63668328,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,276.97214,0,0,0,0,0,0,0,0,0,0,0,0,0,7.259782,57.956055,182.48833,22.312582,1.4214962,0,0,2.0681939,41.689711,85.389662,15.572898,0.63690985,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,277.07066,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2623645,57.976672,182.55325,22.320519,1.4220019,0,0,2.0689296,41.704541,85.420037,15.578438,0.63713642,0,0,0,0,0,0,0,0,0,0,0,0,0,0
809,277.16919,0,0,0,0,0,0,0,0,0,0,0,0,0,7.264947,57.997288,182.61816,22.328456,1.4225075,0,0,2.0696654,41.719371,85.450413,15.583977,0.63736299,0,0,0,0,0,0,0,0,0,0,0,0,0,0
810,277.26772,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2675295,58.017905,182.68308,22.336393,1.4230132,0,0,2.0704011,41.734202,85.480789,15.589517,0.63758955,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,277.36625,0,0,0,0,0,0,0,0,0,0,0,0,0,7.270112,58.038522,182.748,22.344331,1.4235189,0,0,2.0711368,41.749032,85.511164,15.595057,0.63781612,0,0,0,0,0,0,0,0,0,0,0,0,0,0
812,277.46477,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2726946,58.059138,182.81291,22.352268,1.4240245,0,0,2.0718725,41.763862,85.54154,15.600597,0.63804269,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,277.5633,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2752771,58.079755,182.87783,22.360205,1.4245302,0,0,2.0726082,41.778692,85.571916,15.606136,0.63826926,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,277.66183,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2778596,58.100372,182.94275,22.368143,1.4250359,0,0,2.073344,41.793523,85.602291,15.611676,0.63849583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,277.76036,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2804421,58.120989,183.00766,22.37608,1.4255415,0,0,2.0740797,41.808353,85.632667,15.617216,0.63872239,0,0,0,0,0,0,0,0,0,0,0,0,0,0
816,277.85888,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2830247,58.141605,183.07258,22.384017,1.4260472,0,0,2.0748154,41.823183,85.663043,15.622756,0.63894896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,277.95741,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2856072,58.162222,183.1375,22.391954,1.4265529,0,0,2.0755511,41.838014,85.693418,15.628295,0.63917553,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,278.05594,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2881897,58.182839,183.20241,22.399892,1.4270586,0,0,2.0762868,41.852844,85.723794,15.633835,0.6394021,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,278.15447,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2907722,58.203455,183.26733,22.407829,1.4275642,0,0,2.0770225,41.867674,85.75417,15.639375,0.63962867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,278.25299,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2933548,58.224072,183.33224,22.415766,1.4280699,0,0,2.0777583,41.882504,85.784545,15.644914,0.63985523,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,278.35152,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2959373,58.244689,183.39716,22.423703,1.4285756,0,0,2.078494,41.897335,85.814921,15.650454,0.6400818,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,278.45005,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2985198,58.265306,183.46208,22.431641,1.4290812,0,0,2.0792297,41.912165,85.845297,15.655994,0.64030837,0,0,0,0,0,0,0,0,0,0,0,0,0,0
823,278.54857,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3011023,58.285922,183.52699,22.439578,1.4295869,0,0,2.0799654,41.926995,85.875672,15.661534,0.64053494,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,278.6471,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3036848,58.306539,183.59191,22.447515,1.4300926,0,0,2.0807011,41.941826,85.906048,15.667073,0.64076151,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,278.74563,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3062674,58.327156,183.65683,22.455452,1.4305982,0,0,2.0814369,41.956656,85.936424,15.672613,0.64098807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,278.84416,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3088499,58.347772,183.72174,22.46339,1.4311039,0,0,2.0821726,41.971486,85.966799,15.678153,0.64121464,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,278.94268,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3114324,58.368389,183.78666,22.471327,1.4316096,0,0,2.0829083,41.986316,85.997175,15.683693,0.64144121,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,279.04121,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3140149,58.389006,183.85158,22.479264,1.4321152,0,0,2.083644,42.001147,86.027551,15.689232,0.64166778,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,279.06164,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3145504,58.393281,183.86504,22.48091,1.4322201,0,0,2.0837966,42.004222,86.033849,15.690381,0.64171476,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,279.08206,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3150858,58.397554,183.87849,22.482555,1.4323249,0,0,2.0839491,42.007296,86.040146,15.691529,0.64176172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
