Time (ms),Stress at 0.00 mm (kPa),Stress at 0.27 mm (kPa),Stress at 0.46 mm (kPa),Stress at NaN mm (kPa),Stress at 0.80 mm (kPa),Stress at 1.06 mm (kPa),Stress at NaN mm (kPa),Stress at 1.44 mm (kPa),Stress at 1.66 mm (kPa),Stress at 1.84 mm (kPa),Stress at 2.03 mm (kPa),Stress at 2.25 mm (kPa),Stress at 2.46 mm (kPa),Stress at 2.66 mm (kPa),Stress at 2.85 mm (kPa)
933,276.58558,245.14509,236.18004,,165.43168,150.03049,,70.633029,98.513996,59.116365,40.362877,20.478314,25.126726,16.712742,10.289419
934,276.59593,245.15426,236.18888,,165.43787,150.0361,,70.635673,98.517683,59.118577,40.364387,20.479081,25.127666,16.713367,10.289804
935,276.60629,245.16344,236.19772,,165.44406,150.04172,,70.638316,98.52137,59.12079,40.365898,20.479847,25.128607,16.713992,10.29019
936,276.61664,245.17261,236.20655,,165.45025,150.04733,,70.64096,98.525057,59.123002,40.367408,20.480613,25.129547,16.714618,10.290575
937,276.62699,245.18179,236.21539,,165.45644,150.05295,,70.643603,98.528744,59.125215,40.368919,20.48138,25.130487,16.715243,10.29096
938,276.6117,245.16824,236.20234,,165.4473,150.04466,,70.6397,98.523299,59.121948,40.366688,20.480248,25.129099,16.71432,10.290391
939,276.59642,245.15469,236.18929,,165.43816,150.03637,,70.635796,98.517855,59.11868,40.364458,20.479116,25.12771,16.713396,10.289822
940,276.58113,245.14114,236.17624,,165.42902,150.02807,,70.631892,98.51241,59.115413,40.362227,20.477984,25.126321,16.712472,10.289254
941,276.56584,245.12759,236.16318,,165.41987,150.01978,,70.627989,98.506966,59.112146,40.359996,20.476853,25.124933,16.711549,10.288685
942,276.55056,245.11404,236.15013,,165.41073,150.01149,,70.624085,98.501521,59.108879,40.357765,20.475721,25.123544,16.710625,10.288116
943,276.53527,245.1005,236.13708,,165.40159,150.0032,,70.620181,98.496077,59.105612,40.355535,20.474589,25.122155,16.709701,10.287548
944,276.51999,245.08695,236.12402,,165.39244,149.99491,,70.616278,98.490632,59.102344,40.353304,20.473457,25.120767,16.708778,10.286979
945,276.5047,245.0734,236.11097,,165.3833,149.98661,,70.612374,98.485187,59.099077,40.351073,20.472326,25.119378,16.707854,10.28641
946,276.48941,245.05985,236.09792,,165.37416,149.97832,,70.60847,98.479743,59.09581,40.348842,20.471194,25.117989,16.70693,10.285842
947,276.47413,245.0463,236.08487,,165.36501,149.97003,,70.604567,98.474298,59.092543,40.346612,20.470062,25.116601,16.706007,10.285273
948,276.45884,245.03275,236.07181,,165.35587,149.96174,,70.600663,98.468854,59.089276,40.344381,20.46893,25.115212,16.705083,10.284704
949,276.44356,245.01921,236.05876,,165.34673,149.95345,,70.596759,98.463409,59.086008,40.34215,20.467799,25.113823,16.70416,10.284136
950,276.42827,245.00566,236.04571,,165.33759,149.94516,,70.592856,98.457965,59.082741,40.339919,20.466667,25.112435,16.703236,10.283567
951,276.41298,244.99211,236.03265,,165.32844,149.93686,,70.588952,98.45252,59.079474,40.337689,20.465535,25.111046,16.702312,10.282998
952,276.3977,244.97856,236.0196,,165.3193,149.92857,,70.585048,98.447075,59.076207,40.335458,20.464403,25.109657,16.701389,10.28243
953,276.38241,244.96501,236.00655,,165.31016,149.92028,,70.581145,98.441631,59.07294,40.333227,20.463271,25.108269,16.700465,10.281861
954,276.36713,244.95146,235.99349,,165.30101,149.91199,,70.577241,98.436186,59.069673,40.330997,20.46214,25.10688,16.699541,10.281292
955,276.35184,244.93792,235.98044,,165.29187,149.9037,,70.573337,98.430742,59.066405,40.328766,20.461008,25.105491,16.698618,10.280724
956,276.33655,244.92437,235.96739,,165.28273,149.89541,,70.569434,98.425297,59.063138,40.326535,20.459876,25.104103,16.697694,10.280155
957,276.32127,244.91082,235.95434,,165.27359,149.88711,,70.56553,98.419853,59.059871,40.324304,20.458744,25.102714,16.69677,10.279586
958,276.30598,244.89727,235.94128,,165.26444,149.87882,,70.561626,98.414408,59.056604,40.322074,20.457613,25.101325,16.695847,10.279018
959,276.2907,244.88372,235.92823,,165.2553,149.87053,,70.557723,98.408963,59.053337,40.319843,20.456481,25.099936,16.694923,10.278449
960,276.27541,244.87017,235.91518,,165.24616,149.86224,,70.553819,98.403519,59.050069,40.317612,20.455349,25.098548,16.693999,10.27788
961,276.26012,244.85662,235.90212,,165.23701,149.85395,,70.549915,98.398074,59.046802,40.315381,20.454217,25.097159,16.693076,10.277312
962,276.24484,244.84308,235.88907,,165.22787,149.84566,,70.546012,98.39263,59.043535,40.313151,20.453085,25.09577,16.692152,10.276743
963,276.22955,244.82953,235.87602,,165.21873,149.83736,,70.542108,98.387185,59.040268,40.31092,20.451954,25.094382,16.691228,10.276174
964,276.21427,244.81598,235.86296,,165.20959,149.82907,,70.538204,98.381741,59.037001,40.308689,20.450822,25.092993,16.690305,10.275606
965,276.19898,244.80243,235.84991,,165.20044,149.82078,,70.534301,98.376296,59.033734,40.306458,20.44969,25.091604,16.689381,10.275037
966,276.18369,244.78888,235.83686,,165.1913,149.81249,,70.530397,98.370851,59.030466,40.304228,20.448558,25.090216,16.688457,10.274468
967,276.16841,244.77533,235.82381,,165.18216,149.8042,,70.526493,98.365407,59.027199,40.301997,20.447427,25.088827,16.687534,10.2739
968,276.15312,244.76179,235.81075,,165.17301,149.7959,,70.52259,98.359962,59.023932,40.299766,20.446295,25.087438,16.68661,10.273331
969,276.13783,244.74824,235.7977,,165.16387,149.78761,,70.518686,98.354518,59.020665,40.297536,20.445163,25.08605,16.685686,10.272762
970,276.12255,244.73469,235.78465,,165.15473,149.77932,,70.514782,98.349073,59.017398,40.295305,20.444031,25.084661,16.684763,10.272194
971,276.10726,244.72114,235.77159,,165.14558,149.77103,,70.510879,98.343629,59.01413,40.293074,20.442899,25.083272,16.683839,10.271625
972,276.09198,244.70759,235.75854,,165.13644,149.76274,,70.506975,98.338184,59.010863,40.290843,20.441768,25.081884,16.682915,10.271056
973,276.07669,244.69404,235.74549,,165.1273,149.75445,,70.503071,98.332739,59.007596,40.288613,20.440636,25.080495,16.681992,10.270488
974,276.0614,244.68049,235.73243,,165.11816,149.74615,,70.499167,98.327295,59.004329,40.286382,20.439504,25.079106,16.681068,10.269919
975,276.04612,244.66695,235.71938,,165.10901,149.73786,,70.495264,98.32185,59.001062,40.284151,20.438372,25.077718,16.680144,10.26935
976,276.03083,244.6534,235.70633,,165.09987,149.72957,,70.49136,98.316406,58.997794,40.28192,20.437241,25.076329,16.679221,10.268782
977,276.01555,244.63985,235.69328,,165.09073,149.72128,,70.487456,98.310961,58.994527,40.27969,20.436109,25.07494,16.678297,10.268213
978,276.00026,244.6263,235.68022,,165.08158,149.71299,,70.483553,98.305516,58.99126,40.277459,20.434977,25.073552,16.677373,10.267644
979,275.98497,244.61275,235.66717,,165.07244,149.7047,,70.479649,98.300072,58.987993,40.275228,20.433845,25.072163,16.67645,10.267076
980,275.96969,244.5992,235.65412,,165.0633,149.6964,,70.475745,98.294627,58.984726,40.272997,20.432713,25.070774,16.675526,10.266507
981,275.9544,244.58566,235.64106,,165.05416,149.68811,,70.471842,98.289183,58.981459,40.270767,20.431582,25.069386,16.674602,10.265938
982,275.93912,244.57211,235.62801,,165.04501,149.67982,,70.467938,98.283738,58.978191,40.268536,20.43045,25.067997,16.673679,10.26537
983,275.92383,244.55856,235.61496,,165.03587,149.67153,,70.464034,98.278294,58.974924,40.266305,20.429318,25.066608,16.672755,10.264801
984,275.90854,244.54501,235.60191,,165.02673,149.66324,,70.460131,98.272849,58.971657,40.264074,20.428186,25.065219,16.671831,10.264232
985,275.89326,244.53146,235.58885,,165.01758,149.65495,,70.456227,98.267404,58.96839,40.261844,20.427055,25.063831,16.670908,10.263664
986,275.87797,244.51791,235.5758,,165.00844,149.64665,,70.452323,98.26196,58.965123,40.259613,20.425923,25.062442,16.669984,10.263095
987,275.86269,244.50437,235.56275,,164.9993,149.63836,,70.44842,98.256515,58.961855,40.257382,20.424791,25.061053,16.66906,10.262526
988,275.8474,244.49082,235.54969,,164.99016,149.63007,,70.444516,98.251071,58.958588,40.255152,20.423659,25.059665,16.668137,10.261958
989,275.83211,244.47727,235.53664,,164.98101,149.62178,,70.440612,98.245626,58.955321,40.252921,20.422527,25.058276,16.667213,10.261389
990,275.81683,244.46372,235.52359,,164.97187,149.61349,,70.436709,98.240182,58.952054,40.25069,20.421396,25.056887,16.666289,10.26082
991,275.80154,244.45017,235.51053,,164.96273,149.60519,,70.432805,98.234737,58.948787,40.248459,20.420264,25.055499,16.665366,10.260252
992,275.78626,244.43662,235.49748,,164.95358,149.5969,,70.428901,98.229292,58.94552,40.246229,20.419132,25.05411,16.664442,10.259683
993,275.77097,244.42307,235.48443,,164.94444,149.58861,,70.424998,98.223848,58.942252,40.243998,20.418,25.052721,16.663518,10.259114
994,275.75568,244.40953,235.47138,,164.9353,149.58032,,70.421094,98.218403,58.938985,40.241767,20.416869,25.051333,16.662595,10.258546
995,275.7404,244.39598,235.45832,,164.92615,149.57203,,70.41719,98.212959,58.935718,40.239536,20.415737,25.049944,16.661671,10.257977
996,275.72511,244.38243,235.44527,,164.91701,149.56374,,70.413287,98.207514,58.932451,40.237306,20.414605,25.048555,16.660747,10.257408
997,275.70983,244.36888,235.43222,,164.90787,149.55544,,70.409383,98.20207,58.929184,40.235075,20.413473,25.047167,16.659824,10.25684
998,275.69454,244.35533,235.41916,,164.89873,149.54715,,70.405479,98.196625,58.925916,40.232844,20.412342,25.045778,16.6589,10.256271
999,275.67925,244.34178,235.40611,,164.88958,149.53886,,70.401576,98.19118,58.922649,40.230613,20.41121,25.044389,16.657976,10.255702
1000,275.66397,244.32824,235.39306,,164.88044,149.53057,,70.397672,98.185736,58.919382,40.228383,20.410078,25.043001,16.657053,10.255134
1001,275.64868,244.31469,235.38,,164.8713,149.52228,,70.393768,98.180291,58.916115,40.226152,20.408946,25.041612,16.656129,10.254565
1002,275.63339,244.30114,235.36695,,164.86215,149.51399,,70.389865,98.174847,58.912848,40.223921,20.407814,25.040223,16.655205,10.253996
1003,275.61811,244.28759,235.3539,,164.85301,149.50569,,70.385961,98.169402,58.90958,40.22169,20.406683,25.038835,16.654282,10.253428
1004,275.60282,244.27404,235.34085,,164.84387,149.4974,,70.382057,98.163958,58.906313,40.21946,20.405551,25.037446,16.653358,10.252859
1005,275.58754,244.26049,235.32779,,164.83473,149.48911,,70.378153,98.158513,58.903046,40.217229,20.404419,25.036057,16.652434,10.25229
1006,275.57225,244.24694,235.31474,,164.82558,149.48082,,70.37425,98.153068,58.899779,40.214998,20.403287,25.034669,16.651511,10.251722
1007,275.55696,244.2334,235.30169,,164.81644,149.47253,,70.370346,98.147624,58.896512,40.212768,20.402156,25.03328,16.650587,10.251153
1008,275.54168,244.21985,235.28863,,164.8073,149.46424,,70.366442,98.142179,58.893245,40.210537,20.401024,25.031891,16.649663,10.250584
1009,275.52639,244.2063,235.27558,,164.79815,149.45594,,70.362539,98.136735,58.889977,40.208306,20.399892,25.030503,16.64874,10.250016
1010,275.51111,244.19275,235.26253,,164.78901,149.44765,,70.358635,98.13129,58.88671,40.206075,20.39876,25.029114,16.647816,10.249447
1011,275.49582,244.1792,235.24948,,164.77987,149.43936,,70.354731,98.125846,58.883443,40.203845,20.397628,25.027725,16.646892,10.248878
1012,275.48053,244.16565,235.23642,,164.77073,149.43107,,70.350828,98.120401,58.880176,40.201614,20.396497,25.026336,16.645969,10.24831
1013,275.46525,244.15211,235.22337,,164.76158,149.42278,,70.346924,98.114956,58.876909,40.199383,20.395365,25.024948,16.645045,10.247741
1014,275.44996,244.13856,235.21032,,164.75244,149.41448,,70.34302,98.109512,58.873641,40.197152,20.394233,25.023559,16.644121,10.247172
1015,275.43468,244.12501,235.19726,,164.7433,149.40619,,70.339117,98.104067,58.870374,40.194922,20.393101,25.02217,16.643198,10.246604
1016,275.41939,244.11146,235.18421,,164.73415,149.3979,,70.335213,98.098623,58.867107,40.192691,20.39197,25.020782,16.642274,10.246035
1017,275.4041,244.09791,235.17116,,164.72501,149.38961,,70.331309,98.093178,58.86384,40.19046,20.390838,25.019393,16.64135,10.245466
1018,275.38882,244.08436,235.1581,,164.71587,149.38132,,70.327406,98.087734,58.860573,40.188229,20.389706,25.018004,16.640427,10.244898
1019,275.37353,244.07082,235.14505,,164.70672,149.37303,,70.323502,98.082289,58.857306,40.185999,20.388574,25.016616,16.639503,10.244329
1020,275.35825,244.05727,235.132,,164.69758,149.36473,,70.319598,98.076844,58.854038,40.183768,20.387442,25.015227,16.638579,10.24376
1021,275.34296,244.04372,235.11895,,164.68844,149.35644,,70.315695,98.0714,58.850771,40.181537,20.386311,25.013838,16.637656,10.243192
1022,275.32767,244.03017,235.10589,,164.6793,149.34815,,70.311791,98.065955,58.847504,40.179307,20.385179,25.01245,16.636732,10.242623
1023,275.31239,244.01662,235.09284,,164.67015,149.33986,,70.307887,98.060511,58.844237,40.177076,20.384047,25.011061,16.635808,10.242054
1024,275.2971,244.00307,235.07979,,164.66101,149.33157,,70.303984,98.055066,58.84097,40.174845,20.382915,25.009672,16.634885,10.241486
1025,275.28182,243.98952,235.06673,,164.65187,149.32328,,70.30008,98.049621,58.837702,40.172614,20.381784,25.008284,16.633961,10.240917
1026,275.26653,243.97598,235.05368,,164.64272,149.31498,,70.296176,98.044177,58.834435,40.170384,20.380652,25.006895,16.633037,10.240348
1027,275.25124,243.96243,235.04063,,164.63358,149.30669,,70.292273,98.038732,58.831168,40.168153,20.37952,25.005506,16.632114,10.23978
1028,275.23596,243.94888,235.02757,,164.62444,149.2984,,70.288369,98.033288,58.827901,40.165922,20.378388,25.004118,16.63119,10.239211
1029,275.22067,243.93533,235.01452,,164.6153,149.29011,,70.284465,98.027843,58.824634,40.163691,20.377256,25.002729,16.630266,10.238642
1030,275.20539,243.92178,235.00147,,164.60615,149.28182,,70.280562,98.022399,58.821366,40.161461,20.376125,25.00134,16.629343,10.238074
1031,275.1901,243.90823,234.98842,,164.59701,149.27353,,70.276658,98.016954,58.818099,40.15923,20.374993,24.999952,16.628419,10.237505
1032,275.17481,243.89469,234.97536,,164.58787,149.26523,,70.272754,98.011509,58.814832,40.156999,20.373861,24.998563,16.627495,10.236936
1033,275.15953,243.88114,234.96231,,164.57872,149.25694,,70.268851,98.006065,58.811565,40.154768,20.372729,24.997174,16.626572,10.236368
1034,275.14424,243.86759,234.94926,,164.56958,149.24865,,70.264947,98.00062,58.808298,40.152538,20.371598,24.995786,16.625648,10.235799
1035,275.12895,243.85404,234.9362,,164.56044,149.24036,,70.261043,97.995176,58.805031,40.150307,20.370466,24.994397,16.624724,10.23523
1036,275.11367,243.84049,234.92315,,164.5513,149.23207,,70.25714,97.989731,58.801763,40.148076,20.369334,24.993008,16.623801,10.234662
1037,275.09838,243.82694,234.9101,,164.54215,149.22377,,70.253236,97.984287,58.798496,40.145845,20.368202,24.991619,16.622877,10.234093
1038,275.0831,243.81339,234.89705,,164.53301,149.21548,,70.249332,97.978842,58.795229,40.143615,20.36707,24.990231,16.621953,10.233524
1039,275.06781,243.79985,234.88399,,164.52387,149.20719,,70.245428,97.973397,58.791962,40.141384,20.365939,24.988842,16.62103,10.232956
1040,275.05252,243.7863,234.87094,,164.51472,149.1989,,70.241525,97.967953,58.788695,40.139153,20.364807,24.987453,16.620106,10.232387
1041,275.03724,243.77275,234.85789,,164.50558,149.19061,,70.237621,97.962508,58.785427,40.136923,20.363675,24.986065,16.619182,10.231818
1042,275.02195,243.7592,234.84483,,164.49644,149.18232,,70.233717,97.957064,58.78216,40.134692,20.362543,24.984676,16.618259,10.23125
1043,275.00667,243.74565,234.83178,,164.48729,149.17402,,70.229814,97.951619,58.778893,40.132461,20.361412,24.983287,16.617335,10.230681
1044,274.99138,243.7321,234.81873,,164.47815,149.16573,,70.22591,97.946175,58.775626,40.13023,20.36028,24.981899,16.616411,10.230113
1045,274.97609,243.71856,234.80567,,164.46901,149.15744,,70.222006,97.94073,58.772359,40.128,20.359148,24.98051,16.615488,10.229544
1046,274.96081,243.70501,234.79262,,164.45987,149.14915,,70.218103,97.935285,58.769092,40.125769,20.358016,24.979121,16.614564,10.228975
1047,274.94552,243.69146,234.77957,,164.45072,149.14086,,70.214199,97.929841,58.765824,40.123538,20.356885,24.977733,16.61364,10.228407
1048,274.94051,243.68702,234.77529,,164.44772,149.13814,,70.212919,97.928055,58.764753,40.122806,20.356513,24.977277,16.613338,10.22822
1049,274.9355,243.68257,234.77101,,164.44473,149.13542,,70.211639,97.92627,58.763681,40.122075,20.356142,24.976822,16.613035,10.228034
1050,274.93048,243.67813,234.76673,,164.44173,149.1327,,70.210359,97.924485,58.76261,40.121344,20.355771,24.976367,16.612732,10.227847
1051,274.92547,243.67369,234.76245,,164.43873,149.12998,,70.209079,97.9227,58.761539,40.120612,20.3554,24.975911,16.612429,10.227661
1052,274.92046,243.66925,234.75817,,164.43573,149.12726,,70.207799,97.920914,58.760468,40.119881,20.355029,24.975456,16.612126,10.227474
1053,274.91545,243.6648,234.75389,,164.43274,149.12454,,70.206519,97.919129,58.759396,40.119149,20.354658,24.975001,16.611823,10.227288
1054,274.91044,243.66036,234.74961,,164.42974,149.12183,,70.205239,97.917344,58.758325,40.118418,20.354287,24.974545,16.61152,10.227101
1055,274.90542,243.65592,234.74533,,164.42674,149.11911,,70.203959,97.915559,58.757254,40.117687,20.353916,24.97409,16.611218,10.226915
1056,274.90041,243.65148,234.74105,,164.42374,149.11639,,70.202679,97.913774,58.756183,40.116955,20.353545,24.973635,16.610915,10.226728
1057,274.8954,243.64703,234.73677,,164.42074,149.11367,,70.201399,97.911989,58.755112,40.116224,20.353174,24.973179,16.610612,10.226542
1058,274.89039,243.64259,234.73249,,164.41775,149.11095,,70.200119,97.910203,58.75404,40.115492,20.352802,24.972724,16.610309,10.226355
1059,274.88538,243.63815,234.72821,,164.41475,149.10823,,70.198839,97.908418,58.752969,40.114761,20.352431,24.972269,16.610006,10.226169
1060,274.88036,243.63371,234.72393,,164.41175,149.10551,,70.197559,97.906633,58.751898,40.114029,20.35206,24.971813,16.609703,10.225983
1061,274.87535,243.62927,234.71965,,164.40875,149.10279,,70.19628,97.904848,58.750827,40.113298,20.351689,24.971358,16.6094,10.225796
1062,274.87034,243.62482,234.71537,,164.40576,149.10008,,70.195,97.903063,58.749755,40.112567,20.351318,24.970903,16.609098,10.22561
1063,274.86533,243.62038,234.71109,,164.40276,149.09736,,70.19372,97.901278,58.748684,40.111835,20.350947,24.970447,16.608795,10.225423
1064,274.86032,243.61594,234.70681,,164.39976,149.09464,,70.19244,97.899492,58.747613,40.111104,20.350576,24.969992,16.608492,10.225237
1065,274.8553,243.6115,234.70253,,164.39676,149.09192,,70.19116,97.897707,58.746542,40.110372,20.350205,24.969537,16.608189,10.22505
